EnhetNavn;Kommune;lat;lng
Lø skole;Steinkjer;63.9984638;11.4867169
Malm skole;Steinkjer;64.0694245;11.2154601
Mære skole;Steinkjer;63.9355847;11.4299124
Ogndal skole;Steinkjer;64.026821;11.66895
Steinkjer montessoriskole;Steinkjer;64.0144;11.477604
Steinkjer skole;Steinkjer;64.0116691;11.5005439
Elvran skole;Stjørdal;63.392998;11.07255
Fagerhaug International School AS;Stjørdal;63.4712526;10.9456154
Fagerhaug Kristne skole SA;Stjørdal;63.4712526;10.9456154
Forradal oppvekstsenter skole;Stjørdal;63.49635699999999;11.356232
Fosslia skole;Stjørdal;63.480968;10.941482
Halsen barneskole;Stjørdal;63.472332;10.927685
Haraldreina skole;Stjørdal;63.461935;10.975921
Hegra barneskole;Stjørdal;63.47003;11.11003
Kvislabakken skole;Stjørdal;63.482646;10.898398
Lånke skole;Stjørdal;63.441752;10.939151
Skatval skole;Stjørdal;63.5097475;10.8289858
Skjelstadmark oppvekstsenter skole;Stjørdal;63.51710039999999;11.0843112
Adventkirken skole Nidelven;Trondheim - Tråante;63.4254857;10.3905494
Berg skole;Halden;59.1246674;11.2981091
Birralee International School Trondheim AS avd skole;Trondheim - Tråante;63.42718720000001;10.3899759
Bispehaugen skole;Trondheim - Tråante;63.4317327;10.4152158
Bratsberg skole;Trondheim - Tråante;63.349667;10.480921
Breidablikk skole;Trondheim - Tråante;63.3488639;10.3612663
Brundalen skole;Trondheim - Tråante;63.417847;10.4786468
Byåsen skole;Trondheim - Tråante;63.399431;10.358369
Charlottenlund barneskole;Trondheim - Tråante;63.4264795;10.4882245
Dalgård skole og ressurssenter;Trondheim - Tråante;63.3953468;10.3421019
Eberg skole;Trondheim - Tråante;63.4185529;10.4394758
Flatåsen skole;Trondheim - Tråante;63.3761168;10.3393667
Hallset skole;Trondheim - Tråante;63.3923226;10.367412
Hansbakken skole;Trondheim - Tråante;63.4288842;10.5428569
Heimdal Friskole, Kristen grunnskole Heimdal;Trondheim - Tråante;63.36138339999999;10.3519884
Huseby barneskole - Ac Møller tegnspråksenter;Trondheim - Tråante;63.363169;10.351354
Hårstad skole;Trondheim - Tråante;63.351136;10.383558
Ila skole;Trondheim - Tråante;63.4303821;10.3717905
Kattem skole;Trondheim - Tråante;63.3452158;10.3341327
Lade skole;Trondheim - Tråante;63.4468443;10.4366242
Lilleby skole;Trondheim - Tråante;63.4406436;10.4354625
Nardo skole;Trondheim - Tråante;63.4068508;10.4168093
Nidarvoll skole;Trondheim - Tråante;63.3991575;10.4064295
Nyborg skole;Trondheim - Tråante;63.4103572;10.3526916
Nypvang skole;Trondheim - Tråante;63.331413;10.300051
Okstad skole;Trondheim - Tråante;63.3813237;10.3796786
Ranheim skole;Trondheim - Tråante;63.430032;10.522989
Romolslia skole;Trondheim - Tråante;63.3805088;10.364326
Rosten skole;Trondheim - Tråante;63.3590806;10.3803886
Rye skole;Trondheim - Tråante;63.419686;10.144875
Singsaker skole;Trondheim - Tråante;63.4232749;10.4134132
Sjetne skole;Trondheim - Tråante;63.36809;10.395213
Solbakken skole;Trondheim - Tråante;63.4029696;10.5240919
Spongdal skole;Trondheim - Tråante;63.3545798;10.1639888
Stabbursmoen skole;Trondheim - Tråante;63.3538291;10.3499481
Stavset skole;Trondheim - Tråante;63.3867863;10.3325184
Steindal skole;Trondheim - Tråante;63.401082;10.431042
Steinerskolen i Trondheim grunnskole;Trondheim - Tråante;63.430361;10.372582
Stiftelsen steinerskolen Rotvoll;Trondheim - Tråante;63.4395517;10.4855429
Stiftelsen Trondheim International School;Trondheim - Tråante;63.4290426;10.4129556
Stiftelsen Trondheim Kristne Grunnskole, tomasskolen;Trondheim - Tråante;63.4294197;10.4140159
Strindheim skole;Trondheim - Tråante;63.432415;10.455516
Sørborgen skole;Trondheim - Tråante;63.3053692;10.4615558
Tanem skole;Trondheim - Tråante;63.3071831;10.4261277
Tonstad skole;Trondheim - Tråante;63.3629661;10.3902424
Trondheim Montessori;Trondheim - Tråante;63.439327;10.483033
Utleira skole;Trondheim - Tråante;63.3892185;10.4271671
Vikåsen skole;Trondheim - Tråante;63.412619;10.53793
Åsheim barneskole;Trondheim - Tråante;63.3507381;10.3429667
Åsvang skole;Trondheim - Tråante;63.4114706;10.452474
Åsveien skole og ressurssenter;Trondheim - Tråante;63.414751;10.369812
Tydal barne- og ungdomsskole;Tydal;63.041537;11.669671
Helgådal Montessori SA;Verdal;63.82074850000001;11.9036771
Stiklestad skole;Verdal;63.803187;11.565922
Verdalsøra barneskole;Verdal;63.800392;11.485393
Vinne skole;Verdal;63.774366;11.490492
Vuku barne- og ungdomsskole;Verdal;63.775678;11.739301
Ørmelen skole;Verdal;63.791799;11.469068
Botngård barneskole;Ørland;63.764131;9.815578
Brekstad barneskole;Ørland;63.6889084;9.6613587
Fagerenget montessoriskole SA;Ørland;63.8737186;9.8853907
Opphaug skole;Ørland;63.7264741;9.6938933
Vallersund oppvekstsenter;Ørland;63.8515203;9.7456223
Brandsfjord barne- og ungdomsskole;Åfjord;64.188039;10.421431
Stokksund grunnskole og Sfo;Åfjord;64.0377007;10.0588711
Åset skole;Åfjord;63.9632751;10.2228609
Brattås skole;Færder;59.1958048;10.38974
Føynland skole;Færder;59.236384;10.446737
Labakken skole;Færder;59.2381764;10.4000978
Lindhøy skole;Færder;59.1088807;10.4020153
Oserød skole;Færder;59.1995544;10.4392546
Steinerskolen i Vestfold;Færder;59.2397727;10.3951564
Teie skole;Færder;59.252161;10.4025804
Torød skole;Færder;59.1821281;10.4404474
Botne skole;Holmestrand;59.4957927;10.2569404
Ekeberg skole;Holmestrand;59.4794293;10.3081745
Galleberg skole;Holmestrand;59.6276658;10.2153173
Hof skole;Holmestrand;59.5384492;10.0756699
Holmestrand Internasjonale montessoriskole Sti;Holmestrand;59.4899189;10.315035
Kjeldås skole;Holmestrand;59.650464;10.236676
Kleiverud skole;Holmestrand;59.5115241;10.2821046
Klokkerjordet skole;Holmestrand;59.5864884;10.2147766
Selvik skole;Holmestrand;59.5585641;10.2805014
Fagerheim skole;Horten;59.4255408;10.3725326
Granly skole;Tønsberg;59.2905416;10.4164836
Horten montessoriskole SA;Horten;59.4354094;10.4298526
Lillås skole;Horten;59.4212316;10.4611278
Lysheim skole;Horten;59.3832666;10.4139492
Nordskogen skole;Horten;59.4168608;10.453972
Sentrum skole;Horten;59.4140926;10.4787551
Åsgården skole;Horten;59.3481173;10.4551558
Berg skole;Halden;59.1246674;11.2981091
Fagerli skole;Larvik;59.0703301;10.0412548
Frøy skole;Larvik;59.0616058;10.0497878
Hedrum barneskole;Larvik;59.0874679;10.0721721
Hvarnes skole;Larvik;59.28855;9.935703
Jordet skole;Larvik;59.0173881;10.0113318
Kongshaugen Kristne grunnskole;Larvik;59.103408;10.11312
Kvelde skole;Larvik;59.1908542;9.968291
Langestrand skole;Larvik;59.049032;10.011379
Lardal skole;Larvik;59.3997571;9.9654572
Mesterfjellet skole;Larvik;59.0487291;10.0413863
Sky skole;Larvik;59.0531721;9.9851643
Stavern skole;Larvik;58.9965426;10.0333537
Tjodalyng skole;Larvik;59.0548381;10.1273996
Valby skole;Larvik;59.0449115;10.0912992
Østre Halsen skole;Larvik;59.036599;10.065591
Andebu skole;Sandefjord;59.3059262;10.1734982
Bokemoa skole;Sandefjord;59.220995;10.290115
Byskolen;Sandefjord;59.131114;10.2227377
Fevang skole;Sandefjord;59.19092;10.229804
Framnes skole;Sandefjord;59.119596;10.237046
Gokstad skole;Sandefjord;59.132103;10.252682
Haukerød skole;Sandefjord;59.146196;10.186502
Helgerød skole;Sandefjord;59.150727;10.283769
Høyjord skole;Sandefjord;59.3671462;10.1376266
Kodal skole;Sandefjord;59.2156186;10.1393431
Krokemoa skole;Sandefjord;59.133741;10.17318
Melsom skole;Sandefjord;59.2319766;10.3384103
Moe skole;Sandefjord;59.1428777;10.1981584
Mokollen skole;Sandefjord;59.145127;10.211794
Mosserød skole;Sandefjord;59.1477028;10.2089036
Ormestad skole;Sandefjord;59.1163765;10.2552477
Sande skole;Sandefjord;59.1376099;10.2279857
Skagerak International School Sti;Sandefjord;59.11993580000001;10.2311224
Store Bergan skole;Sandefjord;59.101624;10.20823
Unneberg skole;Sandefjord;59.1529882;10.2513993
Vennerød skole;Sandefjord;59.269629;10.237493
Vesterøy skole;Sandefjord;59.095096;10.261853
Virik skole;Sandefjord;59.125482;10.206827
Barkåker skole;Tønsberg;59.316475;10.392
Bjerkely skole;Tønsberg;59.3851272;10.364989
Byskogen Kombinerte skole;Tønsberg;59.2824623;10.4182461
Eik skole;Tønsberg;59.2936805;10.4252987
Elihu Kristne grunnskole;Tønsberg;59.268361;10.443658
Granly skole;Tønsberg;59.2905416;10.4164836
Husvik skole;Tønsberg;59.2573023;10.4739354
Kirkevoll skole;Bergen;60.2650217;5.3473818
Presterød skole;Tønsberg;59.2742001;10.4600487
Ramnes skole;Tønsberg;59.3553248;10.2438963
Ringshaug skole;Tønsberg;59.2847552;10.4873148
Røråstoppen skole;Tønsberg;59.3707243;10.2792563
Sandeåsen skole;Tønsberg;59.2782177;10.4491411
Sem skole;Tønsberg;59.285461;10.33206
Skagerak International School, Tønsberg AS;Tønsberg;59.2705435;10.4057618
Solerød skole;Tønsberg;59.3712932;10.364377
Træleborg skole;Tønsberg;59.2645065;10.4228133
Tønsberg Montessori skole Sti;Tønsberg;59.3317231;10.4243069
Vear skole;Tønsberg;59.2592864;10.3598661
Volden skole;Tønsberg;59.313054;10.49462
Alversund skule;Alver;60.5663411;5.2354927
Eikanger skule;Alver;60.60908;5.388927
Grasdal skule;Alver;60.5502522;5.2130291
Hordabø skule;Alver;60.7009374;4.9282366
Knarvik barneskule;Alver;60.5500257;5.2906262
Leiknes skule;Alver;60.571752;5.378869
Lindås barneskule;Alver;60.7339925;5.1639957
Manger skule;Alver;60.6414592;5.0386468
Nordhordland Kristne grunnskole;Alver;60.5647041;5.2439089
Ostereidet barneskule;Alver;60.629972;5.483499
Rossland skule;Alver;60.560905;5.053152
Sagstad skule;Alver;60.521669;5.225195
Seim skule;Alver;60.615688;5.2716207
Skodvin montessoriskule;Alver;60.6948657;5.2297831
Sæbø skule;Alver;60.619174;5.177406
Vestbygd skule;Alver;60.5287972;5.1594242
Askvoll skule;Askvoll;61.346895;5.091652
Atløy skule;Askvoll;61.326374;5.023835
Bulandet skule;Askvoll;61.28464;4.619131
Gjelsvik skule;Askvoll;61.461907;5.36552
Holmedal montessoriskule;Askvoll;61.3605705;5.1877516
Davanger skole;Askøy;60.471139;5.101429
Erdal barneskole;Askøy;60.443392;5.227534
Fauskanger barne- og ungdomsskule;Askøy;60.5244775;5.0294861
Florvåg skole;Askøy;60.419507;5.236091
Follese skole;Askøy;60.408048;5.162593
Hanøy skole;Askøy;60.447588;5.088338
Haugland skole;Askøy;60.450334;5.157928
Hetlevik skole;Askøy;60.424689;5.149266
Hop skole;Askøy;60.476189;5.214071
Kleppe skole;Askøy;60.4234868;5.2010815
Kleppestø barneskole;Askøy;60.411739;5.219916
Strusshamn skole;Askøy;60.4059786;5.1917301
Træet skule;Askøy;60.5091049;5.0790735
Tveit skole;Askøy;60.452873;5.133617
Aurland barne- og ungdomsskule;Aurland;60.9036125;7.1972214
Kolbeinsvik montessoriskule;Austevoll;60.043201;5.199342
Selbjørn skule;Austevoll;60.00518;5.19822
Storebø skule;Austevoll;60.095141;5.2238737
Kaland skule;Austrheim;60.8011;4.999752
Årås skule;Austrheim;60.7797216;4.9366158
Alvøen skole;Bergen;60.3645312;5.187516
Apeltun skole;Bergen;60.2970617;5.3417133
Aurdalslia skole;Bergen;60.3077371;5.2817336
Bergen Kristne grunnskole;Bergen;60.338955;5.320512
Bjørgvin montessoriskole;Bergen;60.34995;5.35078
Bjørndalsskogen skole;Bergen;60.3481221;5.2431481
Bønes skole;Bergen;60.332453;5.308696
Christi Krybbe Skoler;Bergen;60.3966213;5.3282817
Damsgård skole;Bergen;60.382029;5.302015
Eidsvåg skole;Bergen;60.436853;5.306215
Fjellsdalen skole;Bergen;60.3350587;5.2944897
Flaktveit skole;Bergen;60.4639794;5.3591602
Fridalen skole;Bergen;60.3637679;5.3589845
Garnes skule;Bergen;60.44197;5.4636201
Haukedalen skole;Bergen;60.4651139;5.3012684
Haukeland skole;Bergen;60.3800578;5.3611859
Haukås skole;Bergen;60.4906797;5.3846293
Hellen skole;Bergen;60.4256145;5.2979683
Hjellestad skole;Bergen;60.2575806;5.2538213
Holen skole;Bergen;60.3897144;5.2833266
Hordvik skole;Bergen;60.5199197;5.3100645
International School Of Bergen avd skole;Bergen;60.2948011;5.280665099999999
Kaland skole;Bergen;60.27956;5.406729
Kalvatræet skole;Bergen;60.445735;5.320663
Kirkevoll skole;Bergen;60.2650217;5.3473818
Kjøkkelvik skole;Bergen;60.3738648;5.2309805
Kringlebotn skole;Bergen;60.32841;5.3718516
Krohnengen skole;Bergen;60.4006155;5.3283371
Krokeide skole;Bergen;60.2327461;5.2956851
Kronstad Oppveksttun skole;Bergen;60.3755622;5.3477529
Kyrkjekrinsen skole;Bergen;60.4760506;5.3429962
Landås skole;Bergen;60.3623338;5.3702454
Li skole;Bergen;60.4645669;5.3512125
Liland skole;Bergen;60.2858581;5.2462082
Loddefjord skole;Bergen;60.363746;5.231251
Lone skule;Bergen;60.3763056;5.45561
Lyshovden Oppveksttun avd skole;Bergen;60.3478277;5.3004568
Løvås Oppveksttun - skole;Bergen;60.353598;5.291919
Mathopen skole;Bergen;60.334528;5.2108892
Midtun skole;Bergen;60.3144987;5.3578223
Minde skole;Bergen;60.3544355;5.3363718
Mjølkeråen skole;Bergen;60.4855031;5.2639743
Møhlenpris Oppveksttun avd skole;Bergen;60.3832329;5.3233647
Møllebakken skole;Bergen;60.3782656;5.3387771
Nattland skole;Bergen;60.337658;5.373347
Nordnes skole;Bergen;60.3973682;5.3078664
Ny Krohnborg skole;Bergen;60.375081;5.3339891
Nygårdslien skole;Bergen;60.3826545;5.2737298
Olsvik skole;Bergen;60.381833;5.214957
Paradis skole;Bergen;60.3385215;5.3425887
Rolland skole;Bergen;60.4633965;5.3328132
Rudolf steinerskolen i Bergen skolen;Bergen;60.34367890000001;5.3430755
Salhus skule;Bergen;60.504263;5.264062
Seljedalen skole;Bergen;60.360717;5.285271
Skeie skole;Bergen;60.286274;5.3151172
Skjold skole;Bergen;60.304901;5.3320315
Skranevatnet skole;Bergen;60.3006897;5.2848965
Slettebakken skole;Bergen;60.3556354;5.3573668
Smørås skole;Bergen;60.3018477;5.3508612
St Paul skole;Bergen;60.3887239;5.3235193
Stiftelsen Davinci montessoriskole;Bergen;60.3499461;5.350781599999999
Stiftelsen montessoriskolen i Bergen;Bergen;60.3448126;5.2833966
Stiftelsen steinerskolen på Skjold;Bergen;60.31014080000001;5.3289912
Sædalen skole;Bergen;60.349924;5.3927159
Sælen Oppveksttun avd skole;Bergen;60.34681430000001;5.2825367
Søreide skole;Bergen;60.3179533;5.2705804
Søråshøgda skole;Bergen;60.302549;5.3181206
Tertnes skole;Bergen;60.456794;5.285436
Ulsetskogen skole;Bergen;60.4608836;5.3149789
Ulsmåg skole;Bergen;60.3140022;5.3754942
Vadmyra skole;Bergen;60.3602362;5.2274927
Varden skole;Bergen;60.34038;5.27217
Ytre Arna skule;Bergen;60.461949;5.432017
Ådnamarka skule;Bergen;60.411297;5.475851
Baldersheim barneskule;Bjørnafjorden;60.145016;5.744062
Borgafjellet barneskule;Bjørnafjorden;60.2002837;5.4876303
Eikelandsosen barneskule;Bjørnafjorden;60.2471968;5.7402748
Fusa barneskule;Bjørnafjorden;60.1994504;5.6192743
Kuventræ barneskule;Bjørnafjorden;60.195707;5.4497968
Lunde barneskule;Bjørnafjorden;60.1618353;5.4406922
Lysekloster barneskule;Bjørnafjorden;60.2114775;5.3889218
Nore Neset barneskule;Bjørnafjorden;60.1782639;5.4120137
Os barneskule;Bjørnafjorden;60.1886257;5.4682052
Strandvik Vekst AS;Bjørnafjorden;60.157526;5.661754
Strøno barneskule;Bjørnafjorden;60.1737013;5.3483671
Søfteland barneskule;Bjørnafjorden;60.2368442;5.451555
Søre Øyane barneskule;Bjørnafjorden;60.147109;5.3748524
Vinnes friskule;Bjørnafjorden;60.1530802;5.5862535
Ådlandsfjorden barneskule;Bjørnafjorden;60.282435;5.656443
Davik Oppvekst avd skule;Bremanger;61.88783340000001;5.5383995
Hauge Oppvekst avd skule;Bremanger;61.84093859999999;4.9601277
Kalvåg Oppvekst Frøyen skule;Bremanger;61.76753739999999;4.8753766
Svelgen Oppvekst avd skule;Bremanger;61.76624760000001;5.286304400000001
Ålfoten oppvekstsenter avd skule;Bremanger;61.8280164;5.6635249
Gilje skule;Bømlo;59.771603;5.192172
Hillestveit skule;Bømlo;59.6006264;5.2097133
Meling skule;Bømlo;59.791666;5.141062
Moster skule;Bømlo;59.711201;5.347442
Rubbestadneset skule;Bømlo;59.814243;5.258269
Svortland skule;Bømlo;59.791656;5.18961
Våge skule;Fjaler;61.28278;5.03584
Lægreid skule;Eidfjord;60.463623;7.072878
Enge skule;Etne;59.66689;5.941024
Skånevik skule;Etne;59.731606;5.932692
Fedje skule;Fedje;60.7779467;4.7210729
Rimbareid barne- og ungdomsskule;Fitjar;59.9147336;5.3198938
Selevik skule;Fitjar;59.82246;5.324054
Dingemoen skule;Fjaler;61.3538784;5.3995634
Flekke skule;Fjaler;61.3192004;5.3579724
Våge skule;Fjaler;61.28278;5.03584
Breim skule;Gloppen;61.7323662;6.5015141
Hyen skule;Gloppen;61.7371746;5.9169731
Nordstranda skule;Gloppen;61.789093;6.192082
Sandane skule;Gloppen;61.7721043;6.219903
Brekke skule;Gulen;61.014168;5.45339
Byrknes skule;Gulen;60.901405;4.836937
Dalsøyra skule;Gulen;60.931588;5.146214
Eivindvik skule;Gulen;60.983854;5.089383
Hyllestad skule;Hyllestad;61.1699431;5.2947721
Bjordal skule;Høyanger;61.0676725;5.7998978
Høyanger skule;Høyanger;61.2217299;6.0750512
Kyrkjebø skule;Høyanger;61.164427;5.937743
Lavik skule;Høyanger;61.104911;5.515048
Brandsøy skule;Kinn;61.602035;5.132577
Eikefjord barne- og ungdomsskule;Kinn;61.589865;5.463462
Florø barneskole;Kinn;61.5987234;5.0390786
Krokane skule;Kinn;61.59745;5.064747
Raudeberg skule;Kinn;61.985904;5.134484
Skavøypoll skule;Kinn;61.918211;5.154666
Skram skule;Kinn;61.9185742;5.1732436
Torvmyrane skule;Kinn;61.599652;5.077835
Foreninga Norheimsund friskule;Kvam;60.3466143;6.1857316
Norheimsund skule;Kvam;60.3706869;6.1425758
Strandebarm skule;Kvam;60.2559095;6.0141959
Øystese skule;Kvam;60.388214;6.1999013
Ålvik skule;Kvam;60.4332697;6.4363953
Bringedalsbygda skule;Kvinnherad;59.922505;5.795911
Halsnøy skule;Kvinnherad;59.7969319;5.6786159
Hatlestrand barne- og ungdomsskule;Kvinnherad;60.058287;5.918047
Malmanger skule;Kvinnherad;59.9834606;6.0122537
Omvikdalen skule;Kvinnherad;59.9413996;5.9866264
Sunde skule;Sunnfjord;61.4287287;5.9333679
Undarheim skule;Kvinnherad;59.8536582;5.7468896
Uskedalen skule;Kvinnherad;59.9338239;5.8613172
Valen skule;Kvinnherad;59.828972;5.7868151
Ølve montessoriskule SA;Kvinnherad;60.01262909999999;5.814530599999999
Gaupne skule;Luster;61.4032598;7.2910534
Hafslo barne- og ungdomsskule;Luster;61.3137678;7.2018761
Indre Hafslo oppvekstsenter skule;Luster;61.36319359999999;7.2673639
Jostedal oppvekstsenter skule;Luster;61.603777;7.291709
Luster oppvekstsenter skule;Luster;61.44474829999999;7.460290799999999
Skjolden oppvekstsenter skule;Luster;61.4911264;7.6027819
Solvorn oppvekstsenter skule;Luster;61.3013699;7.237411
Veitastrond oppvekstsenter skule;Luster;61.4837534;7.030597999999999
Borgund skule;Lærdal;61.0814645;7.8532066
Lærdalsøyri skule;Lærdal;61.1015215;7.4939525
Matre skule;Masfjorden;60.873552;5.584373
Nordbygda skule;Masfjorden;60.830695;5.28392
Sandnes skule;Masfjorden;60.792171;5.296686
Mo skule;Modalen;60.8174504;5.8095532
Fotlandsvåg skule;Osterøy;60.588326;5.5244
Haus skule;Osterøy;60.455354;5.489353
Hjellvik montessoriskule;Osterøy;60.551212;5.408236
Hosanger montessoriskule Sti;Osterøy;60.57018539999999;5.4854851
Lonevåg skule;Osterøy;60.5214924;5.5100352
Valestrand skule;Osterøy;60.5058989;5.4366498
Samnanger barneskule;Samnanger;60.395182;5.767057
Fjærland oppvekstsenter avd skule;Sogndal;61.39809580000001;6.7388017
Kaupanger skule;Sogndal;61.188162;7.224538
Leikanger barneskule;Sogndal;61.1921915;6.8540395
Norane skule;Sogndal;61.180946;7.015672
Sagatun skule avd skule;Sogndal;61.2057102;6.525644
Trudvang skule;Sogndal;61.2325362;7.0996655
Solund skule;Solund;61.0752123;4.8400659
Bryggja skule AS;Stad;61.94245840000001;5.4515549
Flatraket skule;Stad;61.9748517;5.2245734
Haugen skule;Stad;61.9247606;5.883831
Hjelle skule;Stad;61.918745;6.079254
Kjølsdalen montessoriskule SA;Stad;61.91747089999999;5.6257209
Nordfjordeid skule;Stad;61.911568;5.9935528
Selje skule;Stad;62.042713;5.350402
Stadlandet skule;Stad;62.111885;5.332945
Stårheim skule;Stad;61.9192375;5.7628774
Hystad skule;Stord;59.7974322;5.5132854
Langeland skule;Stord;59.768022;5.47407
Leirvik skule;Stord;59.7784094;5.4940417
Rommetveit skule;Stord;59.8164556;5.5230189
Sagvåg skule;Stord;59.7808635;5.3799135
Stord Kristne skule AS;Stord;59.7787658;5.484934700000001
Tjødnalio skule;Stord;59.770477;5.412
Loen skule;Stryn;61.8677952;6.8463498
Nordsida skule;Stryn;61.854046;6.524772
Olden skule;Stryn;61.8338423;6.8084517
Oppstryn skule;Stryn;61.9158155;7.1103851
Tonning skule;Stryn;61.9053045;6.7176431
Vikane skule;Stryn;61.850811;6.617213
Bygstad skule;Sunnfjord;61.37994;5.671383
Flatene skule;Sunnfjord;61.4487503;5.8375177
Førde barneskule;Sunnfjord;61.454744;5.8627033
Holsen skule og barnehage avd skule;Sunnfjord;61.41834299999999;6.157249999999999
Naustdal skule;Sunnfjord;61.512436;5.7151693
Sande skule;Sunnfjord;61.325499;5.798629
Skei skule;Sunnfjord;61.578304;6.48906
Slåtten skule;Sunnfjord;61.463345;5.894072
Sunde skule;Sunnfjord;61.4287287;5.9333679
Vassenden skule;Sunnfjord;61.4904407;6.1190922
Viksdalen skule;Sunnfjord;61.353341;6.117325
Auklandshamn skule;Sveio;59.63804;5.386294
Førde skule;Sveio;59.609879;5.472384
Sveio skule;Sveio;59.543927;5.3583
Valestrand oppvekstsenter avd skule;Sveio;59.70268929999999;5.485767099999999
Vikse skule;Sveio;59.499258;5.300948
Onarheim skule;Tysnes;59.949114;5.629531
Tysnes skule;Tysnes;60.040914;5.537552
Hauso barne- og ungdomsskule;Ullensvang;60.374927;6.641993
Jondal skule;Ullensvang;60.2788164;6.2542504
Kinsarvik skule;Ullensvang;60.3735825;6.7196131
Odda barneskole;Ullensvang;60.0685862;6.5426192
Opedal skule;Ullensvang;60.3292768;6.6581552
Røldal skule;Ullensvang;59.832098;6.813295
Skare barneskule;Ullensvang;59.930689;6.5967858
Tyssedal barneskole;Ullensvang;60.117812;6.559375
Vikebygd skule;Ullensvang;60.2595989;6.5729656
Brakanes barne- og ungdomsskule;Ulvik;60.5681252;6.9108709
Dale skule;Vaksdal;60.5913709;5.8192078
Eksingedalen skule;Vaksdal;60.789463;6.114091
Stamnes skule;Vaksdal;60.6648226;5.7723037
Stanghelle skule;Vaksdal;60.553416;5.7467792
Vaksdal skule;Vaksdal;60.475627;5.740248
Feios skule;Vik;61.149316;6.765864
Flatbygdi skule;Vik;61.08131;6.579037
Fresvik Enspire skule AS;Vik;61.0662079;6.931176199999999
Bjørgum skule;Voss;60.6164692;6.537184
Bulken skule;Voss;60.628014;6.316238
Evanger skule;Voss;60.647468;6.116103
Gjernes skule;Voss;60.6150851;6.4202989
Granvin barne- og ungdomsskule;Voss;60.52749;6.722395
Gullfjordungen skule;Voss;60.6277044;6.3941663
Palmafossen skule;Voss;60.6364215;6.4696808
Skulestad skule;Voss;60.65867;6.436026
Vangen skule;Voss;60.6281626;6.4236835
Vossestrand barne- og ungdomsskule;Voss;60.781125;6.4860317
Bjorøy skule;Øygarden;60.3169205;5.1718169
Brattholmen skule;Øygarden;60.3513814;5.1568134
Danielsen barne- og ungdomsskule Sotra;Øygarden;60.352706;5.134551
Foldnes skule;Øygarden;60.3671935;5.1174401
Hjelteryggen skule;Øygarden;60.3837297;5.1533484
Knappskog skule;Øygarden;60.3766142;5.0526845
Kolltveit skule;Øygarden;60.3516948;5.095373
Landro skule;Øygarden;60.4178956;4.970759
Rong skule;Øygarden;60.5112044;4.9018164
Skogsvåg skule;Øygarden;60.2603335;5.0923951
Spildepollen skule;Øygarden;60.239266;5.039068
Stranda skule;Øygarden;60.197457;5.101234
Tjeldstø skule;Øygarden;60.592793;4.843034
Toftøy skule;Øygarden;60.4805345;4.9460411
Ulveset skule;Øygarden;60.3278162;5.0366888
Ågotnes skule;Øygarden;60.4069853;4.9954321
Farnes skule;Årdal;61.3095059;7.801275
Tangen skule;Årdal;61.2431605;7.7127405
Aremark skole;Aremark;59.22587;11.6987897
Ambjørnrød skole;Fredrikstad;59.2469351;10.9208601
Begby barne- og ungdomsskole;Fredrikstad;59.2158526;11.0101875
Borge skole;Fredrikstad;59.224678;11.045441
Childrens International School Fredrikstad AS;Fredrikstad;59.2072675;10.9646607
Cicignon skole;Fredrikstad;59.2074881;10.952143
Gudeberg barne- og ungdomsskole;Fredrikstad;59.2051783;10.9620669
Hauge skole;Fredrikstad;59.2534335;10.9880905
Hurrød skole;Fredrikstad;59.2258557;10.9014422
Kjølberg skole;Fredrikstad;59.22822;11.0009633
Lunde barneskole;Fredrikstad;59.1616573;10.9330632
Manstad skole;Fredrikstad;59.2683318;10.769481
Nylende skole;Fredrikstad;59.303415;10.9749878
Nøkleby skole;Fredrikstad;59.23149;10.968183
Rekustad skole;Fredrikstad;59.2661442;10.9921675
Rød skole Kråkerøy;Fredrikstad;59.1949709;10.9098701
Rød skole Onsøy;Fredrikstad;59.2073649;10.8845998
Rødsmyra skole;Fredrikstad;59.1993756;10.9272542
Råkollen skole avd Råkollen;Fredrikstad;59.2144901;10.9734817
Sagabakken skole;Fredrikstad;59.2182304;10.9843249
Slevik skole;Fredrikstad;59.200212;10.83359
Steinerskolen i Fredrikstad;Fredrikstad;59.2664481;10.9976719
Torp skole;Fredrikstad;59.2452873;11.0239894
Torsnes skole;Fredrikstad;59.18611;11.049612
Trara skole;Fredrikstad;59.2191714;10.9391109
Trosvik skole;Fredrikstad;59.2250992;10.9261056
Årum skole;Fredrikstad;59.261623;11.091202
Berg skole;Halden;59.1246674;11.2981091
Gimle skole;Halden;59.1379043;11.4093539
Halden montessoriskole AS;Halden;59.1181095;11.396638
Hjortsberg skole;Halden;59.1409368;11.383616
Kongeveien skole;Halden;59.113484;11.408196
Låby skole;Halden;59.130458;11.3652475
Os skole;Rakkestad;59.440117;11.311685
Tistedal skole;Halden;59.1319696;11.4542189
Hvaler barne- og ungdomsskole;Hvaler;59.0706735;10.9431632
Askimbyen skole;Indre Østfold;59.5846527;11.156015
Båstad skole;Indre Østfold;59.6910025;11.295451
Grøtvedt skole;Indre Østfold;59.5891182;11.1790057
Havnås oppvekstsenter avd skole;Indre Østfold;59.6173002;11.4110344
Hovin skole;Indre Østfold;59.6234244;11.0799735
Hærland skole;Indre Østfold;59.5502413;11.4239798
Kirkefjerdingen skole;Indre Østfold;59.5239462;11.2660029
