EnhetNavn;Kommune;lat;lng
Ingeberg skole;Hamar;60.8279967;11.1303065
Lovisenberg skole;Hamar;60.7955029;11.1644969
Lunden skole;Hamar;60.8381517;11.1966283
Prestrud skole;Hamar;60.8078898;11.0353781
Ridabu skole;Hamar;60.802637;11.1361794
Rollsløkken skole;Hamar;60.8005328;11.0841394
Solvang skole;Haugesund;59.418499;5.286613
Storhamar skole;Hamar;60.8013624;11.0502486
Austmarka barne- og ungdomsskole;Kongsvinger;60.1007697;12.323332
Brandval skole;Kongsvinger;60.321062;12.006254
Finnskogen montessoriskole Ba;Kongsvinger;60.2983238;12.2842641
Kongsvinger montessoriskole SA;Kongsvinger;60.17325930000001;12.0184654
Langeland skole;Kongsvinger;60.1985647;11.9918973
Marikollen skole;Kongsvinger;60.1911318;11.9718448
Roverud skole;Kongsvinger;60.2581124;12.0630206
Vennersberg skole;Kongsvinger;60.1759191;12.0270268
Lesja skule;Lesja;62.1171537;8.8543079
Lesjaskog skule;Lesja;62.2312113;8.3802796
Engesvea barne- og ungdomsskole;Lillehammer;61.0948726;10.4834214
Hammartun skole;Lillehammer;61.1125741;10.4630517
Jørstadmoen skole;Lillehammer;61.1544956;10.3911893
Nordre Ål skole;Lillehammer;61.1326354;10.4644826
Røyslimoen skole;Lillehammer;61.0957844;10.5092306
Stiftelsen Lillehammer steinerskole;Lillehammer;61.0998604;10.4244938
Søre Ål barneskole;Lillehammer;61.0937316;10.4762316
Vingar skole;Lillehammer;61.1081794;10.4276023
Vingrom skole;Lillehammer;61.0480805;10.4322006
Loar skule;Lom;61.8388169;8.5605566
Hedemarken friskole;Løten;60.8010225;11.3037854
Jønsrud skole;Løten;60.8699094;11.3674116
Lund skole;Løten;60.8313485;11.3125381
Østvang skole;Løten;60.8229989;11.3532734
Ådalsbruk skole;Løten;60.7879169;11.3286193
Nord-Aurdal barneskole;Nord-Aurdal;60.9879904;9.2433618
Valdres montessoriskule SA;Nord-Aurdal;60.998427;9.101026000000001
Barhaug skole;Nord-Fron;61.5985663;9.7297053
Kvam skole;Steinkjer;64.138733;11.733867
Skåbu oppvekstsenter avd skole;Nord-Fron;61.5293674;9.4162353
Sødorp skole;Nord-Fron;61.5910945;9.76476
Mo barne- og ungdomsskole;Nord-Odal;60.423664;11.642413
Sand sentralskole;Nord-Odal;60.390831;11.534826
Nordre Land kommune 0-24 Torpa barne- og ungdomsskole;Nordre Land;60.9661071;10.1081095
Nordre Land kommune Dokka barne- og ungdomsskole;Nordre Land;60.83448789999999;10.0756769
Os skole;Rakkestad;59.440117;11.311685
Berger skole;Rendalen;61.89333;11.076386
Fagertun skole;Rendalen;61.720727;11.195858
Fåvang skole;Ringebu;61.4554209;10.1994043
Ringebu skole;Ringebu;61.5334295;10.143338
Venabygd montessoriskole;Ringebu;61.593842;10.0498864
Brøttum barne- og ungdomsskole;Ringsaker;61.0281513;10.5567884
Fagerlund skole;Ringsaker;60.8942643;10.9406497
Gaupen skole;Ringsaker;60.8720405;10.7800238
Hempa skole;Ringsaker;60.898477;10.9584208
Kirkekretsen skole;Ringsaker;60.920429;10.906621
Kirkenær skole;Ringsaker;60.8420306;11.021733
Kylstad skole;Ringsaker;60.8737667;11.04113
Lismarka skole;Ringsaker;61.0719002;10.6276989
Moelv skole;Ringsaker;60.9285917;10.6943234
Mørkved skole;Ringsaker;60.8702301;10.9592395
Nes barneskole;Ringsaker;60.801537;10.842971
Stavsberg skole;Ringsaker;60.8192418;11.0553896
Åsen skole;Ringsaker;61.026777;10.753892
Heidal skule;Sel;61.7510542;9.3222085
Otta skole;Sel;61.7737905;9.5417719
Skjåk barne- og ungdomsskule;Skjåk;61.8836922;8.2628386
Arstad skole;Stange;60.7699303;11.1139698
Breidablikk skole;Trondheim - Tråante;63.3488639;10.3612663
Hoberg skole;Stange;60.7718533;11.1347856
Solvin skole;Stange;60.7331954;11.26021
Stange skole;Østre Toten;60.6359564;10.9109152
Steinerskolen på Hedemarken avd grunnskolen Ottestad;Stange;60.7774681;11.1027464
Tangen skole;Stange;60.6166324;11.2590873
Vallset skole;Stange;60.6810849;11.3422031
Koppang skole;Stor-Elvdal;61.5672189;11.0631423
Fryal skole;Søndre Land;60.6830283;10.3548711
Odnes skole;Søndre Land;60.803307;10.169531
Bagn skule;Sør-Aurdal;60.8235072;9.548629
Hedalen barne- og ungdomsskole;Sør-Aurdal;60.6046541;9.7420634
Midtbygda og Harpefoss skule;Sør-Fron;61.5595031;9.9488546
Glommasvingen skole;Sør-Odal;60.257786;11.67013
Tolga skole;Tolga;62.4114022;10.9966047
Vingelen skole;Tolga;62.414454;10.866655
Innbygda skole;Trysil;61.314827;12.266887
Jordet skole;Larvik;59.0173881;10.0113318
Trysil montessoriskole SA;Trysil;61.1351552;12.4970169
Fåset skole og barnehage avd skole;Tynset;62.25926999999999;10.65815
Kvikne skole;Tynset;62.5610682;10.3238832
Tylldalen skole;Tynset;62.127633;10.799686
Tynset barneskole;Tynset;62.2725088;10.7776553
Vang barne- og ungdomsskule;Vang;61.130671;8.592836
Vestre Slidre skule;Vestre Slidre;61.0875496;8.9835312
Bøverbru skole;Vestre Toten;60.6648695;10.6813991
Korta skole;Vestre Toten;60.7203979;10.627863
Raufoss skole;Vestre Toten;60.7237757;10.599855
Reinsvoll skole;Vestre Toten;60.6776689;10.6257063
Thune skole;Vestre Toten;60.6162323;10.6219342
Vågåmo skule;Vågå;61.8719468;9.0972111
Våler barne- og ungdomsskole;Våler (Innlandet);60.6737368;11.8298135
Hoffsvangen skole;Østre Toten;60.6843061;10.8414213
Kapp skole;Østre Toten;60.7118404;10.8778946
Kolbu skole;Østre Toten;60.6411946;10.7254136
Nordli skole;Østre Toten;60.741779;10.761918
Stange skole;Østre Toten;60.6359564;10.9109152
Toten montessoriskole;Østre Toten;60.5976576;10.7344939
Totenviken skole;Østre Toten;60.6451066;11.0050186
Vilberg skole;Østre Toten;60.6486598;10.8299005
Aurvoll skole;Øyer;61.3142721;10.3070694
Solvang skole;Haugesund;59.418499;5.286613
Lidar skule;Øystre Slidre;61.2024225;8.9744619
Rogne skule;Øystre Slidre;61.0817499;9.1276716
Åmot Barne og ungdomsskole;Åmot;61.1402518;11.3679599
Åmot montessoriskole SA;Åmot;61.30172390000001;11.4620755
Solør montessoriskole;Åsnes;60.575068;12.071309
Åsnes barneskole;Åsnes;60.6111663;12.0181214
Gossen barne- og ungdomsskole avd skole;Aukra;62.806707;6.8826449
Julsundet skole;Aukra;62.7724432;6.9931739
Aure barne- og ungdomsskole;Aure;63.268008;8.5344466
Tustna barne- og ungdomsskole;Aure;63.158431;7.963703
Bodalen friskole;Averøy;63.0122249;7.5860358
Bruhagen barneskole;Averøy;63.0492035;7.6377694
Kårvåg barneskole;Averøy;63.0174751;7.4725179
Eidsdal skule;Fjord;62.2542451;7.1601384
Stordal skule;Fjord;62.382125;7.007992
Valldal skule;Fjord;62.301908;7.259656
Giske skule;Giske;62.5044883;6.0508172
Godøy skule;Giske;62.4725098;6.0226814
Valderøy barneskule;Giske;62.504644;6.130757
Vigra skule;Giske;62.572816;6.115895
Angvik skule;Gjemnes;62.897063;8.08902
Batnfjord skule;Gjemnes;62.8926676;7.677178
Torvikbukt skule SA;Gjemnes;62.9420035;7.8590615
Brattvåg barneskule;Haram;62.6007655;6.4412866
Eidet skule;Haram;62.546373;6.59721
Grytastranda montessoriskule;Haram;62.533667;6.354615
Haramsøy barne- og ungdomsskule;Haram;62.6441541;6.2605425
Hildre montessoriskule SA;Haram;62.6038155;6.3529263
Søvik barneskule;Haram;62.54656;6.285734
Bigset skule;Hareid;62.357025;5.967164
Brandal friskule;Hareid;62.401344;6.006172
Hareid skule;Hareid;62.370608;6.02457
Hjørungavåg skule;Hareid;62.346338;6.058862
Bergsøy skule;Herøy (Møre og Romsdal);62.3346064;5.647269
Einedalen skule;Herøy (Møre og Romsdal);62.3344917;5.6877307
Leikanger skule;Herøy (Møre og Romsdal);62.236633;5.790929
Moltu skule;Herøy (Møre og Romsdal);62.2949535;5.6355735
Møre barne- og ungdomsskule;Herøy (Møre og Romsdal);62.2784638;5.8073176
Nerlandsøy skule;Herøy (Møre og Romsdal);62.3409717;5.5855062
Stokksund barne- og ungdomsskule;Herøy (Møre og Romsdal);62.3030602;5.7301058
Bud skule;Hustadvika;62.90564000000001;6.9222
Eide barneskole;Hustadvika;62.917977;7.4455997
Haukås skole;Bergen;60.4906797;5.3846293
Hustad skole;Hustadvika;62.96058;7.115704
Jendem skole;Hustadvika;62.788154;7.0211707
Sylte skule;Hustadvika;62.829098;7.234932
Tornes skule;Hustadvika;62.843536;7.032445
Allanengen skole;Kristiansund;63.1147179;7.7286869
Bjerkelund skole;Kristiansund;63.086943;7.8820169
Dale barneskole;Kristiansund;63.123536;7.7898142
Folkeparken skole;Kristiansund;63.1222598;7.7505026
Frei skole;Kristiansund;63.0369843;7.7845924
Innlandet skole;Hadsel;68.557258;15.217526
Nordlandet barneskole;Kristiansund;63.1077588;7.7561735
Rensvik skole;Kristiansund;63.095868;7.813852
Bolsøya skole;Molde;62.7305792;7.3213494
Eidsvåg barne- og ungdomsskole;Molde;62.778045;8.074184
Eresfjord barne- og ungdomsskule;Molde;62.6617782;8.1148537
Kleive oppvekstsenter skole;Molde;62.7924124;7.6573138
Kvam skole;Steinkjer;64.138733;11.733867
Kviltorp skole;Molde;62.7437216;7.233375
Langmyra skole;Molde;62.7430637;7.1812964
Midsund skule;Molde;62.6815325;6.6703845
Molde friskole;Molde;62.7373422;7.1218724
Nordbyen skole;Molde;62.7551827;7.2228338
Sellanrå skole;Molde;62.7391966;7.1440242
Skjevik barne- og ungdomsskole;Molde;62.7868336;7.532336
Tøndergård skole og ressurssenter;Molde;62.743326;7.208114
Vistdal oppvekstsenter skole;Molde;62.72054099999999;7.9317386
Vågsetra barne- og ungdomsskole;Molde;62.7139085;7.4253729
Årølia skole;Molde;62.755497;7.291231
Innfjorden friskole SA;Rauma;62.4937236;7.5604139
Isfjorden skole;Rauma;62.577077;7.788514
Måndalen barne- og ungdomsskule;Rauma;62.5309903;7.4358184
Åfarnes barne- og ungdomsskole;Rauma;62.6588821;7.5034956
Åndalsnes barneskole;Rauma;62.563204;7.6874949
Gursken oppvekstsenter avd skule;Sande;62.2170511;5.6530625
Kvamsøy barne- og ungdomsskule;Sande;62.2006971;5.4140455
Larsnes skule;Sande;62.2088599;5.5739374
Smøla barneskole;Smøla;63.4600345;8.0093286
Geiranger skule;Stranda;62.099674;7.204527
Ringstad skule;Stranda;62.3074767;6.9358098
Sunnylven skule;Stranda;62.0847895;6.8706648
Langevåg skule;Sula;62.4391371;6.2133564
Rørstadmarka skule;Sula;62.4310488;6.265395
Solevåg skule;Sula;62.42722;6.31145
Gjøra oppvekstsenter avd skule;Sunndal;62.54787529999999;9.1127479
Løykja skole;Sunndal;62.652574;8.695233
Sande skole;Sandefjord;59.1376099;10.2279857
Tredal skole;Sunndal;62.6667258;8.5331818
Ålvundfjord skule;Sunndal;62.840684;8.518549
Bøfjorden og Bæverfjord oppvekstsenter avd Bæverfjord skule;Surnadal;63.02643;8.598329999999999
Mo oppvekstsenter avd skule;Surnadal;62.8767125;8.8802145
Surnadal barne- og ungdomsskule;Surnadal;62.98125;8.716892
Todalen og Stangvik oppvekstsenter;Surnadal;62.90216;8.597267
Aure barneskule;Sykkylven;62.3949467;6.5975492
Hundeidvik privatskule AS;Sykkylven;62.37643000000001;6.433375
Sørestranda skule;Sykkylven;62.383375;6.550883
Velledalen montessoriskule AS;Sykkylven;62.291885;6.646948
Meisingset oppvekstsenter avd skole;Tingvoll;62.8623369;8.2936804
Straumsnes barne- og ungdomsskole;Tingvoll;63.0357876;8.0393527
Tingvoll barne- og ungdomsskole;Tingvoll;62.9143256;8.1970924
Haddal skule;Ulstein;62.282304;5.875451
Hasund skule;Ulstein;62.3167008;5.8433604
Ulstein skule;Ulstein;62.356774;5.826688
Ulsteinvik barneskule;Ulstein;62.344812;5.850679
Fiskå skule;Vanylven;62.100773;5.566612
Myklebust skule;Vanylven;62.087657;5.740295
Åheim skule;Vanylven;62.036029;5.533243
Fiksdal friskule SA;Vestnes;62.51882999999999;7.12671
Helland barneskule;Vestnes;62.616256;7.091351
Tomrefjord skule;Vestnes;62.602138;6.929263
Tresfjord Enspire skule;Vestnes;62.5194794;7.1274426
Vike montessoriskule SA;Vestnes;62.61908279999999;7.148950399999999
Bratteberg skule;Volda;62.1497344;6.1124774
Dalsfjord skule;Volda;62.112963;5.938836
Folkestad skule;Midt-Telemark;59.436525;9.046218
Hornindal skule;Volda;61.976545;6.51911
Mork skule;Volda;62.168956;6.025039
Ulvestad barneskule AS;Volda;62.16601559999999;5.931412600000001
Øyra skule;Volda;62.1482881;6.0789836
Dalane skule;Ørsta;62.1593822;6.2305895
Hovden skule;Ørsta;62.185468;6.081063
Sæbø skule;Alver;60.619174;5.177406
Vartdal skule;Ørsta;62.298176;6.091452
Velle skule;Ørsta;62.1953488;6.1277953
Åmås friskule;Ørsta;62.1819452;6.1963739
Aspøy skole;Ålesund;62.4721255;6.1460544
Blindheim barneskole;Ålesund;62.43781;6.357705
Ellingsøy barne- og ungdomsskole;Ålesund;62.493174;6.19572
Emblem skule;Ålesund;62.437497;6.45461
Flisnes skole;Ålesund;62.4302661;6.4139077
Harøy skule;Ålesund;62.77158;6.457897
Hatlane skole;Ålesund;62.460655;6.271124
Hessa skole;Ålesund;62.458454;6.130492
Larsgården skole;Ålesund;62.4747654;6.239191
Lerstad barneskole;Ålesund;62.468511;6.307165
Møre barne- og ungdomsskule Skodje AS;Ålesund;62.484107;6.5067624
Skodje barne- og ungdomsskole avd barneskole;Ålesund;62.493139;6.1956365
Spjelkavik barneskole;Ålesund;62.460561;6.369287
Steinerskolen Ålesund;Ålesund;62.462039;6.266049
Stette friskule SA;Ålesund;62.523519;6.6306525
Stiftelsen Møre barne- og Ungdomsskule, Ålesund;Ålesund;62.4343013;6.3982646
Stokke og Vik skole;Ålesund;62.4954081;6.3265649
Valle skule;Ålesund;62.47841;6.661038
Volsdalen skole;Ålesund;62.4715411;6.1911927
Ørskog skule;Ålesund;62.4776723;6.8200132
Aalesund International School Sti;Ålesund;62.4655911;6.251226099999999
Åse skole;Ålesund;62.4637209;6.3304081
Bjarnetjønna skole;Alstahaug;66.016541;12.6157037
Søvik oppvekstsenter avd skole;Alstahaug;65.9216446;12.4483551
Andenes skole;Andøy;69.3160729;16.1287824
Bleik og Omegn Montessori Skolelag;Andøy;69.2729858;15.9650248
Risøyhamn skole;Andøy;68.968579;15.636839
Åse montessoriskole;Andøy;69.015781;15.807296
Beiarn barne- og ungdomsskole;Beiarn;66.916132;14.768424
Bindalseidet skole SA;Bindal;65.1268844;12.232336
Terråk skole;Bindal;65.086116;12.367723
Alberthaugen skole;Bodø;67.274059;14.42673
Alstad barneskole;Bodø;67.274192;14.481268
Aspåsen skole;Bodø;67.278264;14.3814433
Bodøsjøen skole;Bodø;67.2705576;14.4407984
Grønnåsen skole;Bodø;67.28083;14.46653
Hunstad barneskole;Bodø;67.28481;14.5395746
Kjerringøy oppvekstsenter avd skole;Bodø;67.51701;14.761825
Løpsmark skole;Bodø;67.3104829;14.4512237
Misvær oppvekstsenter avd skole;Bodø;67.11930439999999;15.0136669
Mørkvedbukta skole;Bodø;67.2795874;14.5648885
Mørkvedmarka skole;Bodø;67.2910513;14.5884512
Rønvik skole;Bodø;67.2963286;14.4186545
Saltstraumen skole;Bodø;67.235808;14.624071
Saltvern skole;Bodø;67.2891967;14.4311788
Skaug oppvekstsenter avd skole;Bodø;67.3872509;14.6363858
Skjerstad oppvekstsenter avd skole;Bodø;67.2330873;15.0165269
Skolen i Væran avd skole;Bodø;67.28291850000001;14.4150773
St Eysteins skole;Bodø;67.2757827;14.3659777
Tverlandet skole;Bodø;67.2972568;14.7279171
Østbyen skole;Bodø;67.2803239;14.4093963
Brønnøysund barneskole;Brønnøy;65.484279;12.222487
Hilstad Barne-Og ungdomsskole;Brønnøy;65.409529;12.54483
Eidet skole;Bø;68.73484;14.596156
Steine skole;Bø;68.6178734;14.4621788
Straume skole;Bø;68.688083;14.47901
Dønna barne- og ungdomsskole;Dønna;66.107939;12.490327
Løkta oppvekstsenter avd skole;Dønna;66.1492091;12.7284506
Nord-Dønna montessoriskole;Dønna;66.175489;12.544201
Evenes skole;Evenes - Evenášši;68.4830049;16.8883717
Sulitjelma skole;Fauske - Fuossko;67.134484;16.069571
Valnesfjord skole;Fauske - Fuossko;67.295143;15.177556
Vestmyra skole;Fauske - Fuossko;67.2643815;15.3770206
Flakstad barne- og ungdomsskole;Flakstad;68.0918472;13.2295923
Vikten skole;Flakstad;68.138748;13.312834
Inndyr skole avd skole;Gildeskål;67.03615529999999;14.0351118
Nygårdsjøen oppvekstsenter avd skole;Gildeskål;67.1017773;14.3057446
Sandhornøy skole;Gildeskål;67.1360206;14.0788274
Sørarnøy skole og barnehage avd skole;Gildeskål;67.1415195;13.9703605
Grane barne- og ungdomsskole;Grane;65.5344215;13.4001263
Drag skole;Hábmer - Hamarøy;68.040368;16.08117
Hamarøy montessoriskole;Hábmer - Hamarøy;68.0233458;15.3490422
Innhavet oppvekstsenter avd skole;Hábmer - Hamarøy;67.9633381;15.9319406
Oppeid skole;Hábmer - Hamarøy;68.083115;15.6237288
Innlandet skole;Hadsel;68.557258;15.217526
Melbu skole;Hadsel;68.503361;14.803934
Sandnes skole;Hadsel;68.584484;14.909814
Stokmarknes skole;Hadsel;68.5664881;14.9067493
Bleikvassli skole;Hemnes;65.916347;13.807486
Finneidfjord skole;Hemnes;66.185903;13.791702
Hemnes sentralskole;Hemnes;66.225854;13.607253
Korgen sentralskole;Hemnes;66.077643;13.808271
Herøy skole;Herøy (Nordland);65.97647;12.275334
Leirfjord barne- og ungdomsskole;Leirfjord;66.065339;12.938717
Konsvik oppvekstsenter avd skole;Lurøy;66.49904;13.09218
Kvarøy oppvekstsenter skole;Lurøy;66.4858551;12.9605545
Lovund skole;Lurøy;66.3665553;12.3577187
Onøy Lurøy oppvekstsenter avd skole;Lurøy;66.3983066;12.8683511
Sleneset oppvekstsenter skole;Lurøy;66.3635288;12.5942675
Lødingen skole;Lødingen;68.4091271;15.9757767
Vestbygd skole;Lødingen;68.347844;15.508176
Bolga oppvekstsenter avd skole;Meløy;66.8023606;13.205873
Enga skole;Meløy;66.7843739;13.5319175
Glomfjord skole;Meløy;66.8177981;13.9584396
Halsa skole;Meløy;66.742114;13.578547
Meløy oppvekstsenter avd skole;Meløy;66.8233041;13.4107259
Neverdal Enspire skole AS;Meløy;66.83453159999999;13.7758067
Spildra skole;Meløy;66.8633455;13.7266786
Sørvågen skole;Moskenes;67.889407;13.016659
Ankenes skole;Narvik;68.417451;17.383271
Ballangen skole;Narvik;68.3391075;16.825597
Beisfjord barneskole;Narvik;68.3773915;17.6030129
Bjerkvik skole;Narvik;68.552259;17.553636
Frydenlund skole;Narvik;68.4412587;17.4152958
Håkvik barneskole;Narvik;68.4039596;17.3097678
Kjøpsvik skole;Narvik;68.0994642;16.3864997
Narvik montessoriskole;Narvik;68.412662;17.439285
Skistua barneskole;Narvik;68.4350025;17.4415526
Skjomen skole;Narvik;68.246395;17.412057
Nesna skole avd Nesna;Nesna;66.198574;13.0228596
Båsmo barneskole;Rana - Raane;66.33534259999999;14.1090756
Dalsgrenda montessoriskole SA;Rana - Raane;66.2487556;13.9944585
Frikult grunnskole AS;Rana - Raane;66.3378225;14.0921857
Gruben barneskole;Rana - Raane;66.3196748;14.1957036
Grønfjelldal montessoriskole SA;Rana - Raane;66.3451535;14.7090605
Hauknes skole;Rana - Raane;66.2855001;14.0542641
Lyngheim skole;Rana - Raane;66.3198692;14.158431
Selfors barneskole;Rana - Raane;66.3260453;14.1810297
Skonseng skole;Rana - Raane;66.3578818;14.3448663
Storforshei barne- og ungdomsskole;Rana - Raane;66.403802;14.5278825
Utskarpen barne- og ungdomsskole;Rana - Raane;66.2929552;13.5636178
Ytteren skole;Rana - Raane;66.348233;14.1288177
Jektvik skole;Rødøy;66.6247423;13.2908386
Rødøy skole;Rødøy;66.6614026;13.0760148
Tjongsfjord skole;Rødøy;66.6980997;13.4192097
Øresvik skole;Rødøy;66.462173;13.225498
Røst barne- og ungdomsskole;Røst;67.517863;12.1154871
Rognan barneskole;Saltdal;67.0972862;15.3915577
Røkland skole grunnskolen;Saltdal;66.991539;15.328002
Holmstad skole;Sortland - Suortá;68.719936;15.153773
Jennestad montessoriskole;Sortland - Suortá;68.750572;15.302273
Lamarka skole;Sortland - Suortá;68.685256;15.3884082
Maurnes skole;Sortland - Suortá;68.7536666;15.4699294
Sigerfjord skole;Sortland - Suortá;68.646686;15.507666
Sortland barneskole;Sortland - Suortá;68.6965901;15.404514
Strand skole;Sortland - Suortá;68.697788;15.4518
Laskestad skole;Steigen;67.926681;15.020935
Steigenskolen Leines;Steigen;67.735888;14.81105
Steigenskolen Leinesfjord;Steigen;67.7770618;15.0163165
Steigenskolen Nordfold;Steigen;67.762179;15.223982
Vik skole;Sømna;65.313092;12.1685992
Røsvik oppvekstsenter skole;Sørfold - Fuolldá;67.4780018;15.4616644
Straumen skole;Sørfold - Fuolldá;67.344047;15.5931639
Husøy skole;Senja;69.5439037;17.6597625
Elsfjord montessoriskole SA;Vefsn;66.10317119999999;13.5437815
Granmoen skole;Vefsn;65.977084;13.215423
Kulstad skole;Vefsn;65.8664742;13.1998603
Mosjøen skole;Vefsn;65.836467;13.2043304
Olderskog skole;Vefsn;65.8232269;13.2199852
Vega barne- og ungdomsskole;Vega;65.675159;11.951084
Ballstad skole;Vestvågøy;68.084381;13.538986
Buksnes skole;Vestvågøy;68.1186061;13.5555038
Bøstad skole;Vestvågøy;68.239284;13.751981
Eltoft montessoriskole AS;Vestvågøy;68.2413835;13.689078
Fygle skole;Vestvågøy;68.145669;13.648834
Leknes skole;Vestvågøy;68.146443;13.619627
Opdøl montessoriskole Barne og ungdomsskole;Vestvågøy;68.186768;13.652838
Svarholt skole;Vestvågøy;68.137549;13.837688
Vevelstad sentralskole;Vevelstad;65.701312;12.440747
Værøy skole;Værøy;67.666406;12.6875706
Gimsøy skole;Vågan;68.32003;14.1996
Kabelvåg skole;Vågan;68.2167969;14.4662476
Laukvik skole;Vågan;68.39038;14.47026
Laupstad skole;Vågan;68.356392;14.741293
Strauman oppvekstsenter;Vågan;68.285827;14.347396
Svolvær skole;Vågan;68.238891;14.5596784
Ørsnes privatskole;Vågan;68.200513;14.395262
Alsvåg skole;Øksnes;68.905345;15.265138
Myre skole;Øksnes;68.9159106;15.0859659
Hattfjelldal oppvekstsenter avd skole;Aarborte - Hattfjelldal;65.5978384;14.000663
Abildsø skole;Oslo;59.8817366;10.8264847
Ammerud skole;Oslo;59.9650676;10.8744148
Bakås skole;Oslo;59.937376;10.9107874
Bekkelaget skole;Oslo;59.8825292;10.7849609
Berg skole;Halden;59.1246674;11.2981091
Bestum skole;Oslo;59.9237086;10.654051
Bjølsen skole;Oslo;59.9397534;10.7574078
Bjørndal skole;Oslo;59.8251415;10.8369881
Bjørnsletta skole;Oslo;59.928654;10.6425735
Bogstad skole;Oslo;59.9609792;10.6362407
Bolteløkka skole;Oslo;59.9276451;10.7349896
Bryn skole;Oslo;59.9144452;10.8230093
Brynseng skole;Oslo;59.9087469;10.8110299
Bygdøy skole;Oslo;59.9056108;10.6771206
Bøler skole;Oslo;59.8838953;10.8491743
Disen skole;Oslo;59.94825;10.7946777
Ekeberg skole;Holmestrand;59.4794293;10.3081745
Ellingsrudåsen skole;Oslo;59.9355404;10.9208346
Fernanda Nissen skole;Oslo;59.946972;10.769624
Furuset skole;Oslo;59.9392824;10.8913777
Gamlebyen skole;Oslo;59.9065777;10.7710763
Godlia skole;Oslo;59.9072803;10.8468375
Grefsen skole;Oslo;59.9546418;10.7740032
Grindbakken skole;Oslo;59.9680628;10.6470207
Grorud skole;Oslo;59.958356;10.88285
Grünerløkka skole;Oslo;59.9263962;10.7620568
Hallagerbakken skole;Oslo;59.8410808;10.7918545
Hans Nielsen Hauge grunnskole Oslo;Oslo;59.9621385;10.6912239
Hasle skole;Oslo;59.9219586;10.7897916
Haugen skole;Oslo;59.9477943;10.9052859
Haugenstua skole;Oslo;59.9538383;10.9202333
Haukåsen skole;Oslo;59.9233745;10.863445
Holmen skole;Oslo;59.953213;10.6753914
Huseby skole;Oslo;59.9457881;10.6535147
Høybråten skole;Oslo;59.9467247;10.9267087
Høyenhall skole;Oslo;59.8991779;10.81295
Ila skole;Trondheim - Tråante;63.4303821;10.3717905
Jeriko skole;Oslo;59.933752;10.8860758
Kampen skole;Stavanger;58.9720155;5.7159438
Karlsrud skole;Oslo;59.8778455;10.8101561
Kastellet skole;Oslo;59.8729364;10.7928275
Kjelsås skole;Oslo;59.9663328;10.7854903
Klemetsrud skole;Oslo;59.8349166;10.844471
Korsvoll skole;Oslo;59.9639436;10.7524614
Kringsjå skole;Oslo;59.9625895;10.7299529
Lakkegata skole;Oslo;59.9206475;10.7685595
Lambertseter skole;Oslo;59.8716392;10.8160687
Lilleaker skole;Oslo;59.923186;10.639382
Lilleborg skole;Oslo;59.9332473;10.7648266
Lindeberg skole;Oslo;59.9314545;10.8801598
Linderud skole;Oslo;59.9405182;10.8341715
Ljabruskolen - steinerskole for Elever Med Spesielle Behov Sti;Oslo;59.8499145;10.8043963
Ljan skole;Oslo;59.8469668;10.7865588
Lusetjern skole;Oslo;59.832486;10.7898316
Lutvann skole;Oslo;59.9248999;10.8701153
Lycee Francais Rene Cassin Doslo;Oslo;59.9171054;10.7175156
Lysejordet skole;Oslo;59.9371666;10.6384289
Lønnebakken skole;Oslo;59.9458532;10.8583003
Løren skole;Oslo;59.9313577;10.8029223
Majorstuen skole;Oslo;59.9290061;10.7132113
Manglerud skole;Oslo;59.8945599;10.823096
Maridalen skole;Oslo;60.004507;10.764003
Marienlyst skole;Oslo;59.934957;10.7229028
Mortensrud skole;Oslo;59.8473923;10.8251317
Munkerud skole;Oslo;59.8585679;10.8116362
Møllergata skole;Oslo;59.9185541;10.7501413
Nedre Bekkelaget skole;Oslo;59.8809596;10.7708405
Nordpolen skole;Oslo;59.9399108;10.7718683
Nordseter skole;Oslo;59.8670285;10.7958636
Nordstrand skole;Oslo;59.8606361;10.7941898
Nordtvet skole;Oslo;59.9515444;10.8723504
Nordvoll skole;Oslo;59.9239294;10.8647258
Norlights International School Oslo AS;Oslo;59.96161579999999;10.6921527
Nyskolen i Oslo grunnskole;Oslo;59.8634086;10.8389793
Nøklevann skole;Oslo;59.8768138;10.8490941
Oppsal skole;Oslo;59.8979404;10.8440061
Oslo kommune Språksenteret;Oslo;59.921994;10.770175
Oslo montessoriskole;Oslo;59.9639147;10.6927522
Prinsdal skole;Oslo;59.8364455;10.8140134
Refstad skole;Oslo;59.9377747;10.8055204
Rommen skole;Oslo;59.9667545;10.9141406
Rosenholm skole;Oslo;59.8289813;10.7854303
Rudolf steinerskolen i Oslo Sti;Oslo;59.9493186;10.6568737
Ruseløkka skole;Oslo;59.9132435;10.7254875
Rustad skole;Oslo;59.8714475;10.8391353
Ryenberget skole;Oslo;59.8988205;10.8022744
Rødtvet skole;Oslo;59.9542716;10.8585402
Sagene skole;Oslo;59.9312174;10.7598896
Seterbråten skole;Oslo;59.8310685;10.8294371
Sinsen skole;Oslo;59.9351483;10.7842314
Skjønnhaug skole;Oslo;59.9288367;10.8768111
Skøyen skole;Oslo;59.9292402;10.6911537
Slemdal skole;Oslo;59.9515517;10.6926458
Smestad skole;Oslo;59.9327026;10.6826142
St Sunniva skole avd Undervisning;Oslo;59.9187763;10.7452095
Steinerskolen på Nordstrand;Oslo;59.861879;10.79017
