EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Espa skole Avd skole;Stange;*;*;*;;
Hoberg skole;Stange;47;48;45;;
Solvin skole;Stange;54;54;52;;
Stange skole;Stange;50;48;47;;
Steinerskolen på Hedemarken avd grunnskolen Ottestad;Stange;38;40;38;;
Tangen skole;Stange;49;52;52;;
Vallset skole;Stange;46;45;45;;
Åsbygda skole;Stange;*;*;*;;
Koppang skole;Stor-Elvdal;*;*;*;;
Fryal skole;Søndre Land;*;*;*;;
Land montessoriskole;Søndre Land;*;*;*;;
Odnes skole;Søndre Land;*;45;47;;
Bagn skule;Sør-Aurdal;*;*;*;;
Hedalen barne- og ungdomsskole;Sør-Aurdal;*;*;*;;
Midtbygda og Harpefoss skule;Sør-Fron;48;47;48;;
Glommasvingen skole;Sør-Odal;53;48;48;;
Tolga skole;Tolga;*;*;*;;
Vingelen skole;Tolga;*;*;*;;
Innbygda skole;Trysil;44;42;41;;
Jordet skole;Trysil;47;46;50;;
Trysil montessoriskole SA;Trysil;*;*;*;;
Vestre Trysil skole;Trysil;*;*;*;;
Fåset skole og barnehage avd skole;Tynset;*;*;*;;
Kvikne skole;Tynset;*;*;*;;
Tylldalen skole;Tynset;*;*;*;;
Tynset barneskole;Tynset;50;50;53;;
Vang barne- og ungdomsskule;Vang;50;44;47;;
Vestre Slidre skule;Vestre Slidre;48;50;56;;
Bøverbru skole;Vestre Toten;54;51;56;;
Korta skole;Vestre Toten;52;54;51;;
Raufoss skole;Vestre Toten;46;45;45;;
Reinsvoll skole;Vestre Toten;50;47;50;;
Thune skole;Vestre Toten;51;55;55;;
Vågåmo skule;Vågå;50;49;49;;
Våler barne- og ungdomsskole;Våler (Innlandet);45;48;47;;
Hoffsvangen skole;Østre Toten;46;44;43;;
Kapp skole;Østre Toten;49;49;52;;
Kolbu skole;Østre Toten;48;45;45;;
Nordli skole;Østre Toten;*;*;*;;
Stange skole;Østre Toten;50;48;52;;
Toten montessoriskole;Østre Toten;*;*;*;;
Totenviken skole;Østre Toten;*;*;*;;
Vilberg skole;Østre Toten;*;*;*;;
Aurvoll skole;Øyer;54;54;51;;
Solvang skole;Øyer;48;46;47;;
Lidar skule;Øystre Slidre;41;43;43;;
Rogne skule;Øystre Slidre;49;48;48;;
Åmot Barne og ungdomsskole;Åmot;*;*;*;;
Åmot montessoriskole SA;Åmot;*;*;*;;
Flisa skole;Åsnes;49;48;46;;
Solør montessoriskole;Åsnes;*;*;*;;
Sønsterud skole;Åsnes;*;*;*;;
Gossen barne- og ungdomsskole avd skole;Aukra;51;46;45;;
Julsundet skole;Aukra;48;47;45;;
Aure barne- og ungdomsskole;Aure;*;*;*;;
Tustna barne- og ungdomsskole;Aure;*;*;*;;
Bodalen friskole;Averøy;*;*;*;;
Bruhagen barneskole;Averøy;*;*;*;;
Kårvåg barneskole;Averøy;*;*;*;;
Eidsdal skule;Fjord;*;*;*;;
Stordal skule;Fjord;*;*;*;;
Valldal skule;Fjord;46;48;49;;
Giske skule;Giske;51;48;47;;
Godøy skule;Giske;46;47;45;;
Valderøy barneskule;Giske;52;49;49;;
Vigra skule;Giske;49;45;44;;
Angvik skule;Gjemnes;*;*;*;;
Batnfjord skule;Gjemnes;*;*;*;;
Torvikbukt skule SA;Gjemnes;*;*;*;;
Brattvåg barneskule;Haram;47;39;43;;
Grytastranda montessoriskule;Haram;*;*;*;;
Haramsøy barne- og ungdomsskule;Haram;*;*;*;;
Hildre montessoriskule SA;Haram;*;*;*;;
Søvik barneskule;Haram;*;*;*;;
Tennfjord barneskule;Haram;53;49;52;;
Vatne barneskule;Haram;*;*;*;;
Bigset skule;Hareid;55;*;50;;
Brandal friskule;Hareid;*;*;*;;
Hareid skule;Hareid;52;46;48;;
Hjørungavåg skule;Hareid;*;*;*;;
Bergsøy skule;Herøy (Møre og Romsdal);49;42;45;;
Einedalen skule;Herøy (Møre og Romsdal);48;44;48;;
Leikanger skule;Herøy (Møre og Romsdal);*;*;*;;
Moltu skule;Herøy (Møre og Romsdal);*;*;*;;
Møre barne- og ungdomsskule;Herøy (Møre og Romsdal);*;*;*;;
Nerlandsøy skule;Herøy (Møre og Romsdal);50;45;51;;
Stokksund barne- og ungdomsskule;Herøy (Møre og Romsdal);*;*;*;;
Bud skule;Hustadvika;*;*;*;;
Eide barneskole;Hustadvika;50;51;51;;
Haukås skole;Hustadvika;48;47;45;;
Hustad skole;Hustadvika;57;54;49;;
Jendem skole;Hustadvika;51;46;49;;
Lyngstad og Vevang skole;Hustadvika;*;*;*;;
Sylte skule;Hustadvika;51;50;51;;
Tornes skule;Hustadvika;50;48;50;;
Allanengen skole;Kristiansund;50;45;47;;
Bjerkelund skole;Kristiansund;49;48;48;;
Dale barneskole;Kristiansund;51;50;51;;
Folkeparken skole;Kristiansund;52;47;46;;
Frei skole;Kristiansund;50;48;45;;
Innlandet skole;Kristiansund;53;47;50;;
Nordlandet barneskole;Kristiansund;56;50;51;;
Rensvik skole;Kristiansund;51;45;51;;
Bolsøya skole;Molde;49;45;*;;
Eidsvåg barne- og ungdomsskole;Molde;51;45;51;;
Eresfjord barne- og ungdomsskule;Molde;*;*;*;;
Kleive oppvekstsenter skole;Molde;*;*;60;;
Kvam skole;Molde;51;52;51;;
Kviltorp skole;Molde;49;45;47;;
Langmyra skole;Molde;52;52;53;;
Midsund skule;Molde;53;46;46;;
Molde friskole;Molde;*;*;*;;
Nordbyen skole;Molde;48;50;53;;
Sellanrå skole;Molde;51;53;50;;
Skjevik barne- og ungdomsskole;Molde;45;40;40;;
Tøndergård skole og ressurssenter;Molde;;;;;
Vågsetra barne- og ungdomsskole;Molde;45;43;43;;
Årølia skole;Molde;49;46;48;;
Innfjorden friskole SA;Rauma;*;*;*;;
Isfjorden skole;Rauma;49;48;50;;
Måndalen barne- og ungdomsskule;Rauma;*;*;*;;
Åfarnes barne- og ungdomsskole;Rauma;*;*;*;;
Åndalsnes barneskole;Rauma;48;48;46;;
Gursken oppvekstsenter avd skule;Sande;*;*;*;;
Kvamsøy barne- og ungdomsskule;Sande;*;*;*;;
Larsnes skule;Sande;*;*;*;;
Smøla barneskole;Smøla;51;44;47;;
Geiranger skule;Stranda;*;*;*;;
Ringstad skule;Stranda;54;49;50;;
Sunnylven skule;Stranda;*;*;*;;
Langevåg skule;Sula;50;47;46;;
Rørstadmarka skule;Sula;54;54;56;;
Solevåg skule;Sula;53;53;52;;
Gjøra oppvekstsenter avd skule;Sunndal;*;*;*;;
Løykja skole;Sunndal;*;*;*;;
Sande skole;Sunndal;50;46;41;;
Tredal skole;Sunndal;51;49;52;;
Ålvundfjord skule;Sunndal;53;48;52;;
Bøfjorden og Bæverfjord oppvekstsenter avd Bæverfjord skule;Surnadal;*;*;*;;
Mo oppvekstsenter avd skule;Surnadal;*;*;*;;
Surnadal barne- og ungdomsskule;Surnadal;51;48;50;;
Todalen og Stangvik oppvekstsenter;Surnadal;*;*;*;;
Aure barneskule;Sykkylven;*;*;*;;
Hundeidvik privatskule AS;Sykkylven;*;*;*;;
Sørestranda skule;Sykkylven;*;*;*;;
Velledalen montessoriskule AS;Sykkylven;*;*;*;;
Meisingset oppvekstsenter avd skole;Tingvoll;*;*;*;;
Straumsnes barne- og ungdomsskole;Tingvoll;42;46;44;;
Tingvoll barne- og ungdomsskole;Tingvoll;*;*;*;;
Haddal skule;Ulstein;*;*;*;;
Hasund skule;Ulstein;*;49;48;;
Ulstein skule;Ulstein;55;*;*;;
Ulsteinvik barneskule;Ulstein;50;50;50;;
Fiskå skule;Vanylven;*;*;*;;
Myklebust skule;Vanylven;*;*;*;;
Åheim skule;Vanylven;*;*;*;;
Fiksdal friskule SA;Vestnes;*;*;*;;
Helland barneskule;Vestnes;49;47;45;;
Tomrefjord skule;Vestnes;45;43;43;;
Tresfjord Enspire skule;Vestnes;*;*;*;;
Vike montessoriskule SA;Vestnes;*;*;*;;
Bratteberg skule;Volda;49;48;52;;
Dalsfjord skule;Volda;*;*;*;;
Folkestad skule;Volda;*;*;*;;
Hornindal skule;Volda;53;47;52;;
Mork skule;Volda;46;42;44;;
Ulvestad barneskule AS;Volda;*;*;*;;
Øyra skule;Volda;51;50;50;;
Dalane skule;Ørsta;*;*;*;;
Hovden skule;Ørsta;56;49;54;;
Sæbø skule;Ørsta;*;*;*;;
Vartdal skule;Ørsta;*;*;*;;
Velle skule;Ørsta;48;47;47;;
Åmås friskule;Ørsta;*;*;*;;
Aspøy skole;Ålesund;48;43;45;;
Blindheim barneskole;Ålesund;51;50;51;;
Ellingsøy barne- og ungdomsskole;Ålesund;48;48;49;;
Emblem skule;Ålesund;51;49;51;;
Flisnes skole;Ålesund;52;51;55;;
Harøy skule;Ålesund;53;45;45;;
Hatlane skole;Ålesund;53;55;58;;
Hessa skole;Ålesund;52;49;50;;
Larsgården skole;Ålesund;58;57;54;;
Lerstad barneskole;Ålesund;54;52;52;;
Møre barne- og ungdomsskule Skodje AS;Ålesund;*;*;*;;
Skodje barne- og ungdomsskole avd barneskole;Ålesund;47;46;48;;
Spjelkavik barneskole;Ålesund;53;48;49;;
Steinerskolen Ålesund;Ålesund;*;*;*;;
Stette friskule SA;Ålesund;51;51;55;;
Stiftelsen Møre barne- og Ungdomsskule, Ålesund;Ålesund;*;*;*;;
Stokke og Vik skole;Ålesund;47;46;48;;
Valle skule;Ålesund;50;45;50;;
Volsdalen skole;Ålesund;48;46;47;;
Ørskog skule;Ålesund;52;49;48;;
Aalesund International School Sti;Ålesund;62;46;51;;
Åse skole;Ålesund;48;50;51;;
Bjarnetjønna skole;Alstahaug;48;45;44;;
Søvik oppvekstsenter avd skole;Alstahaug;*;*;*;;
Tjøtta oppvekstsenter avd skole;Alstahaug;*;*;*;;
Andenes skole;Andøy;*;*;*;;
Bleik og Omegn Montessori Skolelag;Andøy;*;*;*;;
Risøyhamn skole;Andøy;*;*;*;;
Åse montessoriskole;Andøy;*;*;*;;
Beiarn barne- og ungdomsskole;Beiarn;*;*;*;;
Bindalseidet skole SA;Bindal;*;*;*;;
Terråk skole;Bindal;*;*;*;;
Alberthaugen skole;Bodø;*;*;;;
Alstad barneskole;Bodø;53;52;51;;
Aspåsen skole;Bodø;49;49;46;;
Bodøsjøen skole;Bodø;50;48;48;;
Grønnåsen skole;Bodø;50;48;49;;
Hunstad barneskole;Bodø;50;47;47;;
Kjerringøy oppvekstsenter avd skole;Bodø;*;*;*;;
Løpsmark skole;Bodø;52;47;48;;
Misvær oppvekstsenter avd skole;Bodø;*;*;*;;
Mørkvedbukta skole;Bodø;53;50;50;;
Mørkvedmarka skole;Bodø;46;45;47;;
Rønvik skole;Bodø;48;45;47;;
Saltstraumen skole;Bodø;*;*;*;;
Saltvern skole;Bodø;50;48;47;;
Skaug oppvekstsenter avd skole;Bodø;51;52;54;;
Skjerstad oppvekstsenter avd skole;Bodø;*;*;*;;
Skolen i Væran avd skole;Bodø;*;*;*;;
St Eysteins skole;Bodø;*;*;*;;
Tverlandet skole;Bodø;49;49;49;;
Østbyen skole;Bodø;53;46;47;;
Brønnøysund barneskole;Brønnøy;*;*;*;;
Hilstad Barne-Og ungdomsskole;Brønnøy;*;*;*;;
Eidet skole;Bø;*;*;*;;
Steine skole;Bø;*;*;*;;
Straume skole;Bø;*;*;*;;
Dønna barne- og ungdomsskole;Dønna;*;*;*;;
Løkta oppvekstsenter avd skole;Dønna;*;*;*;;
Nord-Dønna montessoriskole;Dønna;*;*;*;;
Evenes skole;Evenes - Evenášši;*;*;*;;
Sulitjelma skole;Fauske - Fuossko;*;*;*;;
Valnesfjord skole;Fauske - Fuossko;*;*;52;;
Vestmyra skole;Fauske - Fuossko;*;*;*;;
Flakstad barne- og ungdomsskole;Flakstad;*;*;*;;
Vikten skole;Flakstad;*;*;*;;
Inndyr skole avd skole;Gildeskål;48;47;45;;
Nygårdsjøen oppvekstsenter avd skole;Gildeskål;*;*;*;;
Sandhornøy skole;Gildeskål;*;*;*;;
Grane barne- og ungdomsskole;Grane;*;*;*;;
Drag skole;Hábmer - Hamarøy;*;*;*;;
Innhavet oppvekstsenter avd skole;Hábmer - Hamarøy;*;*;*;;
Oppeid skole;Hábmer - Hamarøy;48;45;46;;
Innlandet skole;Hadsel;*;*;*;;
Melbu skole;Hadsel;52;46;48;;
Sandnes skole;Hadsel;*;*;*;;
Stokmarknes skole;Hadsel;48;45;47;;
Bleikvassli skole;Hemnes;*;*;*;;
Finneidfjord skole;Hemnes;*;*;*;;
Hemnes sentralskole;Hemnes;*;*;*;;
Korgen sentralskole;Hemnes;46;45;45;;
Herøy skole;Herøy (Nordland);50;49;54;;
Leirfjord barne- og ungdomsskole;Leirfjord;48;46;48;;
Konsvik oppvekstsenter avd skole;Lurøy;*;*;*;;
Kvarøy oppvekstsenter skole;Lurøy;*;*;*;;
Lovund skole;Lurøy;*;*;*;;
Onøy Lurøy oppvekstsenter avd skole;Lurøy;*;*;*;;
Sleneset oppvekstsenter skole;Lurøy;*;*;*;;
Lødingen skole;Lødingen;42;39;38;;
Enga skole;Meløy;51;45;50;;
Glomfjord skole;Meløy;47;45;44;;
Halsa skole;Meløy;*;*;*;;
Meløy oppvekstsenter avd skole;Meløy;*;*;*;;
Neverdal Enspire skole AS;Meløy;55;49;50;;
Spildra skole;Meløy;54;51;49;;
Sørvågen skole;Moskenes;*;*;*;;
Ankenes skole;Narvik;54;53;54;;
Ballangen skole;Narvik;40;40;39;;
Beisfjord barneskole;Narvik;46;*;45;;
Bjerkvik skole;Narvik;*;45;*;;
Frydenlund skole;Narvik;54;48;49;;
Håkvik barneskole;Narvik;50;51;47;;
Kjøpsvik skole;Narvik;*;*;*;;
Narvik montessoriskole;Narvik;*;*;*;;
Skistua barneskole;Narvik;54;54;53;;
Nesna skole avd Nesna;Nesna;51;52;51;;
Båsmo barneskole;Rana - Raane;50;51;50;;
Frikult grunnskole AS;Rana - Raane;*;*;*;;
Gruben barneskole;Rana - Raane;51;51;52;;
Grønfjelldal montessoriskole SA;Rana - Raane;*;*;*;;
Hauknes skole;Rana - Raane;54;48;54;;
Lyngheim skole;Rana - Raane;50;50;55;;
Selfors barneskole;Rana - Raane;51;49;51;;
Skonseng skole;Rana - Raane;51;50;49;;
Storforshei barne- og ungdomsskole;Rana - Raane;*;*;*;;
Utskarpen barne- og ungdomsskole;Rana - Raane;*;*;*;;
Ytteren skole;Rana - Raane;47;46;47;;
Jektvik skole;Rødøy;*;*;*;;
Nesøy skole;Rødøy;*;*;*;;
Rødøy skole;Rødøy;*;*;*;;
Tjongsfjord skole;Rødøy;*;*;*;;
Røst barne- og ungdomsskole;Røst;*;*;*;;
Rognan barneskole;Saltdal;46;45;45;;
Røkland skole grunnskolen;Saltdal;43;43;43;;
Holmstad skole;Sortland - Suortá;*;*;*;;
Jennestad montessoriskole;Sortland - Suortá;*;*;*;;
Lamarka skole;Sortland - Suortá;52;49;47;;
Maurnes skole;Sortland - Suortá;*;*;*;;
Sigerfjord skole;Sortland - Suortá;45;40;46;;
Sortland barneskole;Sortland - Suortá;54;52;58;;
Strand skole;Sortland - Suortá;47;43;47;;
Laskestad skole;Steigen;*;*;*;;
Steigenskolen Leines;Steigen;*;*;*;;
Steigenskolen Leinesfjord;Steigen;*;*;*;;
Vik skole;Sømna;49;47;45;;
Nordsia oppvekstsenter skole;Sørfold - Fuolldá;*;*;*;;
Røsvik oppvekstsenter skole;Sørfold - Fuolldá;*;*;*;;
Straumen skole;Sørfold - Fuolldá;47;41;41;;
Husøy skole;Træna;;;;;
Elsfjord montessoriskole SA;Vefsn;*;*;*;;
Granmoen skole;Vefsn;*;*;*;;
Kulstad skole;Vefsn;48;49;47;;
Mosjøen skole;Vefsn;*;*;*;;
Olderskog skole;Vefsn;48;45;47;;
Vega barne- og ungdomsskole;Vega;50;47;47;;
Ballstad skole;Vestvågøy;48;48;49;;
Buksnes skole;Vestvågøy;48;46;48;;
Bøstad skole;Vestvågøy;44;42;48;;
Eltoft montessoriskole AS;Vestvågøy;*;*;*;;
Fygle skole;Vestvågøy;52;51;51;;
Leknes skole;Vestvågøy;54;52;52;;
Opdøl montessoriskole Barne og ungdomsskole;Vestvågøy;*;*;*;;
Svarholt skole;Vestvågøy;48;47;47;;
Vevelstad sentralskole;Vevelstad;*;*;*;;
Værøy skole;Værøy;*;*;*;;
Digermulen skole;Vågan;*;*;*;;
Gimsøy skole;Vågan;*;*;*;;
Kabelvåg skole;Vågan;46;48;45;;
Laukvik skole;Vågan;*;*;*;;
Laupstad skole;Vågan;*;*;*;;
Skrova skole;Vågan;*;*;*;;
Strauman oppvekstsenter;Vågan;*;*;*;;
Svolvær skole;Vågan;49;52;52;;
Ørsnes privatskole;Vågan;*;*;*;;
Alsvåg skole;Øksnes;46;46;47;;
Myre skole;Øksnes;51;50;46;;
Hattfjelldal oppvekstsenter avd skole;Aarborte - Hattfjelldal;49;48;52;;
Abildsø skole;Oslo;50;54;52;;
Ammerud skole;Oslo;49;50;50;;
Bakås skole;Oslo;50;50;47;;
Bekkelaget skole;Oslo;52;55;53;;
Berg skole;Oslo;54;56;57;;
Bestum skole;Oslo;56;58;56;;
Bjølsen skole;Oslo;52;52;52;;
Bjørndal skole;Oslo;54;52;51;;
Bjørnsletta skole;Oslo;54;53;55;;
Bogstad skole;Oslo;53;57;59;;
Bolteløkka skole;Oslo;54;54;51;;
Bryn skole;Oslo;49;44;45;;
Brynseng skole;Oslo;50;51;52;;
Bygdøy skole;Oslo;54;56;54;;
Bøler skole;Oslo;51;52;52;;
Den Tysk-Norske skolen i Oslo Avd grunnskole Sporveisgata;Oslo;;56;57;;
Disen skole;Oslo;54;58;56;;
Ekeberg skole;Oslo;54;55;54;;
Ellingsrudåsen skole;Oslo;51;46;47;;
Fernanda Nissen skole;Oslo;50;49;50;;
Furuset skole;Oslo;55;47;49;;
Gamlebyen skole;Oslo;52;48;49;;
Godlia skole;Oslo;54;53;53;;
Grefsen skole;Oslo;52;56;56;;
Grindbakken skole;Oslo;54;56;55;;
Grorud skole;Oslo;49;44;43;;
Grünerløkka skole;Oslo;49;50;48;;
Hallagerbakken skole;Oslo;52;48;52;;
Hans Nielsen Hauge grunnskole Oslo;Oslo;;*;*;;
Hasle skole;Oslo;52;53;52;;
Haugen skole;Oslo;50;46;44;;
Haugenstua skole;Oslo;48;43;43;;
Haukåsen skole;Oslo;;;;;
Holmen skole;Oslo;53;56;56;;
Huseby skole;Oslo;57;59;59;;
Høybråten skole;Oslo;51;53;50;;
Høyenhall skole;Oslo;48;52;50;;
Ila skole;Oslo;54;54;53;;
Jeriko skole;Oslo;53;52;52;;
Kampen skole;Oslo;51;49;49;;
Karlsrud skole;Oslo;54;55;55;;
Kastellet skole;Oslo;54;53;55;;
Kjelsås skole;Oslo;52;57;55;;
Klemetsrud skole;Oslo;52;48;46;;
Korsvoll skole;Oslo;50;56;57;;
Kringsjå skole;Oslo;48;53;54;;
Lakkegata skole;Oslo;56;53;52;;
Lambertseter skole;Oslo;47;47;46;;
Lilleaker skole;Oslo;53;54;58;;
Lilleborg skole;Oslo;51;56;53;;
Lindeberg skole;Oslo;52;44;48;;
Linderud skole;Oslo;50;45;47;;
Ljabruskolen - steinerskole for Elever Med Spesielle Behov Sti;Oslo;;;;;
Ljan skole;Oslo;52;54;55;;
Lusetjern skole;Oslo;48;46;43;;
Lutvann skole;Oslo;51;44;45;;
Lycee Francais Rene Cassin Doslo;Oslo;57;50;53;;
Lysejordet skole;Oslo;52;54;54;;
Lønnebakken skole;Oslo;*;*;*;;
Løren skole;Oslo;52;50;48;;
Majorstuen skole;Oslo;54;50;51;;
Manglerud skole;Oslo;52;51;50;;
Maridalen skole;Oslo;50;53;59;;
Marienlyst skole;Oslo;53;55;54;;
Mortensrud skole;Oslo;53;45;45;;
Munkerud skole;Oslo;51;55;55;;
Møllergata skole;Oslo;51;48;51;;
Nedre Bekkelaget skole;Oslo;53;52;56;;
Nordpolen skole;Oslo;50;56;53;;
Nordseter skole;Oslo;51;55;55;;
Nordstrand skole;Oslo;54;58;56;;
Nordtvet skole;Oslo;52;44;47;;
Nordvoll skole;Oslo;;;;;
Norlights International School Oslo AS;Oslo;59;46;46;;
Nyskolen i Oslo grunnskole;Oslo;*;48;46;;
Nøklevann skole;Oslo;53;50;51;;
Oppsal skole;Oslo;51;50;51;;
Oslo kommune Språksenteret;Oslo;*;;;;
Oslo montessoriskole;Oslo;51;51;55;;
Prinsdal skole;Oslo;54;49;51;;
Refstad skole;Oslo;52;52;50;;
Rommen skole;Oslo;55;48;48;;
Rosenholm skole;Oslo;53;45;47;;
Rudolf steinerskolen i Oslo Sti;Oslo;40;47;47;;
Ruseløkka skole;Oslo;52;49;48;;
Rustad skole;Oslo;51;51;50;;
Ryenberget skole;Oslo;47;43;45;;
Rødtvet skole;Oslo;47;48;47;;
Sagene skole;Oslo;49;48;49;;
Seterbråten skole;Oslo;50;45;44;;
Sinsen skole;Oslo;56;52;57;;
Skjønnhaug skole;Oslo;55;54;49;;
Skøyen skole;Oslo;51;55;56;;
Slemdal skole;Oslo;54;54;55;;
Smestad skole;Oslo;56;56;57;;
St Sunniva skole avd Undervisning;Oslo;52;51;49;;
Steinerskolen på Nordstrand;Oslo;43;52;50;;
Stenbråten skole;Oslo;53;49;48;;
Stiftelsen montessoriskolen Lyse;Oslo;55;55;54;;
Stovner skole;Oslo;56;50;51;;
Svendstuen skole;Oslo;50;52;55;;
Sørkedalen skole;Oslo;*;*;*;;
Teglverket skole;Oslo;51;49;48;;
Tiurleiken skole;Oslo;51;48;47;;
Tonsenhagen skole;Oslo;50;53;53;;
Toppåsen skole;Oslo;53;52;52;;
Trasop skole;Oslo;55;57;54;;
Trosterud skole;Oslo;51;47;48;;
Tveita skole;Oslo;54;50;48;;
Tøyen skole;Oslo;50;47;46;;
Tåsen skole;Oslo;52;56;54;;
Ullevål skole;Oslo;53;57;52;;
Ullevålsveien skole;Oslo;;;;;
Uranienborg skole;Oslo;54;50;52;;
Vahl skole;Oslo;49;43;44;;
Veitvet skole;Oslo;47;45;44;;
Vestli skole;Oslo;51;43;47;;
Vetland skole grunnskole;Oslo;;*;;;
Vinderen skole;Oslo;53;54;54;;
Voksen skole;Oslo;54;55;57;;
Vollebekk skole;Oslo;54;54;53;;
Vålerenga skole;Oslo;51;54;50;;
Østensjø skole;Oslo;52;54;53;;
Østmarka skole;Oslo;*;*;*;;
Årvoll skole;Oslo;52;53;52;;
Bjerkreim skule;Bjerkreim;48;52;53;;
Vikeså skule;Bjerkreim;49;46;49;;
Bokn skule;Bokn;*;*;*;;
Eigerøy skole;Eigersund;49;50;50;;
Grøne Bråden skole;Eigersund;51;51;51;;
Helleland skole;Eigersund;*;*;*;;
Hellvik skole;Eigersund;53;*;55;;
Husabø skole;Eigersund;54;53;49;;
Rundevoll skole;Eigersund;*;48;*;;
Samfundets skole Egersund;Eigersund;*;*;*;;
Bærland skole;Gjesdal;53;*;53;;
Dirdal skole;Gjesdal;46;50;*;;
Kongstun Kristne friskole;Gjesdal;*;*;*;;
Oltedal skole;Gjesdal;*;*;*;;
Solås skole;Gjesdal;51;49;49;;
Ålgård skole;Gjesdal;*;46;52;;
Austrheim skole;Haugesund;50;49;49;;
Brakahaug skole;Haugesund;54;48;48;;
Gard skole;Haugesund;50;49;50;;
Hauge skole;Haugesund;*;*;*;;
Lillesund skole;Haugesund;51;49;50;;
Rossabø skole;Haugesund;54;50;50;;
Saltveit skole;Haugesund;*;*;*;;
Skåredalen skole;Haugesund;56;51;52;;
Solvang skole;Haugesund;52;47;46;;
Steinerskolen i Haugesund;Haugesund;41;46;43;;
Fister skule;Hjelmeland;50;55;51;;
Hjelmeland skule;Hjelmeland;53;52;56;;
Årdal skule;Hjelmeland;47;50;49;;
Bø skule;Hå;51;46;48;;
Høyland skule;Hå;49;46;49;;
Motland skule;Hå;51;48;53;;
Ogna skule;Hå;44;45;47;;
Varhaug skule;Hå;54;48;50;;
Vigrestad storskule;Hå;49;49;50;;
Avaldsnes skole;Karmøy;52;48;51;;
Grindhaug skole;Karmøy;51;44;46;;
Haugesund International School Sti;Karmøy;57;49;*;;
Håvik skole;Karmøy;51;46;39;;
Kolnes skole;Karmøy;57;54;51;;
Kopervik skole;Karmøy;54;49;49;;
Kvalavåg montessoriskole AS;Karmøy;*;*;*;;
Mykje skole;Karmøy;54;55;54;;
Norheim skole;Karmøy;51;47;47;;
Sevland skole;Karmøy;51;44;49;;
Skudeneshavn skole;Karmøy;48;46;45;;
Stangaland skole;Karmøy;52;49;52;;
Sørhåland barneskole AS;Karmøy;*;*;46;;
Torvastad skole og kultursenter;Karmøy;50;47;51;;
Veavågen skole;Karmøy;49;47;51;;
Ådland skole;Karmøy;47;48;50;;
Åkra skole;Karmøy;50;43;55;;
Bore skule;Klepp;50;46;48;;
Engelsvoll skule;Klepp;51;48;53;;
Kleppe skule;Klepp;49;45;49;;
Kleppelunden skule;Klepp;47;46;47;;
Orre skule;Klepp;52;47;48;;
Orstad skule;Klepp;50;47;51;;
Tu skule;Klepp;47;45;50;;
Kvitsøy skole;Kvitsøy;*;*;*;;
Heskestad skule;Lund;*;*;*;;
Kiellands Minde skole;Lund;*;*;*;;
Nygård barneskole;Lund;48;44;49;;
Goa skole;Randaberg;57;51;51;;
Grødem skole;Randaberg;54;49;49;;
Harestad skole;Randaberg;48;49;50;;
Aspervika skole;Sandnes;53;48;45;;
Austrått skole;Sandnes;51;49;50;;
Bogafjell skole;Sandnes;52;48;50;;
Buggeland skole;Sandnes;50;49;51;;
Figgjo skole;Sandnes;54;50;52;;
Forsand skule;Sandnes;*;*;*;;
Forus friskole - Bus;Sandnes;*;*;51;;
Ganddal skole;Sandnes;49;48;49;;
Hana skole;Sandnes;49;44;44;;
Hommersåk skole;Sandnes;51;51;53;;
Høle barne- og ungdomsskule;Sandnes;*;*;*;;
Iglemyr skole;Sandnes;48;47;47;;
Kleivane skole;Sandnes;52;50;49;;
Kyrkjevollen skole;Sandnes;52;47;50;;
Lura skole;Sandnes;51;44;46;;
Malmheim skole;Sandnes;48;48;*;;
Maudland skole;Sandnes;46;43;44;;
Porsholen skole;Sandnes;56;52;53;;
Sandnes friskole AS;Sandnes;53;45;46;;
Sandnes International School AS;Sandnes;*;*;*;;
Sandved skole;Sandnes;50;48;50;;
Smeaheia skole;Sandnes;53;51;50;;
Stangeland skole;Sandnes;54;51;53;;
Sviland skule;Sandnes;52;52;53;;
Sørbø skole;Sandnes;58;56;56;;
Trones skole;Sandnes;50;45;46;;
Vatneli skole;Sandnes;*;*;*;;
Austarheim skule;Sauda;50;49;49;;
Fløgstad skule;Sauda;58;53;50;;
Risvoll skule;Sauda;54;49;54;;
Sokndal skole;Sokndal;53;52;51;;
Dysjaland skule;Sola;50;44;48;;
Grannes skole;Sola;52;50;51;;
Haga skole;Sola;52;51;52;;
Håland skole;Sola;48;48;47;;
Røyneberg skole;Sola;49;45;52;;
Sande skole;Sola;49;47;48;;
Skadberg skole;Sola;53;47;51;;
Sola skole;Sola;50;52;56;;
Storevarden skole;Sola;53;51;54;;
Auglend skole;Stavanger;52;49;49;;
Biss Gausel Sti;Stavanger;59;42;48;;
Biss Sentrum AS;Stavanger;59;45;42;;
Buøy skole;Stavanger;54;48;50;;
Byfjord skole;Stavanger;57;54;53;;
Eiganes skole;Stavanger;51;49;48;;
Finnøy skule;Stavanger;46;46;45;;
Fogn oppvekstsenter Avdeling skule;Stavanger;*;*;*;;
Gausel skole;Stavanger;54;49;51;;
Godeset skole;Stavanger;52;48;49;;
Hafrsfjord skole;Stavanger;50;52;55;;
Hundvåg skole;Stavanger;54;51;50;;
Johannes læringssenter Flerspråklige Barn;Stavanger;*;;;;
Jåtten skole;Stavanger;49;49;52;;
