EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Byremo barneskule;Lyngdal;53;51;57;;
Konsmo skole;Lyngdal;*;*;*;;
Kvås skole;Lyngdal;*;*;*;;
Stiftelsen Lyngdal Kristne grunnskole;Lyngdal;47;46;47;;
Å barneskole;Lyngdal;51;53;54;;
Årnes skole;Lyngdal;49;46;46;;
Hope oppvekstsenter Avdeling skole;Risør;*;*;*;;
Risør barneskole;Risør;*;*;52;;
Søndeled skole;Risør;*;*;*;;
Sinnes skule;Sirdal;*;*;*;;
Tonstad skule;Sirdal;*;*;*;;
Tvedestrand barneskole;Tvedestrand;49;50;49;;
Valle skule;Valle;*;*;*;;
Vegårshei skule;Vegårshei;51;49;52;;
Eikeland oppvekstsenter Avdeling skole;Vennesla;*;*;*;;
Kvarstein skole;Vennesla;*;*;*;;
Moseidmoen skole;Vennesla;49;46;48;;
Oasen skole Vennesla AS;Vennesla;*;*;*;;
Skarpengland skole;Vennesla;49;48;46;;
Vennesla skole;Vennesla;48;46;46;;
Åmli skule;Åmli;48;50;46;;
Åseral barne- og ungdomsskule;Åseral;48;46;43;;
Arnestad skole;Asker;51;53;49;;
Billingstad skole;Asker;52;52;57;;
Blakstad skole;Asker;56;53;52;;
Bondi skole;Asker;50;52;52;;
Brusetkollen skole og ressurssenter;Asker;;;;;
Drengsrud skole;Asker;48;53;53;;
Folkestad skole;Asker;50;50;50;;
Frydenlund skole;Asker;47;45;45;;
Hagaløkka skole;Asker;52;47;48;;
Heggedal skole;Asker;50;48;50;;
Hofstad skole;Asker;52;53;53;;
Hvalstad skole;Asker;54;52;57;;
Hyggen skole;Asker;53;53;54;;
Jansløkka skole;Asker;49;52;52;;
Mellom-Nes skole;Asker;53;55;54;;
Midtbygda skole;Asker;48;47;46;;
Nesøya skole;Asker;50;49;50;;
Nærsnes skole;Asker;52;50;47;;
Rønningen skole;Asker;51;51;48;;
Slemmestad barneskole;Asker;50;47;48;;
Solberg skole;Asker;47;50;50;;
Spikkestad skole;Asker;49;47;47;;
Steinerskolen i Asker skole;Asker;44;44;41;;
Steinerskolen i Hurum Sti;Asker;41;43;40;;
Stiftelsen Asker International School;Asker;65;51;59;;
Stiftelsen Vollen montessoriskole;Asker;54;52;49;;
Sydskogen skole;Asker;53;48;50;;
Sætre skole;Asker;45;51;49;;
Tofte skole;Asker;45;39;45;;
Torvbråten skole;Asker;50;51;50;;
Vardåsen skole;Asker;49;49;51;;
Vettre skole;Asker;54;56;56;;
Aurskog-Høland kommune - Aursmoen skole;Aurskog-Høland;48;47;48;;
Aurskog-Høland kommune - Bjørkelangen skole;Aurskog-Høland;52;52;48;;
Aurskog-Høland kommune - Bråte skole;Aurskog-Høland;50;47;48;;
Aurskog-Høland kommune - Haneborg skole;Aurskog-Høland;*;*;*;;
Aurskog-Høland kommune - Løken skole;Aurskog-Høland;53;49;49;;
Aurskog-Høland kommune - Rømskog skole;Aurskog-Høland;51;54;59;;
Aurskog-Høland kommune - Setskog oppvekstsenter - skole;Aurskog-Høland;*;*;*;;
Anna Krefting skole;Bærum;47;48;47;;
Bekkestua barneskole;Bærum;55;56;54;;
Blommenholm skole;Bærum;51;52;54;;
Bryn og Hammerbakken skole Bryn skole;Bærum;48;48;48;;
Eikeli skole;Bærum;49;54;54;;
Eiksmarka skole;Bærum;55;56;56;;
Emma Hjorth skole;Bærum;55;50;51;;
Evje skole;Bærum;54;51;48;;
Grav skole;Bærum;52;52;53;;
Gullhaug skole;Bærum;51;51;49;;
Haslum skole;Bærum;51;54;51;;
Hosle skole;Bærum;48;52;51;;
Høvik skole;Bærum;53;50;52;;
Høvik Verk skole;Bærum;53;50;53;;
Jar skole;Bærum;52;56;56;;
Jong skole;Bærum;52;54;51;;
Levre skole;Bærum;53;53;51;;
Lommedalen skole;Bærum;52;55;54;;
Lysaker skole;Bærum;54;57;56;;
Løkeberg skole;Bærum;51;53;54;;
Oksenøya skole;Bærum;51;52;54;;
Oslo International School;Bærum;62;52;61;;
Rykkinn skole;Bærum;49;49;46;;
Skui skole;Bærum;54;51;50;;
Snarøya skole;Bærum;51;51;52;;
Stabekk skole;Bærum;52;53;54;;
Steinerskolen i Bærum Grunnskoleundervisning;Bærum;45;48;45;;
Stiftelsen Bærum montessoriskole;Bærum;54;52;54;;
Storøya skole;Bærum;54;54;52;;
Tanum skole;Bærum;52;49;50;;
Bønsmoen skole;Eidsvoll;53;49;50;;
Dal skole;Eidsvoll;51;49;47;;
Eidsvoll Verk skole;Eidsvoll;*;53;*;;
Feiring skole;Eidsvoll;*;*;*;;
Langset skole;Eidsvoll;53;*;48;;
Råholt skole;Eidsvoll;53;49;50;;
Steinerskolen på Eidsvoll;Eidsvoll;*;*;*;;
Vilberg skole;Eidsvoll;53;51;49;;
Ås skole;Eidsvoll;54;54;51;;
Kirkebygden barne- og ungdomsskole;Enebakk;55;55;61;;
Stranden skole;Enebakk;53;47;45;;
Ytre Enebakk skole;Enebakk;51;48;47;;
Dal skole;Frogn;*;44;39;;
Drøbak Montessori barneskole AS;Frogn;50;54;54;;
Drøbak skole;Frogn;52;50;50;;
Dyrløkkeåsen skole;Frogn;*;49;48;;
Heer skole;Frogn;54;53;53;;
Sogsti skole;Frogn;51;52;49;;
Gjerdrum barneskole;Gjerdrum;50;44;46;;
Veståsen skole;Gjerdrum;49;47;47;;
Hurdal skole og kultursenter avd skole;Hurdal;*;*;*;;
Hurdal steinerskole;Hurdal;*;*;*;;
Bergerbakken skole;Jevnaker;46;45;45;;
Toso skole;Jevnaker;45;43;44;;
Asak skole;Lillestrøm;50;44;47;;
Blaker skole;Lillestrøm;53;48;50;;
Brånås skole;Lillestrøm;49;49;50;;
Dalen skole;Lillestrøm;56;49;47;;
Frogner skole;Lillestrøm;52;49;50;;
Frydenlund skole og ressurssenter;Lillestrøm;;;;;
Garderåsen skole;Lillestrøm;47;49;50;;
Gjellerås skole;Lillestrøm;49;44;45;;
Hovinhøgda skole;Lillestrøm;51;48;47;;
Kjeller skole;Lillestrøm;50;50;49;;
Oks friskole Sti;Lillestrøm;*;*;*;;
Riddersand skole;Lillestrøm;51;47;47;;
Romerike steinerskole AS;Lillestrøm;*;*;*;;
Sagdalen skole;Lillestrøm;52;47;49;;
Skjetten skole;Lillestrøm;51;46;47;;
Sten-Tærud skole;Lillestrøm;51;49;48;;
Sørum skole;Lillestrøm;50;45;50;;
Sørumsand skole;Lillestrøm;53;51;50;;
Vesterskaun skole;Lillestrøm;52;51;54;;
Vigernes skole;Lillestrøm;53;49;49;;
Volla skole;Lillestrøm;52;52;53;;
Åsenhagen skole;Lillestrøm;52;49;51;;
Grua skole;Lunner;55;50;52;;
Harestua skole;Lunner;50;51;51;;
Lunner barneskole;Lunner;48;44;45;;
Benterud skole;Lørenskog;52;48;49;;
Finstad skole;Lørenskog;51;50;48;;
Fjellhamar skole;Lørenskog;52;49;49;;
Kurland skole;Lørenskog;49;52;49;;
Luhr skole;Lørenskog;52;47;47;;
Lørenskog friskole;Lørenskog;52;46;46;;
Rasta skole;Lørenskog;50;49;49;;
Rudolf steinerskolen Lørenskog Sti;Lørenskog;42;44;44;;
Solheim skole;Lørenskog;52;50;49;;
Åsen skole;Lørenskog;51;45;45;;
Eltonåsen skole;Nannestad;51;50;46;;
Kringler-Slattum skole;Nannestad;52;48;47;;
Maura skole;Nannestad;54;51;51;;
Preståsen skole;Nannestad;52;49;47;;
Auli skole;Nes;49;46;45;;
Fenstad skole;Nes;49;47;49;;
Fjellfoten skole;Nes;54;48;51;;
Framtun skole;Nes;53;50;55;;
Hoppensprett Akademiet Brårud AS;Nes;*;*;*;;
Neskollen skole;Nes;54;51;50;;
Romerike International School Sti;Nes;*;*;*;;
Skogbygda skole;Nes;52;48;51;;
Østgård skole;Nes;52;52;53;;
Årnes skole;Nes;55;52;52;;
Berger skole;Nesodden;49;49;49;;
Bjørnemyr skole;Nesodden;51;*;48;;
Fjellstrand skole;Nesodden;*;50;*;;
Jaer skole;Nesodden;*;*;*;;
Myklerud skole;Nesodden;52;51;52;;
Nesoddtangen skole;Nesodden;51;51;51;;
Rudolf steinerskolen stiftelsen avd Undervisning;Nesodden;42;46;40;;
Elvetangen skole;Nittedal;54;53;52;;
Holumskogen skole;Nittedal;53;52;50;;
Rotnes skole;Nittedal;55;53;52;;
Slattum skole;Nittedal;54;51;48;;
Sørli skole;Nittedal;52;53;53;;
Ulverud skole;Nittedal;51;49;49;;
Bøleråsen skole;Nordre Follo;53;52;50;;
Finstad skole;Nordre Follo;48;48;51;;
Follo barne- og ungdomsskole;Nordre Follo;;;;;
Forsterket Skoletilbud Avd Hebekk;Nordre Follo;;;;;
Forsterket Skoletilbud Avd Sofiemyråsen;Nordre Follo;;;;;
Greverud skole;Nordre Follo;53;54;52;;
Hebekk skole;Nordre Follo;56;55;55;;
Kolbotn skole;Nordre Follo;54;52;53;;
Kråkstad skole;Nordre Follo;51;51;50;;
Langhus skole;Nordre Follo;52;48;49;;
Siggerud skole;Nordre Follo;49;45;45;;
Ski skole;Nordre Follo;51;51;50;;
Sofiemyr skole Holbergsvei;Nordre Follo;46;49;45;;
Tårnåsen skole;Nordre Follo;52;51;49;;
Vassbonn skole;Nordre Follo;51;52;51;;
Vevelstadåsen skole;Nordre Follo;52;50;48;;
Østli skole;Nordre Follo;53;52;52;;
Blystadlia skole;Rælingen;50;45;44;;
Fjerdingby skole og Ressursavdeling;Rælingen;51;47;48;;
Løvenstad skole;Rælingen;52;50;51;;
Nordby skole;Rælingen;55;52;50;;
Rud skole;Rælingen;53;53;52;;
Smestad skole;Rælingen;55;53;50;;
Algarheim skole;Ullensaker;50;47;47;;
Bakke skole;Ullensaker;54;48;51;;
Borgen skole;Ullensaker;52;50;51;;
Døli skole;Ullensaker;51;48;47;;
Gystadmarka skole;Ullensaker;53;48;48;;
Hovin skole;Ullensaker;51;45;47;;
Jessheim skole og ressurssenter;Ullensaker;48;44;42;;
Mogreina skole;Ullensaker;54;47;50;;
Nordkisa skole;Ullensaker;51;45;49;;
Skogmo skole;Ullensaker;52;51;49;;
Åreppen skole;Ullensaker;54;51;51;;
Bjørlien skole;Vestby;51;52;51;;
Brevik skole;Vestby;52;51;53;;
Hølen skole;Vestby;51;48;52;;
Son skole;Vestby;51;52;50;;
Vestby skole;Vestby;52;48;48;;
Brønnerud skole;Ås;52;51;52;;
Nordby skole;Ås;56;53;51;;
Rustad skole;Ås;52;50;48;;
Sjøskogen skole;Ås;49;*;50;;
Solberg skole;Ås;*;49;*;;
Steinerskolen i Ås;Ås;*;*;*;;
Åsgård skole;Ås;*;*;*;;
Akademiet realfagsskole Drammen AS;Drammen;*;*;*;;
Aronsløkka skole;Drammen;50;47;46;;
Bragernes skole;Drammen;52;52;50;;
Brandengen skole;Drammen;51;46;46;;
Danvik skole;Drammen;50;47;49;;
Fjell skole;Drammen;53;45;46;;
Gulskogen skole;Drammen;55;48;51;;
Hallermoen skole;Drammen;52;51;52;;
Konnerud skole;Drammen;53;51;50;;
Krokstad skole;Drammen;48;46;48;;
Mjøndalen skole;Drammen;51;49;49;;
Norlights montessoriskole Drammen AS;Drammen;*;*;*;;
Rosendal skole;Drammen;47;47;48;;
Rødskog skole;Drammen;48;46;46;;
Skoger skole;Drammen;52;48;45;;
Solberg skole;Drammen;51;49;49;;
Steinberg skole;Drammen;48;47;48;;
Stenseth skole;Drammen;50;47;49;;
Tangen skole;Drammen;50;44;51;;
Tømmerås skole;Drammen;49;46;46;;
Vestbygda skole;Drammen;52;49;51;;
Øren skole;Drammen;50;48;49;;
Åsen skole;Drammen;49;50;49;;
Åskollen skole;Drammen;52;52;52;;
Åssiden skole;Drammen;51;48;47;;
Flesberg skole;Flesberg;52;52;50;;
Flå skole;Flå;*;*;44;;
Gol skule;Gol;49;49;47;;
Hemsedal skole;Hemsedal;51;50;54;;
Geilo barne- og ungdomsskole;Hol;*;*;*;;
Hallingskarvet skole;Hol;*;*;*;;
Røyse skole;Hole;*;*;*;;
Sundvollen oppvekstsenter Avdeling skole;Hole;*;50;*;;
Tyrifjord barne- og ungdomsskole;Hole;*;*;*;;
Vik skole;Hole;49;*;50;;
Efteløt skole;Kongsberg;*;*;*;;
Gamlegrendåsen skole;Kongsberg;48;52;50;;
Hvittingfoss barne- og ungdomsskole;Kongsberg;50;48;50;;
Jondalen skole;Kongsberg;*;*;*;;
Kongsberg steinerskole AS;Kongsberg;*;*;*;;
Kongsgårdmoen skole;Kongsberg;51;52;50;;
Madsebakken skole;Kongsberg;51;51;49;;
Raumyr skole;Kongsberg;51;49;48;;
Skavanger skole;Kongsberg;53;50;46;;
Stiftelsen Kongsberg International School;Kongsberg;*;*;*;;
Wennersborg skole;Kongsberg;52;53;50;;
Krødsherad skole;Krødsherad;51;54;52;;
Egge skole;Lier;*;*;*;;
Gullaug skole;Lier;46;49;51;;
Hallingstad skole;Lier;51;48;48;;
Hegg skole;Lier;52;50;46;;
Heia skole;Lier;53;53;50;;
Hennummarka skole;Lier;52;50;47;;
Høvik skole;Lier;49;51;51;;
Nordal skole;Lier;*;*;*;;
Oddevall skole;Lier;54;46;55;;
Sylling skole;Lier;44;49;45;;
Buskerud skole;Modum;44;47;46;;
Enger skole;Modum;53;56;53;;
Stalsberg skole;Modum;50;45;46;;
Sysle skole;Modum;48;46;49;;
Vikersund skole;Modum;48;48;45;;
Nesbyen skole;Nesbyen;51;51;51;;
Rødberg skole;Nore og Uvdal;*;*;*;;
Uvdal skole;Nore og Uvdal;*;*;*;;
Benterud skole;Ringerike;50;47;47;;
Discovery International School AS;Ringerike;*;*;*;;
Hallingby skole;Ringerike;48;46;49;;
Helgerud skole;Ringerike;49;46;47;;
Nes skole;Ringerike;*;*;*;;
Ringerike Montessori AS;Ringerike;*;*;*;;
Ringerike steinerskole Sti;Ringerike;*;*;*;;
Sokna skole;Ringerike;*;*;*;;
Steinsfjorden montessoriskole SA;Ringerike;*;*;*;;
Tyristrand skole;Ringerike;45;45;47;;
Ullerål skole;Ringerike;52;50;52;;
Vang skole;Ringerike;51;52;49;;
Veien skole;Ringerike;52;51;48;;
Veggli skole;Rollag;42;48;41;;
Eggedal skole;Sigdal;50;49;50;;
Nerstad skole;Sigdal;*;*;*;;
Prestfoss skole;Sigdal;*;*;*;;
Darbu barneskole;Øvre Eiker;55;51;54;;
Hokksund barneskole;Øvre Eiker;50;50;50;;
Ormåsen barneskole;Øvre Eiker;50;52;50;;
Røren barneskole;Øvre Eiker;50;48;53;;
Skotselv skole;Øvre Eiker;53;52;53;;
Vestfossen barneskole;Øvre Eiker;55;52;51;;
Nedre-Ål skule;Ål;43;44;43;;
Nordbygdene skule;Ål;*;*;*;;
Torpo skule;Ål;*;*;*;;
Alta Kristne grunnskole SA;Alta;43;52;46;;
Bossekop skole;Alta;55;56;56;;
Elvebakken skole;Alta;54;51;51;;
Gakori skole;Alta;49;47;46;;
Haldde montessoriskole SA;Alta;*;*;*;;
Kaiskuru skole;Alta;47;49;46;;
Komsa skole;Alta;49;47;45;;
Leirbotn skole;Alta;*;*;*;;
Rafsbotn skole;Alta;*;*;*;;
Talvik skole;Alta;*;*;*;;
Tverrelvdalen skole;Alta;46;49;49;;
Øvre Alta skole;Alta;44;45;45;;
Berlevåg skole;Berlevåg;*;*;*;;
Båtsfjord skole;Båtsfjord;50;43;40;;
Boftsa oppvekstsenter Avdeling skole;Deatnu - Tana;*;*;*;;
Deanu Sàmeskuvla;Deatnu - Tana;*;;*;;
Tana montessoriskole AS;Deatnu - Tana;*;*;*;;
Tanabru skole;Deatnu - Tana;*;*;*;;
Mehamn skole;Gamvik;*;*;*;;
Kautokeino skole;Guovdageaidnu - Kautokeino;47;*;44;;
Baksalen skole;Hammerfest - Hámmerfeasta;51;43;43;;
Fjordtun skole;Hammerfest - Hámmerfeasta;52;47;48;;
Fuglenes skole;Hammerfest - Hámmerfeasta;*;*;44;;
Kvalsund skole;Hammerfest - Hámmerfeasta;*;*;*;;
Reindalen skole;Hammerfest - Hámmerfeasta;*;*;*;;
Breivikbotn skole;Hasvik;*;*;*;;
Hasvik skole;Hasvik;*;*;*;;
Sørvær oppvekstsenter Avdeling skole;Hasvik;*;*;*;;
Karasjok grunnskole;Kárášjohka - Karasjok;51;*;45;;
Kjøllefjord skole;Lebesby;*;*;*;;
Lebesby oppvekstsenter Avdeling skole;Lebesby;*;*;*;;
Høgtun skole;Loppa;*;*;*;;
Havøysund skole;Måsøy;*;*;*;;
Honningsvåg skole;Nordkapp;50;47;44;;
Billefjord Sjøsamiske oppvekstsenter Avdeling skole;Porsanger - Porsángu - Porsanki;*;*;*;;
Børselv skole;Porsanger - Porsángu - Porsanki;*;*;*;;
Lakselv barneskole;Porsanger - Porsángu - Porsanki;54;52;51;;
Bugøynes oppvekstsenter avd skole;Sør-Varanger;*;*;*;;
Hesseng flerbrukssenter avd skole;Sør-Varanger;53;51;50;;
Kirkenes skole;Sør-Varanger;50;48;47;;
Pasvik skole;Sør-Varanger;*;*;*;;
Sandnes og Bjørnevatn skole;Sør-Varanger;53;53;52;;
Unjargga Oahppogaldu Nesseby oppvekstsenter avd skole;Unjárga - Nesseby;*;*;*;;
Vadsø barne- og kulturskole avd skole;Vadsø;*;*;*;;
Vadsø kommune Vestre Jakobselv oppvekstsenter avd skole;Vadsø;*;*;*;;
Vardø kommune grunnskole;Vardø;46;37;42;;
Alvdal barneskole;Alvdal;49;50;49;;
Dovre barneskole;Dovre;46;43;45;;
Eidskog montessoriskole SA;Eidskog;*;*;*;;
Magnor skole;Eidskog;*;*;*;;
Skotterud skole;Eidskog;52;50;52;;
Elverum kommune - Ydalir skole;Elverum;54;51;53;;
Frydenlund skole;Elverum;54;49;53;;
Hanstad skole;Elverum;48;45;45;;
Hernes skole;Elverum;56;51;52;;
Lillemoen skole;Elverum;*;*;*;;
Søbakken skole;Elverum;51;50;49;;
Sørskogbygda skole;Elverum;*;*;*;;
Vestad skole;Elverum;47;48;51;;
Engerdal barne- og ungdomsskole;Engerdal;50;49;44;;
Etnedal skule;Etnedal;*;*;*;;
Folldal skole;Folldal;46;51;49;;
Fjerdum skole;Gausdal;49;46;53;;
Follebu skole;Gausdal;52;47;49;;
Forset skole;Gausdal;47;50;50;;
Biri barneskole;Gjøvik;50;48;48;;
Blomhaug skole;Gjøvik;49;46;46;;
Fredheim skole;Gjøvik;52;54;50;;
Gjøvik skole;Gjøvik;53;54;48;;
Grande skole;Gjøvik;50;50;50;;
Kopperud skole;Gjøvik;48;49;50;;
Lundstein skole;Gjøvik;*;*;*;;
Snertingdal skole;Gjøvik;*;*;*;;
Steinerskolen Gjøvik-Toten;Gjøvik;48;48;44;;
Vindingstad skole;Gjøvik;54;57;51;;
Bjoneroa skole;Gran;*;*;*;;
Brandbu barneskole;Gran;52;51;49;;
Fredheim skole;Gran;49;48;52;;
Gran kommune Grymyr oppvekstsenter Skole;Gran;*;*;*;;
Jaren skole;Gran;47;47;52;;
Moen skole;Gran;51;51;49;;
Sanne skole;Gran;55;52;47;;
Trintom skole;Gran;51;46;44;;
Grue barne- og ungdomsskole;Grue;46;45;42;;
Greveløkka skole;Hamar;51;50;49;;
Hamar Montessori skole Sti;Hamar;*;*;*;;
Ingeberg skole;Hamar;*;*;*;;
Lovisenberg skole;Hamar;45;44;47;;
Lunden skole;Hamar;51;49;50;;
Prestrud skole;Hamar;49;52;48;;
Ridabu skole;Hamar;53;48;51;;
Rollsløkken skole;Hamar;56;59;52;;
Solvang skole;Hamar;*;*;*;;
Storhamar skole;Hamar;50;53;52;;
Austmarka barne- og ungdomsskole;Kongsvinger;*;*;*;;
Brandval skole;Kongsvinger;*;*;*;;
Finnskogen montessoriskole Ba;Kongsvinger;*;*;*;;
Kongsvinger montessoriskole SA;Kongsvinger;*;*;*;;
Langeland skole;Kongsvinger;51;49;46;;
Marikollen skole;Kongsvinger;50;47;48;;
Roverud skole;Kongsvinger;52;52;48;;
Vennersberg skole;Kongsvinger;52;47;46;;
Lesja skule;Lesja;*;*;*;;
Lesjaskog skule;Lesja;*;*;*;;
Engesvea barne- og ungdomsskole;Lillehammer;*;;*;;
Hammartun skole;Lillehammer;50;50;48;;
Jørstadmoen skole;Lillehammer;52;52;49;;
Nordre Ål skole;Lillehammer;50;51;49;;
Røyslimoen skole;Lillehammer;48;55;52;;
Stiftelsen Lillehammer steinerskole;Lillehammer;*;42;*;;
Søre Ål barneskole;Lillehammer;50;50;48;;
Vingar skole;Lillehammer;46;47;*;;
Vingrom skole;Lillehammer;50;46;*;;
Loar skule;Lom;43;47;49;;
Hedemarken friskole;Løten;50;50;45;;
Jønsrud skole;Løten;*;*;*;;
Lund skole;Løten;*;*;45;;
Østvang skole;Løten;46;44;*;;
Ådalsbruk skole;Løten;45;39;47;;
Nord-Aurdal barneskole;Nord-Aurdal;*;*;*;;
Valdres montessoriskule SA;Nord-Aurdal;*;*;*;;
Barhaug skole;Nord-Fron;46;47;44;;
Kvam skole;Nord-Fron;*;*;*;;
Skåbu oppvekstsenter avd skole;Nord-Fron;*;*;*;;
Sødorp skole;Nord-Fron;*;*;*;;
Mo barne- og ungdomsskole;Nord-Odal;55;51;55;;
Sand sentralskole;Nord-Odal;50;46;51;;
Nordre Land kommune 0-24 Torpa barne- og ungdomsskole;Nordre Land;53;48;49;;
Nordre Land kommune Dokka barne- og ungdomsskole;Nordre Land;46;44;44;;
Os skole;Os;51;47;46;;
Berger skole;Rendalen;*;*;*;;
Fagertun skole;Rendalen;*;*;*;;
Fåvang skole;Ringebu;*;*;*;;
Ringebu skole;Ringebu;50;50;48;;
Venabygd montessoriskole;Ringebu;*;*;*;;
Brøttum barne- og ungdomsskole;Ringsaker;46;47;47;;
Fagerlund skole;Ringsaker;52;52;49;;
Gaupen skole;Ringsaker;50;48;52;;
Hempa skole;Ringsaker;52;47;44;;
Kirkekretsen skole;Ringsaker;52;52;51;;
Kirkenær skole;Ringsaker;47;48;51;;
Kylstad skole;Ringsaker;48;44;43;;
Lismarka skole;Ringsaker;*;*;*;;
Moelv skole;Ringsaker;48;44;47;;
Mørkved skole;Ringsaker;54;52;51;;
Nes barneskole;Ringsaker;56;52;57;;
Stavsberg skole;Ringsaker;47;50;51;;
Åsen skole;Ringsaker;*;*;*;;
Heidal skule;Sel;47;42;43;;
Otta skole;Sel;50;47;46;;
Skjåk barne- og ungdomsskule;Skjåk;49;47;51;;
Arstad skole;Stange;49;52;51;;
Breidablikk skole;Stange;*;*;*;;
