EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Hedalen barne- og ungdomsskole;Sør-Aurdal;54;52;55;;
Harpefoss skule;Sør-Fron;*;*;*;;
Midtbygda og Harpefoss skule;Sør-Fron;*;*;*;;
Glommasvingen skole;Sør-Odal;49;48;47;;
Tolga skole;Tolga;*;*;*;;
Vingelen skole;Tolga;*;*;*;;
Innbygda skole;Trysil;53;54;54;;
Jordet skole;Trysil;*;*;*;;
Trysil montessoriskole SA;Trysil;;*;*;;
Vestre Trysil skole;Trysil;*;*;*;;
Fåset skole og barnehage avd skole;Tynset;*;*;*;;
Kvikne skole;Tynset;*;*;*;;
Tylldalen skole;Tynset;*;*;*;;
Tynset barneskole;Tynset;50;55;50;;
Vang barne- og ungdomsskule;Vang;53;49;49;;
Vestre Slidre skule;Vestre Slidre;51;48;50;;
Bøverbru skole;Vestre Toten;50;54;60;;
Korta skole;Vestre Toten;47;44;43;;
Raufoss skole;Vestre Toten;46;44;45;;
Reinsvoll skole;Vestre Toten;50;48;47;;
Thune skole;Vestre Toten;43;50;51;;
Vågåmo skule;Vågå;46;45;44;;
Våler barne- og ungdomsskole;Våler (Innlandet);46;49;49;;
Hoffsvangen skole;Østre Toten;48;44;48;;
Kapp skole;Østre Toten;44;48;46;;
Kolbu skole;Østre Toten;44;43;44;;
Nordli skole;Østre Toten;*;*;*;;
Stange skole;Østre Toten;47;48;43;;
Toten montessoriskole;Østre Toten;;;;;
Totenviken skole;Østre Toten;42;45;43;;
Vilberg skole;Østre Toten;*;*;*;;
Aurvoll skole;Øyer;56;52;50;;
Solvang skole;Øyer;47;46;48;;
Lidar skule;Øystre Slidre;47;48;49;;
Rogne skule;Øystre Slidre;42;49;52;;
Osen oppvekstsenter Avdeling skole;Åmot;*;*;*;;
Åmot Barne og ungdomsskole;Åmot;*;*;*;;
Åmot montessoriskole SA;Åmot;*;*;*;;
Flisa skole;Åsnes;46;51;*;;
Jara skole;Åsnes;53;54;51;;
Solør montessoriskole;Åsnes;*;*;*;;
Sønsterud skole;Åsnes;*;*;55;;
Gossen barne- og ungdomsskole avd skole;Aukra;52;44;45;;
Julsundet skole;Aukra;53;51;49;;
Aure barne- og ungdomsskole;Aure;*;*;*;;
Tustna barne- og ungdomsskole;Aure;*;*;*;;
Bodalen friskole;Averøy;*;*;*;;
Bruhagen barneskole;Averøy;*;*;*;;
Kårvåg barneskole;Averøy;*;*;*;;
Eidsdal skule;Fjord;*;*;*;;
Stordal skule;Fjord;*;*;*;;
Valldal skule;Fjord;*;*;48;;
Giske skule;Giske;47;*;48;;
Godøy skule;Giske;49;*;48;;
Valderøy barneskule;Giske;47;47;49;;
Vigra skule;Giske;45;43;43;;
Angvik skule;Gjemnes;*;*;*;;
Batnfjord skule;Gjemnes;*;*;*;;
Torvikbukt skule SA;Gjemnes;48;49;53;;
Bigset skule;Hareid;*;*;*;;
Brandal friskule;Hareid;*;*;*;;
Hareid skule;Hareid;51;48;48;;
Hjørungavåg skule;Hareid;45;45;46;;
Bergsøy skule;Herøy (Møre og Romsdal);50;47;50;;
Einedalen skule;Herøy (Møre og Romsdal);52;46;42;;
Leikanger skule;Herøy (Møre og Romsdal);*;*;*;;
Moltu skule;Herøy (Møre og Romsdal);*;*;*;;
Møre barne- og ungdomsskule;Herøy (Møre og Romsdal);*;46;43;;
Nerlandsøy skule;Herøy (Møre og Romsdal);44;49;47;;
Stokksund barne- og ungdomsskule;Herøy (Møre og Romsdal);*;*;*;;
Bud skule;Hustadvika;47;43;51;;
Eide barneskole;Hustadvika;51;48;48;;
Haukås skole;Hustadvika;52;49;51;;
Hustad skole;Hustadvika;52;50;50;;
Jendem skole;Hustadvika;49;47;51;;
Lyngstad og Vevang skole;Hustadvika;53;48;53;;
Sylte skule;Hustadvika;51;52;52;;
Tornes skule;Hustadvika;49;48;54;;
Allanengen skole;Kristiansund;52;46;45;;
Bjerkelund skole;Kristiansund;51;46;48;;
Dale barneskole;Kristiansund;48;45;44;;
Folkeparken skole;Kristiansund;53;47;55;;
Frei skole;Kristiansund;52;53;51;;
Innlandet skole;Kristiansund;58;57;56;;
Nordlandet barneskole;Kristiansund;48;45;47;;
Rensvik skole;Kristiansund;50;47;50;;
Bolsøya skole;Molde;*;*;*;;
Eidsvåg barne- og ungdomsskole;Molde;46;44;46;;
Eresfjord barne- og ungdomsskule;Molde;*;*;*;;
Kleive oppvekstsenter skole;Molde;*;*;*;;
Kvam skole;Molde;50;57;55;;
Kviltorp skole;Molde;49;50;53;;
Langmyra skole;Molde;52;53;51;;
Midsund skule;Molde;52;49;52;;
Molde friskole;Molde;*;*;*;;
Nordbyen skole;Molde;50;51;52;;
Sekken oppvekstsenter skole;Molde;*;*;*;;
Sellanrå skole;Molde;54;53;57;;
Skjevik barne- og ungdomsskole;Molde;46;41;43;;
Tøndergård skole og ressurssenter;Molde;;;*;;
Vistdal oppvekstsenter skole;Molde;*;*;*;;
Vågsetra barne- og ungdomsskole;Molde;47;46;46;;
Årølia skole;Molde;46;46;48;;
Innfjorden friskole SA;Rauma;*;*;*;;
Isfjorden skole;Rauma;50;51;59;;
Måndalen barne- og ungdomsskule;Rauma;*;*;*;;
Åfarnes barne- og ungdomsskole;Rauma;*;*;*;;
Åndalsnes barneskole;Rauma;47;51;49;;
Gursken oppvekstsenter avd skule;Sande;*;*;*;;
Kvamsøy barne- og ungdomsskule;Sande;*;*;*;;
Larsnes skule;Sande;47;46;48;;
Smøla barneskole;Smøla;48;*;*;;
Geiranger skule;Stranda;*;*;*;;
Ringstad skule;Stranda;54;49;53;;
Sunnylven skule;Stranda;*;*;*;;
Langevåg skule;Sula;52;47;50;;
Rørstadmarka skule;Sula;50;45;49;;
Solevåg skule;Sula;50;48;50;;
Gjøra oppvekstsenter avd skule;Sunndal;*;*;*;;
Løykja skole;Sunndal;*;*;*;;
Sande skole;Sunndal;47;46;44;;
Tredal skole;Sunndal;54;50;53;;
Ålvundfjord skule;Sunndal;53;56;55;;
Bøfjorden og Bæverfjord oppvekstsenter avd Bæverfjord skule;Surnadal;*;*;*;;
Mo oppvekstsenter avd skule;Surnadal;*;*;*;;
Surnadal barne- og ungdomsskule;Surnadal;44;46;51;;
Todalen og Stangvik oppvekstsenter;Surnadal;46;40;42;;
Aure barneskule;Sykkylven;49;45;49;;
Hundeidvik privatskule AS;Sykkylven;*;*;*;;
Sørestranda skule;Sykkylven;44;45;40;;
Velledalen montessoriskule AS;Sykkylven;*;*;*;;
Meisingset oppvekstsenter avd skole;Tingvoll;*;*;*;;
Straumsnes barne- og ungdomsskole;Tingvoll;*;*;*;;
Tingvoll barne- og ungdomsskole;Tingvoll;44;50;44;;
Haddal skule;Ulstein;*;*;*;;
Hasund skule;Ulstein;*;*;*;;
Ulstein skule;Ulstein;49;52;58;;
Ulsteinvik barneskule;Ulstein;50;50;50;;
Fiskå skule;Vanylven;*;*;*;;
Myklebust skule;Vanylven;*;*;*;;
Åheim skule;Vanylven;51;47;56;;
Fiksdal friskule SA;Vestnes;*;*;*;;
Helland barneskule;Vestnes;53;46;51;;
Tomrefjord skule;Vestnes;49;46;51;;
Tresfjord Enspire skule;Vestnes;*;*;*;;
Vike montessoriskule SA;Vestnes;*;*;*;;
Bratteberg skule;Volda;51;49;52;;
Dalsfjord skule;Volda;*;*;*;;
Folkestad skule;Volda;*;*;*;;
Hornindal skule;Volda;47;53;57;;
Mork skule;Volda;*;*;*;;
Ulvestad barneskule AS;Volda;*;*;*;;
Øyra skule;Volda;48;47;48;;
Dalane skule;Ørsta;*;*;*;;
Hovden skule;Ørsta;*;*;*;;
Sæbø skule;Ørsta;44;46;48;;
Vartdal skule;Ørsta;51;46;*;;
Velle skule;Ørsta;51;49;50;;
Vikemarka skule;Ørsta;53;53;58;;
Åmås friskule;Ørsta;45;48;48;;
Ålesund;Ålesund (2020 - 2023);50;49;49;;
Aspøy skole;Ålesund (2020 - 2023);49;43;40;;
Blindheim barneskole;Ålesund (2020 - 2023);48;49;48;;
Brattvåg barneskule;Ålesund (2020 - 2023);47;42;43;;
Ellingsøy barne- og ungdomsskole;Ålesund (2020 - 2023);49;49;49;;
Emblem skule;Ålesund (2020 - 2023);44;45;47;;
Flem skule;Ålesund (2020 - 2023);*;*;*;;
Flisnes skole;Ålesund (2020 - 2023);50;53;56;;
Grytastranda montessoriskule;Ålesund (2020 - 2023);*;*;*;;
Haramsøy barne- og ungdomsskule;Ålesund (2020 - 2023);*;*;*;;
Harøy skule;Ålesund (2020 - 2023);*;*;*;;
Hatlane skole;Ålesund (2020 - 2023);47;50;51;;
Hessa skole;Ålesund (2020 - 2023);53;51;53;;
Hildre montessoriskule SA;Ålesund (2020 - 2023);*;*;*;;
Larsgården skole;Ålesund (2020 - 2023);56;53;56;;
Lerstad barneskole;Ålesund (2020 - 2023);51;44;47;;
Møre barne- og ungdomsskule Skodje AS;Ålesund (2020 - 2023);*;*;*;;
Skodje barne- og ungdomsskole avd barneskole;Ålesund (2020 - 2023);49;46;47;;
Spjelkavik barneskole;Ålesund (2020 - 2023);51;49;46;;
Steinerskolen Ålesund;Ålesund (2020 - 2023);*;*;*;;
Stette friskule SA;Ålesund (2020 - 2023);*;*;*;;
Stiftelsen Møre barne- og Ungdomsskule, Ålesund;Ålesund (2020 - 2023);*;*;*;;
Stokke og Vik skole;Ålesund (2020 - 2023);46;46;48;;
Søvik barneskule;Ålesund (2020 - 2023);50;47;47;;
Tennfjord barneskule;Ålesund (2020 - 2023);49;51;50;;
Valle skule;Ålesund (2020 - 2023);50;51;51;;
Vatne barneskule;Ålesund (2020 - 2023);47;42;43;;
Volsdalen skole;Ålesund (2020 - 2023);50;47;50;;
Ørskog skule;Ålesund (2020 - 2023);50;46;48;;
Aalesund International School Sti;Ålesund (2020 - 2023);*;*;*;;
Åse skole;Ålesund (2020 - 2023);53;50;52;;
Bjarnetjønna skole;Alstahaug;46;47;45;;
Søvik oppvekstsenter avd skole;Alstahaug;*;*;*;;
Tjøtta oppvekstsenter avd skole;Alstahaug;*;*;*;;
Andenes skole;Andøy;*;*;*;;
Bleik og Omegn Montessori Skolelag;Andøy;*;*;*;;
Risøyhamn skole;Andøy;*;*;*;;
Åse montessoriskole;Andøy;*;*;*;;
Beiarn barne- og ungdomsskole;Beiarn;51;50;52;;
Bindalseidet skole SA;Bindal;*;*;*;;
Terråk skole;Bindal;*;*;*;;
Alstad barneskole;Bodø;51;51;51;;
Aspåsen skole;Bodø;52;49;49;;
Bodøsjøen skole;Bodø;48;48;50;;
Grønnåsen skole;Bodø;48;46;49;;
Hunstad barneskole;Bodø;49;48;50;;
Kjerringøy oppvekstsenter avd skole;Bodø;*;*;*;;
Løpsmark skole;Bodø;48;48;46;;
Misvær oppvekstsenter avd skole;Bodø;*;*;*;;
Mørkvedbukta skole;Bodø;51;52;52;;
Mørkvedmarka skole;Bodø;48;47;47;;
Rønvik skole;Bodø;51;50;52;;
Saltstraumen skole;Bodø;42;44;39;;
Saltvern skole;Bodø;51;52;51;;
Skaug oppvekstsenter avd skole;Bodø;49;42;45;;
Skolen i Væran avd skole;Bodø;*;*;*;;
St Eysteins skole;Bodø;50;43;45;;
Tverlandet skole;Bodø;50;50;48;;
Østbyen skole;Bodø;49;47;46;;
Brønnøysund barneskole;Brønnøy;51;51;47;;
Brønnøysund ungdomsskole;Brønnøy;47;43;44;;
Hilstad Barne-Og ungdomsskole;Brønnøy;49;55;50;;
Nordhus skole;Brønnøy;50;52;48;;
Eidet skole;Bø;*;*;*;;
Steine skole;Bø;*;*;*;;
Straume skole;Bø;*;*;*;;
Dønna barne- og ungdomsskole;Dønna;*;*;*;;
Nord-Dønna montessoriskole;Dønna;*;*;*;;
Evenes skole;Evenes - Evenášši;*;*;*;;
Sulitjelma skole;Fauske - Fuossko;*;*;*;;
Valnesfjord skole;Fauske - Fuossko;*;*;*;;
Vestmyra skole;Fauske - Fuossko;*;*;*;;
Flakstad barne- og ungdomsskole;Flakstad;*;*;*;;
Vikten skole;Flakstad;*;*;*;;
Inndyr skole avd skole;Gildeskål;*;*;*;;
Nygårdsjøen oppvekstsenter avd skole;Gildeskål;*;*;*;;
Sandhornøy skole;Gildeskål;*;*;*;;
Sørarnøy skole og barnehage avd skole;Gildeskål;*;*;*;;
Grane barne- og ungdomsskole;Grane;44;42;41;;
Drag skole;Hábmer - Hamarøy;*;*;*;;
Hamarøy montessoriskole;Hábmer - Hamarøy;*;*;*;;
Innhavet oppvekstsenter avd skole;Hábmer - Hamarøy;*;*;*;;
Oppeid skole;Hábmer - Hamarøy;50;51;47;;
Innlandet skole;Hadsel;;;;;
Melbu skole;Hadsel;52;49;45;;
Sandnes skole;Hadsel;*;*;*;;
Stokmarknes skole;Hadsel;49;50;49;;
Strønstad skole;Hadsel;*;*;*;;
Bleikvassli skole;Hemnes;*;*;*;;
Finneidfjord skole;Hemnes;*;*;*;;
Hemnes sentralskole;Hemnes;53;47;42;;
Korgen sentralskole;Hemnes;47;42;48;;
Herøy skole;Herøy (Nordland);50;51;51;;
Leirfjord barne- og ungdomsskole;Leirfjord;50;48;51;;
Konsvik oppvekstsenter avd skole;Lurøy;*;*;*;;
Kvarøy oppvekstsenter skole;Lurøy;*;*;*;;
Lovund skole;Lurøy;*;*;*;;
Onøy Lurøy oppvekstsenter avd skole;Lurøy;*;*;*;;
Sleneset oppvekstsenter skole;Lurøy;*;*;*;;
Lødingen skole;Lødingen;47;41;47;;
Enga skole;Meløy;*;*;*;;
Glomfjord skole;Meløy;*;*;49;;
Halsa skole;Meløy;53;51;49;;
Meløy oppvekstsenter avd skole;Meløy;*;*;*;;
Neverdal Enspire skole AS;Meløy;*;*;*;;
Spildra skole;Meløy;56;51;58;;
Sørvågen skole;Moskenes;*;*;*;;
Ankenes skole;Narvik;52;51;54;;
Ballangen skole;Narvik;43;47;47;;
Beisfjord barneskole;Narvik;42;42;42;;
Bjerkvik skole;Narvik;44;46;45;;
Frydenlund skole;Narvik;50;49;47;;
Håkvik barneskole;Narvik;47;55;56;;
Kjøpsvik skole;Narvik;*;*;*;;
Narvik montessoriskole;Narvik;*;*;*;;
Skistua barneskole;Narvik;50;51;48;;
Skjomen skole;Narvik;*;*;*;;
Nesna skole avd Nesna;Nesna;52;49;51;;
Båsmo barneskole;Rana - Raane;54;50;55;;
Dalsgrenda montessoriskole SA;Rana - Raane;*;*;*;;
Gruben barneskole;Rana - Raane;50;49;50;;
Grønfjelldal montessoriskole SA;Rana - Raane;*;*;*;;
Hauknes skole;Rana - Raane;56;52;54;;
Lyngheim skole;Rana - Raane;50;48;48;;
Selfors barneskole;Rana - Raane;51;48;50;;
Skonseng skole;Rana - Raane;46;46;47;;
Storforshei barne- og ungdomsskole;Rana - Raane;*;*;*;;
Utskarpen barne- og ungdomsskole;Rana - Raane;*;*;*;;
Ytteren skole;Rana - Raane;46;47;46;;
Jektvik skole;Rødøy;*;*;*;;
Nesøy skole;Rødøy;*;*;*;;
Rødøy skole;Rødøy;*;*;*;;
Tjongsfjord skole;Rødøy;*;*;*;;
Øresvik skole;Rødøy;*;*;*;;
Røst barne- og ungdomsskole;Røst;*;*;*;;
Rognan barneskole;Saltdal;48;47;46;;
Røkland skole grunnskolen;Saltdal;45;49;50;;
Holmstad skole;Sortland - Suortá;*;*;*;;
Jennestad montessoriskole;Sortland - Suortá;*;*;*;;
Lamarka skole;Sortland - Suortá;49;48;50;;
Maurnes skole;Sortland - Suortá;*;*;*;;
Sigerfjord skole;Sortland - Suortá;49;50;50;;
Sortland barneskole;Sortland - Suortá;47;47;49;;
Strand skole;Sortland - Suortá;49;47;47;;
Laskestad skole;Steigen;*;*;*;;
Steigenskolen Leines;Steigen;*;*;*;;
Steigenskolen Leinesfjord;Steigen;*;*;*;;
