EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Lamarka skole;Sortland - Suortá;49;48;53;;
Maurnes skole;Sortland - Suortá;*;58;55;;
Sigerfjord skole;Sortland - Suortá;50;48;52;;
Sortland barneskole;Sortland - Suortá;47;47;48;;
Strand skole;Sortland - Suortá;47;*;*;;
Laskestad skole;Steigen;*;*;46;;
Steigenskolen Leines;Steigen;*;*;*;;
Steigenskolen Leinesfjord;Steigen;*;*;*;;
Steigenskolen Nordfold;Steigen;*;*;*;;
Vik skole;Sømna;49;51;49;;
Nordsia oppvekstsenter skole;Sørfold - Fuolldá;*;*;*;;
Straumen skole;Sørfold - Fuolldá;*;*;*;;
Husøy skole;Træna;;;;;
Elsfjord montessoriskole SA;Vefsn;*;*;*;;
Granmoen skole;Vefsn;*;*;*;;
Kulstad skole;Vefsn;47;47;48;;
Mosjøen skole;Vefsn;50;46;45;;
Olderskog skole;Vefsn;*;*;*;;
Vega barne- og ungdomsskole;Vega;*;*;*;;
Ballstad skole;Vestvågøy;49;46;47;;
Buksnes skole;Vestvågøy;50;*;46;;
Bøstad skole;Vestvågøy;*;47;*;;
Eltoft montessoriskole AS;Vestvågøy;*;*;*;;
Fygle skole;Vestvågøy;*;*;*;;
Leknes skole;Vestvågøy;49;49;46;;
Opdøl montessoriskole Barne og ungdomsskole;Vestvågøy;*;*;*;;
Svarholt skole;Vestvågøy;48;46;45;;
Vevelstad sentralskole;Vevelstad;*;*;*;;
Værøy skole;Værøy;*;*;*;;
Gimsøy skole;Vågan;*;*;*;;
Henningsvær skole;Vågan;*;*;*;;
Kabelvåg skole;Vågan;52;51;49;;
Laukvik skole;Vågan;*;*;*;;
Laupstad skole;Vågan;*;*;;;
Skrova skole;Vågan;*;*;*;;
Strauman oppvekstsenter;Vågan;*;*;*;;
Svolvær skole;Vågan;49;47;46;;
Ørsnes privatskole;Vågan;*;*;*;;
Alsvåg skole;Øksnes;*;*;*;;
Myre skole;Øksnes;*;*;*;;
Hattfjelldal oppvekstsenter avd skole;Aarborte - Hattfjelldal;*;*;*;;
Susendal oppvekstsenter Avd skole;Aarborte - Hattfjelldal;*;*;*;;
Varntresk oppvekstsenter Avd skole;Aarborte - Hattfjelldal;*;*;*;;
Abildsø skole;Oslo;51;54;52;;
Ammerud skole;Oslo;53;49;52;;
Bakås skole;Oslo;54;55;52;;
Bekkelaget skole;Oslo;55;58;59;;
Berg skole;Oslo;53;57;56;;
Bestum skole;Oslo;53;55;54;;
Bjølsen skole;Oslo;55;54;55;;
Bjørndal skole;Oslo;49;46;49;;
Bjørnsletta skole;Oslo;49;53;52;;
Bogstad skole;Oslo;56;56;58;;
Bolteløkka skole;Oslo;50;51;49;;
Bryn skole;Oslo;49;48;48;;
Brynseng skole;Oslo;57;56;54;;
Bygdøy skole;Oslo;53;54;53;;
Bøler skole;Oslo;53;54;57;;
Den Tysk-Norske skolen i Oslo Avd grunnskole Sporveisgata;Oslo;;57;59;;
Disen skole;Oslo;52;55;56;;
Ekeberg skole;Oslo;53;56;55;;
Ellingsrudåsen skole;Oslo;53;48;46;;
Fernanda Nissen skole;Oslo;56;54;53;;
Furuset skole;Oslo;51;49;50;;
Gamlebyen skole;Oslo;53;51;49;;
Godlia skole;Oslo;55;54;56;;
Grefsen skole;Oslo;49;51;52;;
Grindbakken skole;Oslo;48;53;55;;
Grorud skole;Oslo;49;48;46;;
Grünerløkka skole;Oslo;52;53;50;;
Hallagerbakken skole;Oslo;52;51;52;;
Hasle skole;Oslo;51;55;52;;
Haugen skole;Oslo;52;47;45;;
Haugenstua skole;Oslo;48;44;43;;
Holmen skole;Oslo;53;56;55;;
Huseby skole;Oslo;52;57;55;;
Høybråten skole;Oslo;50;50;50;;
Høyenhall skole;Oslo;50;54;52;;
Ila skole;Oslo;52;53;49;;
Jeriko skole;Oslo;49;51;45;;
Kampen skole;Oslo;50;49;49;;
Karlsrud skole;Oslo;56;54;52;;
Kastellet skole;Oslo;56;55;55;;
Kjelsås skole;Oslo;49;55;52;;
Klemetsrud skole;Oslo;51;48;49;;
Korsvoll skole;Oslo;49;56;54;;
Kringsjå skole;Oslo;55;58;57;;
Lakkegata skole;Oslo;51;48;47;;
Lambertseter skole;Oslo;49;49;46;;
Lilleaker skole;Oslo;52;53;56;;
Lilleborg skole;Oslo;52;56;53;;
Lindeberg skole;Oslo;55;49;51;;
Linderud skole;Oslo;49;45;46;;
Ljabruskolen - steinerskole for Elever Med Spesielle Behov Sti;Oslo;;;;;
Ljan skole;Oslo;53;55;57;;
Lusetjern skole;Oslo;50;47;48;;
Lutvann skole;Oslo;59;55;65;;
Lycee Francais Rene Cassin Doslo;Oslo;55;52;54;;
Lysejordet skole;Oslo;51;52;55;;
Lønnebakken skole;Oslo;*;;;;
Løren skole;Oslo;53;52;52;;
Majorstuen skole;Oslo;52;51;46;;
Manglerud skole;Oslo;54;52;52;;
Maridalen skole;Oslo;44;51;48;;
Marienlyst skole;Oslo;55;57;57;;
Mortensrud skole;Oslo;48;41;40;;
Munkerud skole;Oslo;51;57;56;;
Møllergata skole;Oslo;59;60;59;;
Nedre Bekkelaget skole;Oslo;51;52;52;;
Nordpolen skole;Oslo;49;53;49;;
Nordseter skole;Oslo;51;56;56;;
Nordstrand skole;Oslo;53;58;59;;
Nordtvet skole;Oslo;52;48;47;;
Norlights International School Oslo AS;Oslo;58;44;50;;
Nyskolen i Oslo grunnskole;Oslo;*;*;*;;
Nøklevann skole;Oslo;48;50;50;;
Oppsal skole;Oslo;50;54;52;;
Oslo kommune Språksenteret;Oslo;*;;;;
Oslo montessoriskole;Oslo;52;51;47;;
Prinsdal skole;Oslo;49;46;45;;
Refstad skole;Oslo;50;50;49;;
Rommen skole;Oslo;52;47;44;;
Rosenholm skole;Oslo;54;54;51;;
Rudolf steinerskolen i Oslo Sti;Oslo;39;47;48;;
Ruseløkka skole;Oslo;57;56;55;;
Rustad skole;Oslo;52;50;49;;
Ryenberget skole;Oslo;49;49;48;;
Rødtvet skole;Oslo;53;52;52;;
Sagene skole;Oslo;48;50;48;;
Seterbråten skole;Oslo;51;47;44;;
Sinsen skole;Oslo;57;56;58;;
Skjønnhaug skole;Oslo;52;46;46;;
Skøyen skole;Oslo;53;56;55;;
Slemdal skole;Oslo;55;56;55;;
Smestad skole;Oslo;53;54;55;;
St Sunniva skole avd Undervisning;Oslo;50;49;48;;
Steinerskolen på Nordstrand;Oslo;41;43;45;;
Stenbråten skole;Oslo;51;53;51;;
Stiftelsen montessoriskolen Lyse;Oslo;51;49;50;;
Stovner skole;Oslo;55;52;51;;
Svendstuen skole;Oslo;49;51;55;;
Sørkedalen skole;Oslo;*;*;*;;
Teglverket skole;Oslo;55;54;53;;
Tiurleiken skole;Oslo;50;45;42;;
Tonsenhagen skole;Oslo;52;49;49;;
Toppåsen skole;Oslo;49;49;48;;
Trasop skole;Oslo;52;54;53;;
Trosterud skole;Oslo;49;46;45;;
Tveita skole;Oslo;48;46;45;;
Tøyen skole;Oslo;52;50;50;;
Tåsen skole;Oslo;54;55;54;;
Ullevål skole;Oslo;50;51;52;;
Ullevålsveien skole;Oslo;;;;;
Uranienborg skole;Oslo;49;47;46;;
Vahl skole;Oslo;44;41;39;;
Veitvet skole;Oslo;50;47;45;;
Vestli skole;Oslo;50;46;45;;
Vetland skole grunnskole;Oslo;;*;*;;
Vinderen skole;Oslo;56;59;57;;
Voksen skole;Oslo;53;58;57;;
Vollebekk skole;Oslo;54;51;51;;
Vålerenga skole;Oslo;53;55;53;;
Østensjø skole;Oslo;52;53;53;;
Østmarka skole;Oslo;*;*;*;;
Årvoll skole;Oslo;52;52;52;;
Bjerkreim skule;Bjerkreim;52;59;57;;
Vikeså skule;Bjerkreim;51;49;50;;
Bokn skule;Bokn;*;*;*;;
Eigerøy skole;Eigersund;48;49;52;;
Gamleveien skole;Eigersund;*;*;*;;
Grøne Bråden skole;Eigersund;*;45;*;;
Helleland skole;Eigersund;*;*;*;;
Hellvik skole;Eigersund;50;*;49;;
Husabø skole;Eigersund;53;52;54;;
Rundevoll skole;Eigersund;48;50;49;;
Samfundets skole Egersund;Eigersund;*;*;*;;
Bærland skole;Gjesdal;*;*;*;;
Dirdal skole;Gjesdal;47;46;46;;
Kongstun Kristne friskole;Gjesdal;*;*;*;;
Oltedal skole;Gjesdal;53;50;52;;
Solås skole;Gjesdal;*;*;*;;
Ålgård skole;Gjesdal;54;52;52;;
Austrheim skole;Haugesund;54;*;;;
Brakahaug skole;Haugesund;*;*;50;;
Gard skole;Haugesund;;48;46;;
Hauge skole;Haugesund;*;45;;;
Lillesund skole;Haugesund;52;48;48;;
Rossabø skole;Haugesund;;48;;;
Saltveit skole;Haugesund;50;*;48;;
Skåredalen skole;Haugesund;49;48;48;;
Solvang skole;Haugesund;;52;47;;
Steinerskolen i Haugesund;Haugesund;43;46;40;;
Fister skule;Hjelmeland;48;51;50;;
Hjelmeland skule;Hjelmeland;*;*;*;;
Årdal skule;Hjelmeland;*;*;*;;
Bø skule;Hå;47;46;47;;
Høyland skule;Hå;53;51;54;;
Motland skule;Hå;47;48;50;;
Ogna skule;Hå;48;50;53;;
Varhaug skule;Hå;49;47;46;;
Vigrestad storskule;Hå;49;45;46;;
Avaldsnes skole;Karmøy;54;55;55;;
Ferkingstad skole;Karmøy;49;46;48;;
Grindhaug skole;Karmøy;51;45;52;;
Haugesund International School Sti;Karmøy;*;42;45;;
Håvik skole;Karmøy;57;56;55;;
Kolnes skole;Karmøy;52;53;53;;
Kopervik skole;Karmøy;49;49;48;;
Kvalavåg montessoriskole AS;Karmøy;*;*;*;;
Mykje skole;Karmøy;47;49;47;;
Norheim skole;Karmøy;49;49;49;;
Sevland skole;Karmøy;51;49;52;;
Skudeneshavn skole;Karmøy;49;48;47;;
Stangaland skole;Karmøy;51;49;50;;
Sørhåland barneskole AS;Karmøy;*;*;*;;
Torvastad skole og kultursenter;Karmøy;48;47;48;;
Veavågen skole;Karmøy;49;50;51;;
Ådland skole;Karmøy;48;45;48;;
Åkra skole;Karmøy;54;56;58;;
Bore skule;Klepp;49;49;51;;
Engelsvoll skule;Klepp;50;51;50;;
Horpestad skule;Klepp;51;53;52;;
Kleppe skule;Klepp;51;49;48;;
Orre skule;Klepp;45;49;52;;
Orstad skule;Klepp;53;51;54;;
Tu skule;Klepp;51;50;55;;
Kvitsøy skole;Kvitsøy;*;*;*;;
Heskestad skule;Lund;*;*;*;;
Kiellands Minde skole;Lund;*;*;*;;
Nygård barneskole;Lund;49;47;49;;
Goa skole;Randaberg;49;49;51;;
Grødem skole;Randaberg;52;53;54;;
Harestad skole;Randaberg;47;47;51;;
Aspervika skole;Sandnes;52;51;49;;
Austrått skole;Sandnes;52;52;50;;
Bogafjell skole;Sandnes;54;50;52;;
Buggeland skole;Sandnes;52;53;53;;
Figgjo skole;Sandnes;52;52;51;;
Forsand skule;Sandnes;50;47;49;;
Forus friskole - Bus;Sandnes;*;*;*;;
Ganddal skole;Sandnes;50;50;49;;
Hana skole;Sandnes;49;47;46;;
Hommersåk skole;Sandnes;56;54;57;;
Høle barne- og ungdomsskule;Sandnes;*;*;*;;
Iglemyr skole;Sandnes;50;49;48;;
Kleivane skole;Sandnes;46;50;51;;
Kyrkjevollen skole;Sandnes;48;52;52;;
Lura skole;Sandnes;51;48;46;;
Malmheim skole;Sandnes;*;*;*;;
Maudland skole;Sandnes;47;45;45;;
Porsholen skole;Sandnes;55;54;54;;
Sandnes friskole AS;Sandnes;*;*;*;;
Sandnes International School AS;Sandnes;62;*;*;;
Sandved skole;Sandnes;51;49;50;;
Smeaheia skole;Sandnes;51;51;51;;
Stangeland skole;Sandnes;53;51;53;;
Sviland skule;Sandnes;48;56;53;;
Sørbø skole;Sandnes;52;53;52;;
Trones skole;Sandnes;50;49;47;;
Vatneli skole;Sandnes;*;*;*;;
Austarheim skule;Sauda;51;53;54;;
Fløgstad skule;Sauda;56;50;51;;
Risvoll skule;Sauda;45;44;42;;
Sokndal skole;Sokndal;45;48;45;;
Dysjaland skule;Sola;47;47;49;;
Grannes skole;Sola;49;53;53;;
Haga skole;Sola;52;51;49;;
Håland skole;Sola;51;49;50;;
Røyneberg skole;Sola;51;50;52;;
Sande skole;Sola;54;52;51;;
Skadberg skole;Sola;54;51;53;;
Sola skole;Sola;48;50;47;;
Storevarden skole;Sola;53;51;50;;
Auglend skole;Stavanger;49;50;49;;
Biss Gausel Sti;Stavanger;60;42;50;;
Biss Sentrum AS;Stavanger;59;47;48;;
Buøy skole;Stavanger;54;59;52;;
Byfjord skole;Stavanger;55;55;53;;
Eiganes skole;Stavanger;56;54;54;;
Finnøy skule;Stavanger;48;49;47;;
Fogn oppvekstsenter Avdeling skule;Stavanger;*;*;*;;
Gausel skole;Stavanger;54;53;50;;
Godeset skole;Stavanger;50;48;47;;
Hafrsfjord skole;Stavanger;53;52;53;;
Hundvåg skole;Stavanger;57;55;53;;
Johannes læringssenter Flerspråklige Barn;Stavanger;*;;;;
Jåtten skole;Stavanger;53;51;52;;
Kampen skole;Stavanger;53;50;47;;
Kristen friskole AS;Stavanger;46;53;52;;
Kvaleberg skole;Stavanger;55;52;53;;
Kvernevik skole;Stavanger;55;48;48;;
Lassa skole;Stavanger;51;53;56;;
Madlamark skole;Stavanger;50;51;45;;
Madlavoll skole;Stavanger;48;47;49;;
Mosterøy skole;Stavanger;50;53;55;;
Norlights montessoriskole Stavanger AS;Stavanger;58;50;56;;
Nylund skole;Stavanger;51;51;49;;
Ombo oppvekstsenter Avdeling skule;Stavanger;*;*;*;;
Roaldsøy skole;Stavanger;53;52;51;;
Sjernarøy oppvekstsenter Avdeling skule;Stavanger;*;*;*;;
Skeie skole;Stavanger;52;51;51;;
Stavanger Kristne grunnskole;Stavanger;55;49;50;;
Steinerskolen Stavanger grunnskole;Stavanger;44;46;41;;
Storhaug skole;Stavanger;50;49;49;;
Sunde skole;Stavanger;56;54;52;;
Tasta skole;Stavanger;51;54;51;;
Teinå skole;Stavanger;51;51;51;;
Tjensvoll skole;Stavanger;52;53;53;;
Vardenes skole;Stavanger;52;51;51;;
Vassøy skole;Stavanger;*;*;*;;
Vaulen skole;Stavanger;52;50;50;;
Vikevåg skule;Stavanger;50;49;54;;
Våland skole;Stavanger;51;49;49;;
Fjelltun skole;Strand;*;*;*;;
Kfskolen - Jørpeland;Strand;*;*;*;;
Nordre Strand skole;Strand;*;*;*;;
Tau skole;Strand;*;*;50;;
Tryggheim Strand AS;Strand;*;*;*;;
Erfjord skule avd skule;Suldal;*;*;*;;
Marvik skule avd skule;Suldal;*;*;*;;
Nesflaten oppvekstsenter Avd skule;Suldal;*;*;*;;
Sand skule avd skule;Suldal;53;51;53;;
Vinjar skule avd skule;Suldal;44;49;53;;
Bryne skule;Time;52;50;51;;
Frøyland skule;Time;55;*;55;;
Hognestad skule;Time;*;45;*;;
Jærtun Lutherske friskule;Time;*;*;*;;
Lye skule;Time;*;*;*;;
Rosseland skule;Time;51;51;53;;
Undheim skule;Time;46;49;45;;
Frakkagjerd barneskole;Tysvær;50;51;50;;
Førland skule;Tysvær;44;44;44;;
Førre skole;Tysvær;47;50;51;;
Grinde skule;Tysvær;44;46;46;;
Nedstrand barne- og ungdomsskule;Tysvær;49;48;52;;
Straumen skule;Tysvær;51;56;61;;
Tysværvåg barne- og ungdomsskule;Tysvær;50;54;53;;
Utsira skole;Utsira;*;*;*;;
Bjoa skule;Vindafjord;*;*;*;;
Imsland skule;Vindafjord;*;*;*;;
Sandeid oppvekstsenter;Vindafjord;45;46;49;;
Skjold skule;Vindafjord;46;47;47;;
Vats skule;Vindafjord;42;48;48;;
Vik oppvekstsenter;Vindafjord;*;*;*;;
Vikedal skule;Vindafjord;45;47;48;;
Vågen oppvekstsenter;Vindafjord;46;49;52;;
Ølen skule;Vindafjord;45;44;48;;
Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku;Alle kommuner;50;49;49;;
Alta;Alta (2020 - 2023);49;49;49;;
Alta Kristne grunnskole SA;Alta (2020 - 2023);*;*;*;;
Bossekop skole;Alta (2020 - 2023);54;53;53;;
Elvebakken skole;Alta (2020 - 2023);51;50;51;;
Gakori skole;Alta (2020 - 2023);48;46;47;;
Haldde montessoriskole SA;Alta (2020 - 2023);*;*;*;;
Kaiskuru skole;Alta (2020 - 2023);52;53;49;;
Komsa skole;Alta (2020 - 2023);47;50;47;;
Leirbotn skole;Alta (2020 - 2023);*;*;*;;
Rafsbotn skole;Alta (2020 - 2023);*;*;*;;
Talvik skole;Alta (2020 - 2023);*;*;*;;
Tverrelvdalen skole;Alta (2020 - 2023);44;48;48;;
Øvre Alta skole;Alta (2020 - 2023);51;50;50;;
Balsfjord;Balsfjord (2020 - 2023);52;47;50;;
Laksvatn oppvekstsenter avd skole;Balsfjord (2020 - 2023);*;*;*;;
Malangen skole;Balsfjord (2020 - 2023);*;*;*;;
Nordkjosbotn skole;Balsfjord (2020 - 2023);*;*;*;;
Storsteinnes skole;Balsfjord (2020 - 2023);52;48;51;;
Bardu;Bardu (2020 - 2023);53;50;51;;
Setermoen skole;Bardu (2020 - 2023);*;*;*;;
Øvre Bardu skole;Bardu (2020 - 2023);*;*;*;;
Berlevåg;Berlevåg (2020 - 2023);*;*;*;;
Berlevåg skole;Berlevåg (2020 - 2023);*;*;*;;
Båtsfjord;Båtsfjord (2020 - 2023);51;49;52;;
Båtsfjord skole;Båtsfjord (2020 - 2023);51;49;52;;
Deatnu - Tana;Deatnu - Tana (2020 - 2023);48;46;44;;
Boftsa oppvekstsenter Avdeling skole;Deatnu - Tana (2020 - 2023);*;*;*;;
Deanu Sàmeskuvla;Deatnu - Tana (2020 - 2023);*;*;*;;
Tana montessoriskole AS;Deatnu - Tana (2020 - 2023);*;*;*;;
Tanabru skole;Deatnu - Tana (2020 - 2023);*;*;*;;
Dielddanuorri - Tjeldsund;Dielddanuorri - Tjeldsund (2020 - 2023);49;49;46;;
Grov skole;Dielddanuorri - Tjeldsund (2020 - 2023);*;*;*;;
Kongsvik skole;Dielddanuorri - Tjeldsund (2020 - 2023);*;*;*;;
Ramsund skole;Dielddanuorri - Tjeldsund (2020 - 2023);*;*;*;;
Sandstrand oppvekstsenter Avd skole;Dielddanuorri - Tjeldsund (2020 - 2023);*;*;*;;
Skånland skole;Dielddanuorri - Tjeldsund (2020 - 2023);48;48;45;;
Dyrøy;Dyrøy (2020 - 2023);48;45;42;;
Elvetun skole;Dyrøy (2020 - 2023);48;45;42;;
Gáivuotna - Kåfjord - Kaivuono;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);46;46;49;;
Indre Kåfjord barne- og ungdomsskole;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);*;*;*;;
Manndalen skole;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);*;*;*;;
Olderdalen skole;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);*;*;*;;
Gamvik;Gamvik (2020 - 2023);*;*;*;;
Mehamn skole;Gamvik (2020 - 2023);*;*;*;;
Gratangen;Gratangen (2020 - 2023);50;48;49;;
Gratangsbotn skole;Gratangen (2020 - 2023);*;*;*;;
Montessoriskolen Morgan AS;Gratangen (2020 - 2023);*;*;*;;
Guovdageaidnu - Kautokeino;Guovdageaidnu - Kautokeino (2020 - 2023);47;*;38;;
Kautokeino skole;Guovdageaidnu - Kautokeino (2020 - 2023);*;*;*;;
Máze Skuvla/Masi skole Máze skole;Guovdageaidnu - Kautokeino (2020 - 2023);*;*;*;;
Hammerfest - Hámmerfeasta;Hammerfest - Hámmerfeasta (2020 - 2023);51;50;49;;
Baksalen skole;Hammerfest - Hámmerfeasta (2020 - 2023);54;50;48;;
Fjordtun skole;Hammerfest - Hámmerfeasta (2020 - 2023);51;47;49;;
Forsøl skole;Hammerfest - Hámmerfeasta (2020 - 2023);*;*;*;;
Fuglenes skole;Hammerfest - Hámmerfeasta (2020 - 2023);50;49;51;;
Kvalsund skole;Hammerfest - Hámmerfeasta (2020 - 2023);*;*;*;;
Reindalen skole;Hammerfest - Hámmerfeasta (2020 - 2023);50;54;52;;
Harstad - Hárstták;Harstad - Hárstták (2020 - 2023);50;50;48;;
Bergseng skole;Harstad - Hárstták (2020 - 2023);49;48;47;;
Harstad montessoriskole SA;Harstad - Hárstták (2020 - 2023);*;*;*;;
Harstad skole 1 - 7 skole;Harstad - Hárstták (2020 - 2023);;;;;
Kanebogen skole;Harstad - Hárstták (2020 - 2023);52;52;49;;
Kila skole;Harstad - Hárstták (2020 - 2023);*;*;*;;
Medkila skole;Harstad - Hárstták (2020 - 2023);46;49;48;;
Seljestad barneskole;Harstad - Hárstták (2020 - 2023);52;49;47;;
Sørvik skole;Harstad - Hárstták (2020 - 2023);;;;;
Øyriket oppvekstsenter avd skole;Harstad - Hárstták (2020 - 2023);*;*;*;;
Hasvik;Hasvik (2020 - 2023);*;*;*;;
Breivikbotn skole;Hasvik (2020 - 2023);*;*;*;;
Hasvik skole;Hasvik (2020 - 2023);*;*;*;;
Sørvær oppvekstsenter Avdeling skole;Hasvik (2020 - 2023);*;*;*;;
Ibestad;Ibestad (2020 - 2023);*;*;*;;
Andørja montessoriskole;Ibestad (2020 - 2023);*;*;*;;
Ibestad skole;Ibestad (2020 - 2023);*;*;*;;
Kárášjohka - Karasjok;Kárášjohka - Karasjok (2020 - 2023);49;;42;;
Karasjok grunnskole;Kárášjohka - Karasjok (2020 - 2023);49;;42;;
Karlsøy;Karlsøy (2020 - 2023);*;48;51;;
Hansnes barne- og ungdomsskole;Karlsøy (2020 - 2023);*;*;*;;
Vanna montessoriskole;Karlsøy (2020 - 2023);*;*;*;;
Vannvåg oppvekstsenter avd skole;Karlsøy (2020 - 2023);*;*;*;;
Kvæfjord;Kvæfjord (2020 - 2023);50;49;51;;
Borkenes skole;Kvæfjord (2020 - 2023);*;*;*;;
Flesnes oppvekstsenter Avd skole;Kvæfjord (2020 - 2023);*;*;*;;
Kvænangen;Kvænangen (2020 - 2023);*;*;*;;
Kvænangen barne- og ungdomsskole;Kvænangen (2020 - 2023);*;*;*;;
Lebesby;Lebesby (2020 - 2023);51;48;49;;
Kjøllefjord skole;Lebesby (2020 - 2023);*;*;*;;
Lebesby oppvekstsenter Avdeling skole;Lebesby (2020 - 2023);*;*;*;;
Loabák - Lavangen;Loabák - Lavangen (2020 - 2023);49;48;47;;
Lavangen skole;Loabák - Lavangen (2020 - 2023);49;48;47;;
Loppa;Loppa (2020 - 2023);*;*;*;;
Høgtun skole;Loppa (2020 - 2023);*;*;*;;
Lyngen;Lyngen (2020 - 2023);43;47;47;;
Eidebakken skole;Lyngen (2020 - 2023);42;47;48;;
Lenangen skole;Lyngen (2020 - 2023);*;*;*;;
Lyngsdalen oppvekstsenter Avdeling skole;Lyngen (2020 - 2023);*;*;*;;
Målselv;Målselv (2020 - 2023);48;49;49;;
Bjørkeng oppvekstsenter avd skole;Målselv (2020 - 2023);*;*;*;;
Fagerlidal skole;Målselv (2020 - 2023);50;53;50;;
Karlstad oppvekstsenter avd skole;Målselv (2020 - 2023);*;*;*;;
Mellembygd Kultur og oppvekstsenter avd skole;Målselv (2020 - 2023);*;*;*;;
Olsborg skole;Målselv (2020 - 2023);52;48;56;;
Sameskolen i Troms;Målselv (2020 - 2023);*;*;*;;
Øvergård montessoriskole;Målselv (2020 - 2023);*;*;*;;
Måsøy;Måsøy (2020 - 2023);*;*;*;;
Havøysund skole;Måsøy (2020 - 2023);*;*;*;;
Nordkapp;Nordkapp (2020 - 2023);51;48;50;;
Honningsvåg skole;Nordkapp (2020 - 2023);51;48;50;;
Nordreisa - Ráisa - Raisi;Nordreisa - Ráisa - Raisi (2020 - 2023);42;44;42;;
Reisa montessoriskole;Nordreisa - Ráisa - Raisi (2020 - 2023);*;*;*;;
Rotsundelv skole;Nordreisa - Ráisa - Raisi (2020 - 2023);*;*;*;;
Storslett skole;Nordreisa - Ráisa - Raisi (2020 - 2023);*;*;*;;
Straumfjordnes skole;Nordreisa - Ráisa - Raisi (2020 - 2023);*;*;*;;
Porsanger - Porsáŋgu - Porsanki;Porsanger - Porsángu - Porsanki (2020 - 2023);49;47;50;;
Billefjord Sjøsamiske oppvekstsenter Avdeling skole;Porsanger - Porsángu - Porsanki (2020 - 2023);*;*;*;;
Børselv skole;Porsanger - Porsángu - Porsanki (2020 - 2023);*;*;*;;
Lakselv barneskole;Porsanger - Porsángu - Porsanki (2020 - 2023);48;47;49;;
Salangen;Salangen (2020 - 2023);46;46;47;;
Salangen kommune Salangen skole;Salangen (2020 - 2023);46;46;47;;
Senja;Senja (2020 - 2023);50;49;49;;
Berg montessoriskole;Senja (2020 - 2023);*;*;*;;
Botnhamn skole grunnskole 1.-10.;Senja (2020 - 2023);;*;*;;
Finnsnes barneskole;Senja (2020 - 2023);50;50;50;;
Gibostad barne- og ungdomsskole;Senja (2020 - 2023);*;*;*;;
Gryllefjord skole;Senja (2020 - 2023);*;*;*;;
Husøy skole;Senja (2020 - 2023);*;*;*;;
Kårvik skole;Senja (2020 - 2023);*;*;*;;
Medby skole;Senja (2020 - 2023);*;*;*;;
Rossfjord barne- og ungdomsskole;Senja (2020 - 2023);42;44;41;;
Senja montessoriskole;Senja (2020 - 2023);*;*;*;;
Senjahopen skole;Senja (2020 - 2023);*;*;*;;
Silsand barneskole;Senja (2020 - 2023);51;48;47;;
Stonglandet skole;Senja (2020 - 2023);*;*;*;;
Trollvik skole;Senja (2020 - 2023);55;55;52;;
Vikstranda skole;Senja (2020 - 2023);*;*;*;;
Skjervøy;Skjervøy (2020 - 2023);51;48;48;;
Skjervøy barneskole;Skjervøy (2020 - 2023);51;48;48;;
Storfjord - Omasvuotna - Omasvuono;Storfjord - Omasvuotna - Omasvuono (2020 - 2023);*;*;*;;
Hatteng skole;Storfjord - Omasvuotna - Omasvuono (2020 - 2023);*;*;*;;
Skibotn skole;Storfjord - Omasvuotna - Omasvuono (2020 - 2023);*;*;*;;
Longyearbyen skole grunnskole;Svalbard;52;52;53;;
Sørreisa;Sørreisa (2020 - 2023);45;46;51;;
Gottesjord skole;Sørreisa (2020 - 2023);45;45;48;;
Skøelv skole;Sørreisa (2020 - 2023);45;48;54;;
Sør-Varanger;Sør-Varanger (2020 - 2023);48;46;47;;
Hesseng flerbrukssenter avd skole;Sør-Varanger (2020 - 2023);49;48;47;;
Jakobsnes oppvekstsenter Avd skole;Sør-Varanger (2020 - 2023);*;*;*;;
Kirkenes skole;Sør-Varanger (2020 - 2023);48;46;47;;
Pasvik skole;Sør-Varanger (2020 - 2023);*;*;*;;
Sandnes og Bjørnevatn skole;Sør-Varanger (2020 - 2023);46;45;48;;
Tromsø;Tromsø (2020 - 2023);50;50;50;;
Bjerkaker skole;Tromsø (2020 - 2023);52;51;49;;
Borgtun skole;Tromsø (2020 - 2023);51;50;49;;
Ekrehagen skole Adventistsamfunnets Grunnskoler;Tromsø (2020 - 2023);*;*;*;;
Ersfjordbotn skole;Tromsø (2020 - 2023);*;*;*;;
Fagereng skole;Tromsø (2020 - 2023);56;54;53;;
Gyllenborg skole;Tromsø (2020 - 2023);51;51;53;;
Hamna skole;Tromsø (2020 - 2023);48;47;51;;
Hillesøyskolen Brensholmen skole;Tromsø (2020 - 2023);*;*;*;;
Kaldfjord skole;Tromsø (2020 - 2023);50;49;49;;
Krokelvdalen skole;Tromsø (2020 - 2023);54;47;49;;
Lakselvbukt skole;Tromsø (2020 - 2023);*;*;*;;
Lunheim skole;Tromsø (2020 - 2023);50;50;49;;
Mortensnes skole;Tromsø (2020 - 2023);48;51;51;;
Prestvannet skole;Tromsø (2020 - 2023);49;50;51;;
Ramfjord skole;Tromsø (2020 - 2023);51;53;50;;
