EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Sten-Tærud skole;Lillestrøm;49;49;48;;
Tæruddalen skole;Lillestrøm;51;47;46;;
Østersund ungdomsskole;Lillestrøm;52;49;49;;
Harestua skole;Lunner;52;51;50;;
Lunner ungdomsskole;Lunner;47;44;45;;
Fjellsrud skole;Lørenskog;51;48;48;;
Hammer skole;Lørenskog;53;49;49;;
Kjenn skole;Lørenskog;50;47;46;;
Løkenåsen skole;Lørenskog;49;48;47;;
Lørenskog friskole;Lørenskog;55;52;47;;
Rudolf steinerskolen Lørenskog Sti;Lørenskog;47;43;42;;
Wang Romerike AS;Lørenskog;55;57;55;;
Nannestad ungdomsskole;Nannestad;50;47;46;;
Hoppensprett Akademiet Brårud AS;Nes;45;40;41;;
Romerike International School Sti;Nes;57;45;47;;
Runni ungdomsskole;Nes;50;46;46;;
Vormsund ungdomsskole;Nes;49;48;46;;
Alværn ungdomsskole;Nesodden;54;52;51;;
Bakkeløkka ungdomsskole;Nesodden;50;47;48;;
Rudolf steinerskolen stiftelsen avd Undervisning;Nesodden;45;47;41;;
Tangenåsen ungdomsskole;Nesodden;53;50;51;;
Hakadal ungdomsskole;Nittedal;51;51;46;;
Li skole;Nittedal;52;49;48;;
Nittedal ungdomsskole;Nittedal;53;53;51;;
Fløysbonn ungdomsskole;Nordre Follo;53;50;49;;
Flåtestad ungdomsskole;Nordre Follo;53;50;51;;
Follo barne- og ungdomsskole;Nordre Follo;;;;;
Forsterket Skoletilbud Avd Gjedsjø;Nordre Follo;;;;;
Forsterket Skoletilbud Avd Sofiemyråsen;Nordre Follo;;;;;
Haugjordet ungdomsskole;Nordre Follo;52;50;49;;
Hellerasten ungdomsskole;Nordre Follo;52;50;50;;
Ingieråsen ungdomsskole;Nordre Follo;53;52;51;;
Kråkstad skole;Nordre Follo;51;50;50;;
Magasinparken ungdomsskole;Nordre Follo;53;51;50;;
Siggerud skole;Nordre Follo;48;48;47;;
Wang Ung Follo AS;Nordre Follo;50;51;52;;
Marikollen ungdomsskole;Rælingen;50;47;47;;
Sandbekken ungdomsskole og oppvekstsenter;Rælingen;54;51;49;;
Allergot ungdomsskole;Ullensaker;49;48;46;;
Gystadmarka ungdomsskole;Ullensaker;49;47;47;;
Hoppensprett Akademiet AS avd ungdomsskole;Ullensaker;49;47;48;;
Nordby ungdomsskole;Ullensaker;50;47;46;;
Vesong ungdomsskole;Ullensaker;50;48;48;;
Grevlingen skole;Vestby;50;51;49;;
Vestby ungdomsskole;Vestby;50;48;47;;
Nordbytun ungdomsskole;Ås;*;*;*;;
Steinerskolen i Ås;Ås;*;*;*;;
Ås ungdomsskole;Ås;*;*;*;;
Akademiet realfagsskole Drammen AS;Drammen;52;53;55;;
Børresen ungdomsskole;Drammen;52;51;49;;
Eknes ungdomsskole;Drammen;50;47;47;;
Galterud ungdomsskole;Drammen;51;47;46;;
Gulskogen skole;Drammen;53;50;49;;
Killingrud ungdomsskole;Drammen;49;48;47;;
Kjøsterud skole;Drammen;52;48;47;;
Marienlyst ungdomsskole;Drammen;51;48;49;;
Rosendal skole;Drammen;54;57;50;;
Svelvik ungdomsskole;Drammen;48;46;42;;
Svensedammen ungdomsskole;Drammen;52;52;50;;
Veiavangen ungdomsskole;Drammen;51;48;47;;
Flesberg skole;Flesberg;50;51;46;;
Flå skole;Flå;48;48;46;;
Gol skule;Gol;47;50;45;;
Hemsedal skole;Hemsedal;49;49;50;;
Geilo barne- og ungdomsskole;Hol;50;49;47;;
Hole ungdomsskole;Hole;*;*;*;;
Tyrifjord barne- og ungdomsskole;Hole;*;*;*;;
Hvittingfoss barne- og ungdomsskole;Kongsberg;53;48;52;;
Skrim ungdomsskole;Kongsberg;48;46;43;;
Stiftelsen Kongsberg International School;Kongsberg;60;51;52;;
Tislegård ungdomsskole;Kongsberg;50;50;50;;
Vestsiden ungdomsskole;Kongsberg;50;48;48;;
Krødsherad skole;Krødsherad;55;54;53;;
Akademiet ungdomsskole Lier AS;Lier;*;*;48;;
Høvik skole;Lier;51;51;51;;
Lierbyen skole;Lier;*;*;47;;
Sylling skole;Lier;*;*;42;;
Tranby skole;Lier;50;49;48;;
Nordre Modum ungdomsskole;Modum;46;48;45;;
Søndre Modum ungdomsskole;Modum;50;47;45;;
Nesbyen ungdomsskole;Nesbyen;47;46;47;;
Rødberg skole;Nore og Uvdal;49;52;50;;
Hallingby skole;Ringerike;53;51;51;;
Haugsbygd ungdomsskole;Ringerike;52;51;50;;
Hov ungdomsskole;Ringerike;49;48;48;;
Nes skole;Ringerike;*;*;*;;
Ringerike Montessori AS;Ringerike;*;*;*;;
Ringerike steinerskole Sti;Ringerike;47;39;43;;
Sokna skole;Ringerike;*;*;*;;
Steinsfjorden montessoriskole SA;Ringerike;*;*;*;;
Tyristrand skole;Ringerike;47;48;48;;
Veienmarka ungdomsskole;Ringerike;50;47;45;;
Veggli skole;Rollag;46;51;46;;
Sigdal ungdomsskole;Sigdal;46;45;44;;
Hokksund ungdomsskole;Øvre Eiker;50;49;49;;
Skotselv skole;Øvre Eiker;51;46;45;;
Vestfossen ungdomsskole;Øvre Eiker;50;47;48;;
Ål ungdomsskule;Ål;48;48;45;;
Alta Kristne grunnskole SA;Alta;*;*;*;;
Alta ungdomsskole;Alta;49;48;44;;
Haldde montessoriskole SA;Alta;*;*;*;;
Kvalfjord skole;Alta;*;*;*;;
Rafsbotn skole;Alta;54;49;49;;
Sandfallet ungdomsskole;Alta;47;45;46;;
Talvik skole;Alta;*;*;*;;
Tverrelvdalen skole;Alta;53;49;49;;
Berlevåg skole;Berlevåg;*;*;*;;
Båtsfjord skole;Båtsfjord;54;47;49;;
Deanu Sàmeskuvla;Deatnu - Tana;*;;*;;
Tana montessoriskole AS;Deatnu - Tana;*;*;*;;
Tanabru skole;Deatnu - Tana;48;*;;;
Mehamn skole;Gamvik;*;*;*;;
Kautokeino skole;Guovdageaidnu - Kautokeino;46;*;41;;
Breilia skole;Hammerfest - Hámmerfeasta;47;48;45;;
Fjordtun skole;Hammerfest - Hámmerfeasta;51;49;48;;
Forsøl skole;Hammerfest - Hámmerfeasta;*;*;*;;
Kokelv oppvekstsenter;Hammerfest - Hámmerfeasta;*;*;*;;
Kvalsund skole;Hammerfest - Hámmerfeasta;*;*;*;;
Breivikbotn skole;Hasvik;*;*;*;;
Karasjok grunnskole;Kárášjohka - Karasjok;50;*;45;;
Kjøllefjord skole;Lebesby;*;*;*;;
Lebesby oppvekstsenter Avdeling skole;Lebesby;*;*;*;;
Høgtun skole;Loppa;*;*;*;;
Gunnarnes skole;Måsøy;*;*;*;;
Havøysund skole;Måsøy;*;*;*;;
Honningsvåg skole;Nordkapp;52;52;49;;
Billefjord Sjøsamiske oppvekstsenter Avdeling skole;Porsanger - Porsángu - Porsanki;*;*;*;;
Børselv skole;Porsanger - Porsángu - Porsanki;*;*;*;;
Lakselv ungdomsskole;Porsanger - Porsángu - Porsanki;48;46;46;;
Bugøynes oppvekstsenter avd skole;Sør-Varanger;*;*;*;;
Kirkenes skole;Sør-Varanger;48;46;46;;
Pasvik skole;Sør-Varanger;*;*;*;;
Sandnes og Bjørnevatn skole;Sør-Varanger;51;51;49;;
Unjargga Oahppogaldu Nesseby oppvekstsenter avd skole;Unjárga - Nesseby;55;48;47;;
Vadsø kommune Vestre Jakobselv oppvekstsenter avd skole;Vadsø;*;*;*;;
Vadsø ungdomsskole og voksenopplæring avd skole;Vadsø;*;*;*;;
Vardø kommune grunnskole;Vardø;47;47;46;;
Alvdal ungdomsskole;Alvdal;48;49;48;;
Dovre ungdomsskole;Dovre;49;47;44;;
Eidskog ungdomsskole;Eidskog;48;46;44;;
Elverum ungdomsskole;Elverum;49;47;47;;
Engerdal barne- og ungdomsskole;Engerdal;*;*;*;;
Etnedal skule;Etnedal;*;*;*;;
Folldal skole;Folldal;44;46;45;;
Gausdal ungdomsskole;Gausdal;49;49;48;;
Biri ungdomsskole;Gjøvik;46;46;43;;
Bjørnsveen ungdomsskole;Gjøvik;49;49;48;;
Kopperud skole;Gjøvik;50;49;48;;
Snertingdal skole;Gjøvik;47;43;43;;
Steinerskolen Gjøvik-Toten;Gjøvik;47;49;44;;
Vardal ungdomsskole;Gjøvik;47;47;46;;
Bjoneroa skole;Gran;*;*;*;;
Brandbu ungdomsskole;Gran;49;48;46;;
Gran ungdomsskole;Gran;*;*;*;;
Grue barne- og ungdomsskole;Grue;49;48;50;;
Ajer ungdomsskole;Hamar;51;51;49;;
Børstad ungdomsskole;Hamar;52;49;48;;
Ener ungdomsskole;Hamar;49;49;49;;
Hamar Montessori skole Sti;Hamar;*;*;*;;
Wang Hamar AS;Hamar;*;*;*;;
Austmarka barne- og ungdomsskole;Kongsvinger;*;*;*;;
Kongsvinger montessoriskole SA;Kongsvinger;*;*;*;;
Kongsvinger ungdomsskole;Kongsvinger;*;*;*;;
Norges Toppidrettsgymnas ungdomsskole Kongsvinger AS;Kongsvinger;*;*;*;;
Lesja skule;Lesja;52;51;50;;
Lesjaskog skule;Lesja;55;54;55;;
Engesvea barne- og ungdomsskole;Lillehammer;*;*;*;;
Hammartun skole;Lillehammer;50;48;47;;
Norges Toppidrettsgymnas ungdomsskole Lillehammer AS;Lillehammer;47;50;50;;
Smestad ungdomsskole;Lillehammer;51;50;47;;
Stiftelsen Lillehammer steinerskole;Lillehammer;*;*;*;;
Åretta ungdomsskole;Lillehammer;50;50;49;;
Lom ungdomsskule;Lom;45;45;48;;
Hedemarken friskole;Løten;49;*;48;;
Løten ungdomsskole;Løten;47;*;46;;
Nord-Aurdal ungdomsskole;Nord-Aurdal;45;44;43;;
Valdres montessoriskule SA;Nord-Aurdal;45;44;47;;
Vinstra ungdomsskole;Nord-Fron;46;44;44;;
Mo barne- og ungdomsskole;Nord-Odal;48;45;44;;
Nordre Land kommune 0-24 Torpa barne- og ungdomsskole;Nordre Land;45;48;43;;
Nordre Land kommune Dokka barne- og ungdomsskole;Nordre Land;45;45;44;;
Os skole;Os;48;47;44;;
Fagertun skole;Rendalen;44;46;47;;
Ringebu ungdomsskole;Ringebu;51;51;51;;
Brumunddal ungdomsskole;Ringsaker;50;47;47;;
Brøttum barne- og ungdomsskole;Ringsaker;49;50;49;;
Furnes ungdomsskole;Ringsaker;47;45;44;;
Moelv ungdomsskole;Ringsaker;47;46;44;;
Nes ungdomsskole;Ringsaker;52;52;51;;
Heidal skule;Sel;48;48;48;;
Otta ungdomsskole;Sel;46;44;45;;
Skjåk barne- og ungdomsskule;Skjåk;46;45;46;;
Ottestad ungdomsskole;Stange;50;49;50;;
Stange ungdomsskole;Stange;47;47;46;;
Steinerskolen på Hedemarken avd grunnskolen Ottestad;Stange;46;48;47;;
Stor-Elvdal ungdomsskole;Stor-Elvdal;50;49;46;;
Søndre Land ungdomsskole;Søndre Land;50;49;47;;
Hedalen barne- og ungdomsskole;Sør-Aurdal;*;*;*;;
Sør-Aurdal ungdomsskole;Sør-Aurdal;*;*;*;;
Sør-Fron ungdomsskule;Sør-Fron;46;42;45;;
Glommasvingen skole;Sør-Odal;47;44;46;;
Tolga skole;Tolga;52;50;50;;
Trysil ungdomsskole;Trysil;50;49;48;;
Kvikne skole;Tynset;*;*;*;;
Tynset ungdomsskole;Tynset;*;*;*;;
Vang barne- og ungdomsskule;Vang;49;46;46;;
Vestre Slidre skule;Vestre Slidre;50;52;49;;
Vestre Toten ungdomsskole;Vestre Toten;50;48;47;;
Vågå ungdomsskule;Vågå;48;48;45;;
Våler barne- og ungdomsskole;Våler (Innlandet);48;48;47;;
Lena ungdomsskole;Østre Toten;48;45;45;;
Skreia ungdomsskole;Østre Toten;50;49;48;;
Øyer ungdomsskole;Øyer;49;47;44;;
Øystre Slidre ungdomsskule;Øystre Slidre;47;50;47;;
Åmot Barne og ungdomsskole;Åmot;47;47;45;;
Åsnes ungdomsskole;Åsnes;48;46;47;;
Gossen barne- og ungdomsskole avd skole;Aukra;50;47;48;;
Julsundet skole;Aukra;49;47;45;;
Aure barne- og ungdomsskole;Aure;*;*;*;;
Tustna barne- og ungdomsskole;Aure;*;*;*;;
Averøy ungdomsskole;Averøy;50;48;48;;
Eidsdal skule;Fjord;*;*;*;;
Stordal skule;Fjord;*;*;*;;
Valldal skule;Fjord;46;52;47;;
Giske ungdomsskule;Giske;48;48;47;;
Batnfjord skule;Gjemnes;45;47;45;;
Brattvåg ungdomsskule;Haram;47;42;45;;
Haramsøy barne- og ungdomsskule;Haram;48;42;*;;
Hildre montessoriskule SA;Haram;*;*;*;;
Vatne ungdomsskule;Haram;*;*;48;;
Hareid ungdomsskule;Hareid;48;46;47;;
Herøy ungdomsskule;Herøy (Møre og Romsdal);50;46;45;;
Møre barne- og ungdomsskule;Herøy (Møre og Romsdal);52;48;46;;
Stokksund barne- og ungdomsskule;Herøy (Møre og Romsdal);47;45;46;;
Bud skule;Hustadvika;48;47;43;;
Eide ungdomsskole;Hustadvika;49;47;47;;
Fræna ungdomsskule;Hustadvika;47;46;46;;
Hustad skole;Hustadvika;45;45;46;;
Atlanten ungdomsskole;Kristiansund;47;45;44;;
Frei ungdomsskole;Kristiansund;49;45;45;;
Nordlandet ungdomsskole;Kristiansund;49;49;49;;
Bekkevoll ungdomsskole;Molde;51;50;50;;
Bergmo ungdomsskole;Molde;52;49;49;;
Eidsvåg barne- og ungdomsskole;Molde;52;50;52;;
Eresfjord barne- og ungdomsskule;Molde;*;*;*;;
Midsund skule;Molde;53;49;52;;
Molde friskole;Molde;*;*;*;;
Sekken oppvekstsenter skole;Molde;*;*;*;;
Skjevik barne- og ungdomsskole;Molde;51;47;48;;
Tøndergård skole og ressurssenter;Molde;;;;;
Vågsetra barne- og ungdomsskole;Molde;49;49;46;;
Måndalen barne- og ungdomsskule;Rauma;*;*;*;;
Åfarnes barne- og ungdomsskole;Rauma;*;*;*;;
Åndalsnes ungdomsskole;Rauma;*;*;*;;
Gursken oppvekstsenter avd skule;Sande;*;*;*;;
Kvamsøy barne- og ungdomsskule;Sande;*;*;*;;
Smøla ungdomsskole;Smøla;54;54;52;;
Stranda ungdomsskule;Stranda;*;*;*;;
Sunnylven skule;Stranda;*;*;*;;
Sula ungdomsskule;Sula;49;47;47;;
Sunndal ungdomsskole;Sunndal;48;46;47;;
Surnadal barne- og ungdomsskule;Surnadal;51;48;48;;
Sykkylven ungdomsskule;Sykkylven;48;46;48;;
Straumsnes barne- og ungdomsskole;Tingvoll;53;50;51;;
Tingvoll barne- og ungdomsskole;Tingvoll;53;51;49;;
Ulstein ungdomsskule;Ulstein;51;48;49;;
Myklebust skule;Vanylven;*;*;*;;
Åheim skule;Vanylven;*;*;*;;
Helland ungdomsskule;Vestnes;46;47;43;;
Tomrefjord skule;Vestnes;48;45;48;;
Dalsfjord skule;Volda;*;*;*;;
Folkestad skule;Volda;*;*;*;;
Hornindal skule;Volda;52;50;51;;
Volda ungdomsskule;Volda;48;47;47;;
Sæbø skule;Ørsta;*;*;*;;
Vartdal skule;Ørsta;*;*;*;;
Ørsta ungdomsskule;Ørsta;50;46;47;;
Akademiet Realfagsungdomsskole Ålesund AS;Ålesund;57;57;53;;
Blindheim ungdomsskole;Ålesund;50;49;48;;
Ellingsøy barne- og ungdomsskole;Ålesund;51;50;50;;
Harøy skule;Ålesund;50;43;47;;
Kolvikbakken ungdomsskole;Ålesund;50;48;49;;
Møre barne- og ungdomsskule Skodje AS;Ålesund;*;53;52;;
Skarbøvik ungdomsskole;Ålesund;48;44;45;;
Skodje barne- og ungdomsskole avd ungdomsskole;Ålesund;49;48;47;;
Spjelkavik ungdomsskole;Ålesund;49;48;46;;
Steinerskolen Ålesund;Ålesund;*;*;*;;
Stiftelsen Møre barne- og Ungdomsskule, Ålesund;Ålesund;50;48;50;;
Ørskog skule;Ålesund;54;50;50;;
Aalesund International School Sti;Ålesund;*;*;*;;
Sandnessjøen ungdomsskole;Alstahaug;49;49;46;;
Søvik oppvekstsenter avd skole;Alstahaug;*;*;*;;
Tjøtta oppvekstsenter avd skole;Alstahaug;*;*;*;;
Andenes skole;Andøy;*;*;*;;
Risøyhamn skole;Andøy;*;*;*;;
Beiarn barne- og ungdomsskole;Beiarn;*;*;*;;
Bindalseidet skole SA;Bindal;*;*;*;;
Terråk skole;Bindal;*;*;*;;
Alberthaugen skole;Bodø;*;*;*;;
Alstad ungdomsskole;Bodø;51;49;51;;
Bankgata ungdomsskole;Bodø;50;49;47;;
Bodøsjøen skole;Bodø;52;51;49;;
Hunstad ungdomsskole;Bodø;50;49;50;;
Kjerringøy oppvekstsenter avd skole;Bodø;*;*;*;;
Løpsmark skole;Bodø;51;51;51;;
Misvær oppvekstsenter avd skole;Bodø;*;*;*;;
Norges Toppidrettsgymnas ungdomsskole Bodø AS;Bodø;50;49;48;;
Rønvik skole;Bodø;50;47;46;;
Saltvern skole;Bodø;51;49;47;;
Skolen i Væran avd skole;Bodø;*;*;*;;
St Eysteins skole;Bodø;43;41;39;;
Tverlandet skole;Bodø;47;44;46;;
Brønnøysund ungdomsskole;Brønnøy;*;*;*;;
Hilstad Barne-Og ungdomsskole;Brønnøy;*;*;*;;
Bø ungdomsskole;Bø;50;47;45;;
Dønna barne- og ungdomsskole;Dønna;*;*;*;;
Løkta oppvekstsenter avd skole;Dønna;*;*;*;;
Evenes skole;Evenes - Evenášši;49;49;47;;
Sulitjelma skole;Fauske - Fuossko;*;*;*;;
Valnesfjord skole;Fauske - Fuossko;*;*;*;;
Vestmyra skole;Fauske - Fuossko;48;*;44;;
Flakstad barne- og ungdomsskole;Flakstad;*;*;*;;
Vikten skole;Flakstad;*;*;*;;
Inndyr skole avd skole;Gildeskål;*;*;*;;
Nygårdsjøen oppvekstsenter avd skole;Gildeskål;*;*;*;;
Sandhornøy skole;Gildeskål;*;*;*;;
Sørarnøy skole og barnehage avd skole;Gildeskål;*;*;*;;
Grane barne- og ungdomsskole;Grane;*;*;*;;
Drag skole;Hábmer - Hamarøy;*;*;*;;
Hamarøy montessoriskole;Hábmer - Hamarøy;*;*;*;;
Oppeid skole;Hábmer - Hamarøy;*;*;*;;
Melbu skole;Hadsel;53;44;44;;
Stokmarknes skole;Hadsel;51;47;47;;
Bleikvassli skole;Hemnes;*;*;*;;
Hemnes sentralskole;Hemnes;*;*;*;;
Korgen sentralskole;Hemnes;*;*;*;;
Herøy skole;Herøy (Nordland);48;47;52;;
Leirfjord barne- og ungdomsskole;Leirfjord;50;49;51;;
Konsvik oppvekstsenter avd skole;Lurøy;*;*;*;;
Kvarøy oppvekstsenter skole;Lurøy;*;*;*;;
Lovund skole;Lurøy;*;*;*;;
Onøy Lurøy oppvekstsenter avd skole;Lurøy;*;*;*;;
Sleneset oppvekstsenter skole;Lurøy;*;*;*;;
Lødingen skole;Lødingen;*;*;*;;
Vestbygd skole;Lødingen;*;*;*;;
Enga skole;Meløy;47;45;48;;
Neverdal Enspire skole AS;Meløy;50;44;45;;
Ørnes skole;Meløy;50;48;47;;
Sørvågen skole;Moskenes;48;45;44;;
Ballangen skole;Narvik;44;46;47;;
Kjøpsvik skole;Narvik;*;*;*;;
Narvik ungdomsskole;Narvik;49;47;47;;
Skjomen skole;Narvik;*;*;*;;
Nesna skole avd Nesna;Nesna;48;44;45;;
Rana ungdomsskole;Rana - Raane;*;*;*;;
Storforshei barne- og ungdomsskole;Rana - Raane;*;*;*;;
Utskarpen barne- og ungdomsskole;Rana - Raane;*;*;*;;
Jektvik skole;Rødøy;*;*;*;;
Nesøy skole;Rødøy;;;;;
Rødøy skole;Rødøy;*;*;*;;
Tjongsfjord skole;Rødøy;*;*;*;;
Øresvik skole;Rødøy;*;*;*;;
Røst barne- og ungdomsskole;Røst;*;*;*;;
Rognan ungdomsskole;Saltdal;45;46;44;;
Røkland skole grunnskolen;Saltdal;43;42;43;;
Sortland ungdomsskole;Sortland - Suortá;49;48;45;;
Steigenskolen Leinesfjord;Steigen;47;45;43;;
Vik skole;Sømna;53;50;49;;
Straumen skole;Sørfold - Fuolldá;41;40;38;;
Husøy skole;Træna;*;*;*;;
Granmoen skole;Vefsn;46;46;46;;
Kippermoen ungdomsskole;Vefsn;49;48;47;;
Vega barne- og ungdomsskole;Vega;48;44;47;;
Ballstad skole;Vestvågøy;51;45;*;;
Bøstad skole;Vestvågøy;*;*;*;;
Leknes skole;Vestvågøy;49;46;46;;
Opdøl montessoriskole Barne og ungdomsskole;Vestvågøy;*;*;*;;
Svarholt skole;Vestvågøy;*;*;47;;
Vevelstad sentralskole;Vevelstad;*;*;*;;
Værøy skole;Værøy;*;*;*;;
Gimsøy skole;Vågan;*;*;*;;
Henningsvær skole;Vågan;*;*;*;;
Kabelvåg skole;Vågan;47;46;48;;
Laukvik skole;Vågan;*;*;*;;
Laupstad skole;Vågan;*;*;*;;
