EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Båtsfjord skole;Båtsfjord (2020 - 2023);45;46;44;;
Deatnu - Tana;Deatnu - Tana (2020 - 2023);45;46;47;;
Deanu Sàmeskuvla;Deatnu - Tana (2020 - 2023);*;*;*;;
Tana montessoriskole AS;Deatnu - Tana (2020 - 2023);*;*;*;;
Tanabru skole;Deatnu - Tana (2020 - 2023);48;45;49;;
Dielddanuorri - Tjeldsund;Dielddanuorri - Tjeldsund (2020 - 2023);52;52;51;;
Grov skole;Dielddanuorri - Tjeldsund (2020 - 2023);51;51;52;;
Kongsvik skole;Dielddanuorri - Tjeldsund (2020 - 2023);*;*;*;;
Ramsund skole;Dielddanuorri - Tjeldsund (2020 - 2023);*;*;*;;
Skånland skole;Dielddanuorri - Tjeldsund (2020 - 2023);53;55;51;;
Dyrøy;Dyrøy (2020 - 2023);50;53;48;;
Elvetun skole;Dyrøy (2020 - 2023);50;53;48;;
Gáivuotna - Kåfjord - Kaivuono;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);52;50;49;;
Indre Kåfjord barne- og ungdomsskole;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);*;*;*;;
Manndalen skole;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);*;*;*;;
Olderdalen skole;Gáivuotna - Kåfjord - Kaivuono (2020 - 2023);*;*;*;;
Gamvik;Gamvik (2020 - 2023);55;53;49;;
Gamvik skole;Gamvik (2020 - 2023);*;*;*;;
Mehamn skole;Gamvik (2020 - 2023);*;*;*;;
Skjånes skole;Gamvik (2020 - 2023);*;*;;;
Gratangen;Gratangen (2020 - 2023);48;48;52;;
Gratangsbotn skole;Gratangen (2020 - 2023);*;*;*;;
Montessoriskolen Morgan AS;Gratangen (2020 - 2023);*;*;*;;
Guovdageaidnu - Kautokeino;Guovdageaidnu - Kautokeino (2020 - 2023);48;*;45;;
Kautokeino skole;Guovdageaidnu - Kautokeino (2020 - 2023);*;*;*;;
Máze Skuvla/Masi skole Máze skole;Guovdageaidnu - Kautokeino (2020 - 2023);*;;*;;
Hammerfest - Hámmerfeasta;Hammerfest - Hámmerfeasta (2020 - 2023);48;47;48;;
Breilia skole;Hammerfest - Hámmerfeasta (2020 - 2023);48;45;47;;
Fjordtun skole;Hammerfest - Hámmerfeasta (2020 - 2023);50;51;49;;
Forsøl skole;Hammerfest - Hámmerfeasta (2020 - 2023);*;*;*;;
Kvalsund skole;Hammerfest - Hámmerfeasta (2020 - 2023);*;*;*;;
Harstad - Hárstták;Harstad - Hárstták (2020 - 2023);52;50;51;;
Hagebyen skole;Harstad - Hárstták (2020 - 2023);;49;;;
Kila skole;Harstad - Hárstták (2020 - 2023);*;*;*;;
Seljestad ungdomsskole;Harstad - Hárstták (2020 - 2023);53;52;;;
Stangnes skole;Harstad - Hárstták (2020 - 2023);;;;;
Øyriket oppvekstsenter avd skole;Harstad - Hárstták (2020 - 2023);*;*;*;;
Hasvik;Hasvik (2020 - 2023);*;*;*;;
Breivikbotn skole;Hasvik (2020 - 2023);*;*;*;;
Ibestad;Ibestad (2020 - 2023);51;50;50;;
Andørja montessoriskole;Ibestad (2020 - 2023);*;*;*;;
Ibestad skole;Ibestad (2020 - 2023);*;*;*;;
Kárášjohka - Karasjok;Kárášjohka - Karasjok (2020 - 2023);46;*;48;;
Karasjok grunnskole;Kárášjohka - Karasjok (2020 - 2023);46;*;48;;
Karlsøy;Karlsøy (2020 - 2023);42;43;44;;
Hansnes barne- og ungdomsskole;Karlsøy (2020 - 2023);*;*;*;;
Vanna montessoriskole;Karlsøy (2020 - 2023);*;*;*;;
Vannvåg oppvekstsenter avd skole;Karlsøy (2020 - 2023);*;*;*;;
Kvæfjord;Kvæfjord (2020 - 2023);50;50;50;;
Borkenes skole;Kvæfjord (2020 - 2023);50;50;50;;
Kvænangen;Kvænangen (2020 - 2023);47;48;46;;
Kvænangen barne- og ungdomsskole;Kvænangen (2020 - 2023);47;48;46;;
Lebesby;Lebesby (2020 - 2023);49;48;49;;
Kjøllefjord skole;Lebesby (2020 - 2023);*;*;*;;
Lebesby oppvekstsenter Avdeling skole;Lebesby (2020 - 2023);*;*;*;;
Loabák - Lavangen;Loabák - Lavangen (2020 - 2023);51;51;47;;
Lavangen skole;Loabák - Lavangen (2020 - 2023);51;51;47;;
Loppa;Loppa (2020 - 2023);*;*;*;;
Høgtun skole;Loppa (2020 - 2023);*;*;*;;
Lyngen;Lyngen (2020 - 2023);48;49;48;;
Eidebakken skole;Lyngen (2020 - 2023);*;*;*;;
Lenangen skole;Lyngen (2020 - 2023);*;*;*;;
Målselv;Målselv (2020 - 2023);49;51;50;;
Bardufoss ungdomsskole;Målselv (2020 - 2023);49;52;51;;
Bjørkeng oppvekstsenter avd skole;Målselv (2020 - 2023);*;*;*;;
Sameskolen i Troms;Målselv (2020 - 2023);*;*;*;;
Øvergård montessoriskole;Målselv (2020 - 2023);*;*;*;;
Måsøy;Måsøy (2020 - 2023);*;*;*;;
Havøysund skole;Måsøy (2020 - 2023);*;*;*;;
Nordkapp;Nordkapp (2020 - 2023);50;50;47;;
Honningsvåg skole;Nordkapp (2020 - 2023);50;50;47;;
Nordreisa - Ráisa - Raisi;Nordreisa - Ráisa - Raisi (2020 - 2023);47;47;46;;
Reisa montessoriskole;Nordreisa - Ráisa - Raisi (2020 - 2023);*;*;*;;
Storslett skole;Nordreisa - Ráisa - Raisi (2020 - 2023);47;47;46;;
Straumfjordnes skole;Nordreisa - Ráisa - Raisi (2020 - 2023);*;*;*;;
Porsanger - Porsáŋgu - Porsanki;Porsanger - Porsángu - Porsanki (2020 - 2023);46;45;47;;
Billefjord Sjøsamiske oppvekstsenter Avdeling skole;Porsanger - Porsángu - Porsanki (2020 - 2023);*;*;*;;
Børselv skole;Porsanger - Porsángu - Porsanki (2020 - 2023);*;*;*;;
Lakselv ungdomsskole;Porsanger - Porsángu - Porsanki (2020 - 2023);45;44;46;;
Salangen;Salangen (2020 - 2023);51;52;49;;
Salangen kommune Salangen skole;Salangen (2020 - 2023);51;52;49;;
Senja;Senja (2020 - 2023);47;49;47;;
Berg montessoriskole;Senja (2020 - 2023);*;*;*;;
Botnhamn skole grunnskole 1.-10.;Senja (2020 - 2023);*;*;*;;
Finnsnes ungdomsskole;Senja (2020 - 2023);46;48;47;;
Gibostad barne- og ungdomsskole;Senja (2020 - 2023);*;*;*;;
Gryllefjord skole;Senja (2020 - 2023);*;*;*;;
Husøy skole;Senja (2020 - 2023);*;*;*;;
Kårvik skole;Senja (2020 - 2023);*;*;*;;
Medby skole;Senja (2020 - 2023);*;*;*;;
Nordborg ungdomsskole;Senja (2020 - 2023);52;50;46;;
Rossfjord barne- og ungdomsskole;Senja (2020 - 2023);*;*;*;;
Senja montessoriskole;Senja (2020 - 2023);*;*;*;;
Senjahopen skole;Senja (2020 - 2023);*;*;*;;
Stonglandet skole;Senja (2020 - 2023);*;*;*;;
Vikstranda skole;Senja (2020 - 2023);*;*;46;;
Skjervøy;Skjervøy (2020 - 2023);49;44;46;;
Skjervøy ungdomsskole;Skjervøy (2020 - 2023);*;*;*;;
Årviksand skole;Skjervøy (2020 - 2023);*;*;*;;
Storfjord - Omasvuotna - Omasvuono;Storfjord - Omasvuotna - Omasvuono (2020 - 2023);52;49;50;;
Hatteng skole;Storfjord - Omasvuotna - Omasvuono (2020 - 2023);*;*;*;;
Skibotn skole;Storfjord - Omasvuotna - Omasvuono (2020 - 2023);*;*;*;;
Longyearbyen skole grunnskole;Svalbard;56;55;54;;
Sørreisa;Sørreisa (2020 - 2023);48;46;48;;
Sørreisa barneskole;Sørreisa (2020 - 2023);48;46;48;;
Sør-Varanger;Sør-Varanger (2020 - 2023);50;50;50;;
Bugøynes oppvekstsenter avd skole;Sør-Varanger (2020 - 2023);*;*;*;;
Kirkenes ungdomsskole (Nedlagt);Sør-Varanger (2020 - 2023);50;50;49;;
Pasvik skole;Sør-Varanger (2020 - 2023);*;*;*;;
Sandnes og Bjørnevatn skole;Sør-Varanger (2020 - 2023);51;51;52;;
Tromsø;Tromsø (2020 - 2023);52;51;52;;
Ekrehagen skole Adventistsamfunnets Grunnskoler;Tromsø (2020 - 2023);*;*;*;;
Grønnåsen skole;Tromsø (2020 - 2023);;51;51;;
Hillesøyskolen Brensholmen skole;Tromsø (2020 - 2023);*;*;*;;
Kroken skole;Tromsø (2020 - 2023);;;;;
Kvaløysletta skole;Tromsø (2020 - 2023);;;;;
Lakselvbukt skole;Tromsø (2020 - 2023);*;*;*;;
Langnes skole;Tromsø (2020 - 2023);53;53;53;;
Norges Toppidrettsgymnas ungdomsskole Tromsø AS;Tromsø (2020 - 2023);50;49;54;;
Ramfjord skole;Tromsø (2020 - 2023);52;51;50;;
Sommerlyst skole;Tromsø (2020 - 2023);50;47;51;;
Steinerskolen i Tromsø Sti;Tromsø (2020 - 2023);56;50;*;;
Stiftelsen Tromsø International School;Tromsø (2020 - 2023);*;*;*;;
Storelva skole;Tromsø (2020 - 2023);54;53;51;;
Straumsbukta skole;Tromsø (2020 - 2023);53;53;53;;
Tromstun skole;Tromsø (2020 - 2023);;;50;;
Trondjord skole;Tromsø (2020 - 2023);*;*;*;;
Vengsøy skole;Tromsø (2020 - 2023);*;*;*;;
Unjárga - Nesseby;Unjárga - Nesseby (2020 - 2023);52;48;46;;
Unjargga Oahppogaldu Nesseby oppvekstsenter avd skole;Unjárga - Nesseby (2020 - 2023);52;48;46;;
Vadsø;Vadsø (2020 - 2023);52;52;51;;
Vadsø kommune Vestre Jakobselv oppvekstsenter avd skole;Vadsø (2020 - 2023);51;51;49;;
Vadsø ungdomsskole og voksenopplæring avd skole;Vadsø (2020 - 2023);52;52;51;;
Vardø;Vardø (2020 - 2023);53;51;52;;
Vardø kommune grunnskole;Vardø (2020 - 2023);53;51;52;;
Lauvsnes skole;Flatanger;*;45;41;;
Frosta skole;Frosta;49;47;51;;
Frøya ungdomsskole;Frøya;48;47;48;;
Mausund oppvekstsenter avd skole;Frøya;*;*;*;;
Sørburøy skole;Frøya;*;*;*;;
Grong barne- og ungdomsskole;Grong;50;49;49;;
Halsa barne- og ungdomsskole;Heim;44;47;*;;
Sodin skole;Heim;48;49;*;;
Fillan skole;Hitra;52;51;53;;
Holtålen kommune Hov skole;Holtålen;53;55;52;;
Høylandet barne- og ungdomsskole;Høylandet;48;50;51;;
Inderøy ungdomsskole;Inderøy;*;*;*;;
Innherred Kristne skole;Inderøy;*;*;*;;
Mælan skole;Indre Fosen;*;*;*;;
Stadsbygd skole;Indre Fosen;50;49;49;;
Testmann Minne skole;Indre Fosen;*;*;*;;
Vanvikan skole;Indre Fosen;*;*;*;;
Åsly skole;Indre Fosen;49;48;49;;
Leka barne- og ungdomsskole;Leka;*;*;*;;
Levanger ungdomsskole;Levanger - Levangke;49;50;51;;
Skogn barne- og ungdomsskole;Levanger - Levangke;*;*;*;;
Vårtun Kristne oppvekstsenter SA;Levanger - Levangke;45;38;43;;
Ytterøy barne- og ungdomsskole;Levanger - Levangke;*;*;*;;
Åsen barne- og ungdomsskole;Levanger - Levangke;51;52;52;;
Lierne kommune - Stortangen skole;Lierne;*;*;*;;
Lierne kommune - Sørli skole;Lierne;*;*;*;;
Hommelvik ungdomsskole;Malvik;51;50;50;;
Vikhammer ungdomsskole;Malvik;50;51;50;;
Eid skole;Melhus;50;51;51;;
Gimse ungdomsskole;Melhus;49;49;48;;
Lundamo ungdomsskole;Melhus;47;47;48;;
Øya videregående skole;Melhus;50;52;49;;
Meråker skole;Meråker;46;50;49;;
Støren ungdomsskole;Midtre Gauldal;43;47;46;;
Bangsund skole;Namsos - Nåavmesjenjaelmie;48;49;46;;
Bjørkly skole;Namsos - Nåavmesjenjaelmie;*;*;*;;
Høknes ungdomsskole;Namsos - Nåavmesjenjaelmie;48;50;47;;
Jøa barne- og ungdomsskole;Namsos - Nåavmesjenjaelmie;*;*;*;;
Namdalseid skole;Namsos - Nåavmesjenjaelmie;48;49;51;;
Namsos ungdomsskole;Namsos - Nåavmesjenjaelmie;51;50;49;;
Otterøy oppvekstsenter avd skole;Namsos - Nåavmesjenjaelmie;48;54;51;;
Statland skole;Namsos - Nåavmesjenjaelmie;*;*;*;;
Namsskogan skole;Namsskogan;45;47;47;;
Austafjord skole;Nærøysund;*;*;*;;
Kolvereid skole;Nærøysund;*;*;*;;
Rørvik skole;Nærøysund;46;43;44;;
Oppdal ungdomsskole;Oppdal;*;*;*;;
Vollan skole;Oppdal;*;*;*;;
Grøtte skole;Orkland;47;48;46;;
Lensvik skole;Orkland;46;52;53;;
Løkken Verk montessoriskole SA;Orkland;46;44;44;;
Meldal barne- og ungdomsskole;Orkland;50;53;53;;
Orkanger ungdomsskole;Orkland;47;50;48;;
Årlivoll skole;Orkland;48;51;50;;
Strand barne- og ungdomsskole;Osen;*;*;*;;
Overhalla barne- og ungdomsskole;Overhalla;*;*;*;;
Overhalla montessoriskole SA;Overhalla;*;*;*;;
Rennebu barne- og ungdomsskole;Rennebu;*;*;*;;
Voll skole AS;Rennebu;*;*;*;;
Rindal skole;Rindal;47;48;49;;
Røros skole;Røros - Rosse;48;48;51;;
Røyrvik oppvekstsenter Avdeling skole;Raarvihke - Røyrvik;*;*;*;;
Selbu ungdomsskole;Selbu;46;47;50;;
Skaun ungdomsskole;Skaun;50;49;51;;
Snåsa montessoriskole SA;Snåase - Snåsa;*;*;*;;
Snåsa skole;Snåase - Snåsa;*;*;*;;
Egge ungdomsskole;Steinkjer;;;;;
Malm skole;Steinkjer;*;*;*;;
Steinkjer montessoriskole;Steinkjer;*;*;*;;
Steinkjer ungdomsskole;Steinkjer;;;;;
Fagerhaug International School AS;Stjørdal;52;46;47;;
Fagerhaug Kristne skole SA;Stjørdal;50;47;49;;
Halsen ungdomsskole;Stjørdal;;;49;;
Hegra ungdomsskole;Stjørdal;;;;;
Stokkan ungdomsskole;Stjørdal;;;;;
Adventkirken skole Nidelven;Trondheim - Tråante;*;*;*;;
Birralee International School Trondheim AS avd skole;Trondheim - Tråante;65;54;59;;
Blussuvoll skole;Trondheim - Tråante;53;53;51;;
Charlottenlund ungdomsskole;Trondheim - Tråante;51;52;51;;
Dalgård skole og ressurssenter;Trondheim - Tråante;;;;;
Flatåsen skole;Trondheim - Tråante;51;47;48;;
Hoeggen skole;Trondheim - Tråante;49;49;49;;
Huseby ungdomsskole;Trondheim - Tråante;48;45;46;;
Klæbu ungdomsskole;Trondheim - Tråante;48;47;49;;
Lade skole;Trondheim - Tråante;51;51;50;;
Markaplassen skole;Trondheim - Tråante;50;51;52;;
Momo waldorfskole AS;Trondheim - Tråante;;;;;
Nidaros idrettsungdomsskole Sti;Trondheim - Tråante;50;50;52;;
Rosenborg skole;Trondheim - Tråante;50;50;48;;
Rosten skole;Trondheim - Tråante;50;48;49;;
Selsbakk skole;Trondheim - Tråante;49;49;48;;
Sjetne skole;Trondheim - Tråante;53;50;49;;
Spongdal skole;Trondheim - Tråante;51;49;48;;
Steinerskolen i Trondheim grunnskole;Trondheim - Tråante;47;52;52;;
Stiftelsen steinerskolen Rotvoll;Trondheim - Tråante;*;*;*;;
Stiftelsen Trondheim International School;Trondheim - Tråante;58;54;54;;
Stiftelsen Trondheim Kristne Grunnskole, tomasskolen;Trondheim - Tråante;53;50;49;;
Sunnland skole;Trondheim - Tråante;51;52;53;;
Sverresborg skole;Trondheim - Tråante;52;52;52;;
Tonstad skole;Trondheim - Tråante;48;48;48;;
Trondheim idrettsungdomsskole AS;Trondheim - Tråante;48;49;52;;
Ugla skole;Trondheim - Tråante;53;54;53;;
Åsheim ungdomsskole;Trondheim - Tråante;49;49;49;;
Tydal barne- og ungdomsskole;Tydal;*;*;*;;
Verdalsøra ungdomsskole;Verdal;47;48;49;;
Vuku barne- og ungdomsskole;Verdal;52;51;53;;
Botngård ungdomsskole;Ørland;48;45;44;;
Ørland ungdomsskole;Ørland;51;51;52;;
Brandsfjord barne- og ungdomsskole;Åfjord;*;*;*;;
Stokksund grunnskole og Sfo;Åfjord;;;;;
Sør-Roan skole;Åfjord;*;*;*;;
Åset skole;Åfjord;53;51;51;;
Vestfold og Telemark;Alle kommuner;50;50;49;;
Bamble;Bamble (2020 - 2023);48;48;47;;
Bamble ungdomsskole;Bamble (2020 - 2023);48;48;47;;
Drangedal;Drangedal (2020 - 2023);48;50;50;;
Drangedal 10-Årige skole;Drangedal (2020 - 2023);48;50;50;;
Fyresdal;Fyresdal (2020 - 2023);54;52;50;;
Gimle skule;Fyresdal (2020 - 2023);54;52;50;;
Færder;Færder (2020 - 2023);50;50;50;;
Borgheim ungdomsskole;Færder (2020 - 2023);50;50;50;;
Steinerskolen i Vestfold;Færder (2020 - 2023);48;49;47;;
Teigar ungdomsskole;Færder (2020 - 2023);51;50;49;;
Tjøme ungdomsskole;Færder (2020 - 2023);50;51;51;;
Hjartdal;Hjartdal (2020 - 2023);48;54;49;;
Sauland skule;Hjartdal (2020 - 2023);48;54;49;;
Holmestrand;Holmestrand (2020 - 2023);50;50;49;;
Gjøklep ungdomsskole;Holmestrand (2020 - 2023);49;48;48;;
Hof skole;Holmestrand (2020 - 2023);54;50;51;;
Sande ungdomsskole;Holmestrand (2020 - 2023);49;51;49;;
Horten;Horten (2020 - 2023);50;49;47;;
Bakkeåsen skole;Horten (2020 - 2023);*;*;*;;
Borre ungdomsskole;Horten (2020 - 2023);50;50;49;;
Holtan ungdomsskole;Horten (2020 - 2023);48;47;45;;
Orerønningen ungdomsskole;Horten (2020 - 2023);*;*;*;;
Kragerø;Kragerø (2020 - 2023);49;48;47;;
Kragerø skole;Kragerø (2020 - 2023);48;48;46;;
Sannidal ungdomsskole;Kragerø (2020 - 2023);49;49;47;;
Kviteseid;Kviteseid (2020 - 2023);54;54;57;;
Kviteseid skule;Kviteseid (2020 - 2023);54;54;57;;
Larvik;Larvik (2020 - 2023);49;50;49;;
Brunla ungdomsskole;Larvik (2020 - 2023);49;50;50;;
Frøy skole;Larvik (2020 - 2023);*;*;;;
Hedrum ungdomsskole;Larvik (2020 - 2023);48;48;47;;
Kongshaugen Kristne grunnskole;Larvik (2020 - 2023);47;47;55;;
Kvelde skole;Larvik (2020 - 2023);*;*;47;;
Lardal skole;Larvik (2020 - 2023);47;49;49;;
Mellomhagen ungdomsskole;Larvik (2020 - 2023);48;49;47;;
Mesterfjellet skole;Larvik (2020 - 2023);49;48;48;;
Ra ungdomsskole;Larvik (2020 - 2023);51;52;51;;
Tjodalyng skole;Larvik (2020 - 2023);48;51;49;;
Midt-Telemark;Midt-Telemark (2020 - 2023);48;48;49;;
Bø ungdomsskule;Midt-Telemark (2020 - 2023);*;*;*;;
Gvarv skole;Midt-Telemark (2020 - 2023);*;*;*;;
Sauar friskole;Midt-Telemark (2020 - 2023);*;*;*;;
Nissedal;Nissedal (2020 - 2023);54;55;53;;
Tveit skule / Nissedal ungdomsskule;Nissedal (2020 - 2023);54;55;53;;
Nome;Nome (2020 - 2023);47;49;47;;
Holla 10-Årige skole;Nome (2020 - 2023);49;51;47;;
Lunde 10-Årige skole;Nome (2020 - 2023);43;46;46;;
Notodden;Notodden (2020 - 2023);46;46;46;;
Gransherad skole;Notodden (2020 - 2023);48;44;45;;
Heddal ungdomsskole;Notodden (2020 - 2023);46;45;47;;
Notodden ungdomsskole;Notodden (2020 - 2023);46;46;46;;
Porsgrunn;Porsgrunn (2020 - 2023);50;50;50;;
Heistadskolene avd Ungdom;Porsgrunn (2020 - 2023);49;51;49;;
Kjølnes ungdomsskole;Porsgrunn (2020 - 2023);50;50;50;;
Sandøya montessoriskole;Porsgrunn (2020 - 2023);*;*;*;;
Stiftelsen International School Telemark;Porsgrunn (2020 - 2023);*;*;*;;
Telemark Toppidrett ungdomsskole Porsgrunn AS;Porsgrunn (2020 - 2023);50;52;53;;
Tveten ungdomsskole;Porsgrunn (2020 - 2023);49;50;51;;
Vestsiden skole;Porsgrunn (2020 - 2023);49;;47;;
Sandefjord;Sandefjord (2020 - 2023);51;51;51;;
Andebu ungdomsskole;Sandefjord (2020 - 2023);48;46;48;;
Breidablikk ungdomsskole;Sandefjord (2020 - 2023);51;51;51;;
Bugården ungdomsskole;Sandefjord (2020 - 2023);51;50;50;;
Moe skole;Sandefjord (2020 - 2023);50;53;*;;
Mokollen skole;Sandefjord (2020 - 2023);50;49;*;;
Ranvik ungdomsskole;Sandefjord (2020 - 2023);51;51;51;;
Signo Grunn- og videregående skole AS;Sandefjord (2020 - 2023);;;;;
Skagerak International School Sti;Sandefjord (2020 - 2023);59;55;54;;
Stokke ungdomsskole;Sandefjord (2020 - 2023);51;52;52;;
Varden ungdomsskole;Sandefjord (2020 - 2023);48;48;48;;
Wang Ung Sandefjord AS;Sandefjord (2020 - 2023);53;56;58;;
Seljord;Seljord (2020 - 2023);44;43;45;;
Seljord barne- og ungdomsskule skole 1-10;Seljord (2020 - 2023);44;43;45;;
Siljan;Siljan (2020 - 2023);50;51;51;;
Siljan ungdomsskole;Siljan (2020 - 2023);50;51;51;;
Skien;Skien (2020 - 2023);50;50;50;;
Bølehøgda skole;Skien (2020 - 2023);;;;;
Enggrav skole og barnehage Avd skole;Skien (2020 - 2023);;;;;
Gimsøy skole;Skien (2020 - 2023);49;47;48;;
Gjerpen ungdomsskole;Skien (2020 - 2023);50;51;48;;
Gulset ungdomsskole;Skien (2020 - 2023);47;48;49;;
Kongerød ungdomsskole;Skien (2020 - 2023);51;49;51;;
Menstad ungdomsskole;Skien (2020 - 2023);51;51;50;;
Mæla ungdomsskole;Skien (2020 - 2023);50;52;50;;
Oasen skole Grenland AS;Skien (2020 - 2023);47;45;46;;
Skauen Kristelige skole;Skien (2020 - 2023);53;57;55;;
Skien kommune Spesialpedagogisk Enhet;Skien (2020 - 2023);;;;;
Telemark Toppidrett ungdomsskole Skien AS;Skien (2020 - 2023);51;56;57;;
Tinn;Tinn (2020 - 2023);46;48;48;;
Atrå barne- og ungdomsskole;Tinn (2020 - 2023);*;*;*;;
Rjukan ungdomsskole;Tinn (2020 - 2023);*;*;*;;
Tinn montessoriskole SA;Tinn (2020 - 2023);*;*;*;;
Tokke;Tokke (2020 - 2023);48;48;48;;
Høydalsmo skule;Tokke (2020 - 2023);*;*;*;;
Tokke skule;Tokke (2020 - 2023);*;*;*;;
Tønsberg;Tønsberg (2020 - 2023);51;51;51;;
Byskogen Kombinerte skole;Tønsberg (2020 - 2023);50;48;47;;
Elihu Kristne grunnskole;Tønsberg (2020 - 2023);*;*;*;;
Granly skole;Tønsberg (2020 - 2023);52;53;53;;
Kongseik ungdomsskole;Tønsberg (2020 - 2023);49;52;50;;
Presterød ungdomsskole;Tønsberg (2020 - 2023);55;54;53;;
Revetal ungdomsskole;Tønsberg (2020 - 2023);47;48;50;;
Ringshaug ungdomsskole;Tønsberg (2020 - 2023);53;53;52;;
Skagerak International School, Tønsberg AS;Tønsberg (2020 - 2023);57;51;51;;
Tønsberg Montessori skole Sti;Tønsberg (2020 - 2023);*;*;*;;
Vear skole;Tønsberg (2020 - 2023);48;48;45;;
Wang Tønsberg AS;Tønsberg (2020 - 2023);49;53;52;;
Vinje;Vinje (2020 - 2023);45;48;49;;
Edland skule avd skule;Vinje (2020 - 2023);*;*;*;;
Rauland skule avd skule;Vinje (2020 - 2023);45;49;51;;
Åmot skule avd skule;Vinje (2020 - 2023);*;*;*;;
Danielsen ungdomsskule Frekhaug AS;Alver;48;49;50;;
Knarvik ungdomsskule;Alver;48;48;49;;
Lindås ungdomsskule;Alver;50;49;50;;
Meland ungdomsskule;Alver;50;49;51;;
Nordhordland Kristne grunnskole;Alver;44;47;46;;
Ostereidet ungdomsskule;Alver;49;53;52;;
Radøy ungdomsskule;Alver;46;46;47;;
Rossland skule;Alver;45;44;48;;
Askvoll skule;Askvoll;47;49;49;;
Bulandet skule;Askvoll;*;*;*;;
Gjelsvik skule;Askvoll;*;*;*;;
Erdal ungdomsskole;Askøy;50;50;50;;
Fauskanger barne- og ungdomsskule;Askøy;49;47;47;;
Kleppestø ungdomsskole;Askøy;49;48;49;;
Ravnanger ungdomsskole;Askøy;47;47;48;;
Aurland barne- og ungdomsskule;Aurland;51;52;50;;
Austevoll ungdomsskule;Austevoll;45;43;45;;
Årås skule;Austrheim;48;45;50;;
Bergen kompetansesenter for Læringsmiljø;Bergen;;;;;
Bergen Kristne grunnskole;Bergen;48;48;45;;
Bjørgvin montessoriskole;Bergen;56;56;57;;
Blokkhaugen skole;Bergen;;;49;;
Breimyra skole;Bergen;50;;;;
Foreningen Danielsen ungdomsskole Bergen;Bergen;52;54;53;;
Garnes ungdomsskule;Bergen;49;;;;
Gimle Oppveksttun skole;Bergen;;;;;
Holen skole;Bergen;51;51;50;;
Hop Oppveksttun skole;Bergen;52;54;56;;
International School Of Bergen avd skole;Bergen;58;53;55;;
Kirkevoll skole;Bergen;50;51;51;;
Kjøkkelvik skole;Bergen;;;;;
Kyrkjekrinsen skole;Bergen;47;;49;;
Lynghaug skole;Bergen;52;50;52;;
Mjølkeråen skole;Bergen;;;;;
Møllebakken skole;Bergen;*;*;*;;
Nattland skole;Bergen;51;51;54;;
Norges Toppidrettsgymnas ungdomsskole Bergen AS;Bergen;52;50;56;;
Ny Krohnborg skole;Bergen;50;42;43;;
Olsvik skole;Bergen;49;50;48;;
Ortun skole;Bergen;53;53;;;
Rothaugen skole;Bergen;49;51;54;;
Rudolf steinerskolen i Bergen skolen;Bergen;45;48;43;;
Rå skole;Bergen;;53;52;;
Rådalslien skole;Bergen;50;52;52;;
Sandgotna skole;Bergen;47;48;48;;
Skranevatnet skole;Bergen;52;52;54;;
Slåtthaug skole;Bergen;52;48;50;;
St Paul skole;Bergen;52;51;51;;
Steinerskolen på Skjold Helseped Avdeling;Bergen;*;*;;;
Stiftelsen Davinci montessoriskole;Bergen;*;*;*;;
Stiftelsen montessoriskolen i Bergen;Bergen;52;51;45;;
Stiftelsen steinerskolen på Skjold;Bergen;54;50;48;;
Storetveit skole;Bergen;53;54;54;;
Ytrebygda skole;Bergen;51;51;51;;
Åstveit skole;Bergen;;54;52;;
Fusa ungdomsskule;Bjørnafjorden;48;47;50;;
Nore Neset ungdomsskule;Bjørnafjorden;47;46;47;;
Os ungdomsskule;Bjørnafjorden;48;47;49;;
Davik Oppvekst avd skule;Bremanger;*;*;*;;
Hauge Oppvekst avd skule;Bremanger;*;*;*;;
Svelgen Oppvekst avd skule;Bremanger;49;48;50;;
Bremnes ungdomsskule;Bømlo;49;47;49;;
Hillestveit skule;Bømlo;46;48;51;;
Moster skule;Bømlo;49;48;46;;
Lægreid skule;Eidfjord;52;*;*;;
Enge skule;Etne;50;51;53;;
Skånevik skule;Etne;58;53;55;;
Fedje skule;Fedje;*;*;*;;
Rimbareid barne- og ungdomsskule;Fitjar;49;53;52;;
Dingemoen skule;Fjaler;*;*;*;;
Våge skule;Fjaler;*;*;*;;
Gloppen ungdomsskule;Gloppen;*;*;*;;
Hyen skule;Gloppen;*;*;*;;
Brekke skule;Gulen;*;*;*;;
Byrknes skule;Gulen;*;*;;;
Dalsøyra skule;Gulen;*;*;*;;
Eivindvik skule;Gulen;*;*;*;;
Hyllestad skule;Hyllestad;51;51;48;;
Bjordal skule;Høyanger;*;*;*;;
Høyanger skule;Høyanger;49;49;48;;
Lavik skule;Høyanger;*;*;*;;
Eikefjord barne- og ungdomsskule;Kinn;44;43;45;;
Florø ungdomsskule;Kinn;48;45;48;;
Vågsøy ungdomsskule;Kinn;53;51;54;;
Foreninga Norheimsund friskule;Kvam;*;*;*;;
Kvam ungdomsskule;Kvam;49;50;50;;
Strandebarm skule;Kvam;*;*;*;;
Hatlestrand barne- og ungdomsskule;Kvinnherad;*;*;*;;
