EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Karlsrud skole;Oslo;54;52;50;;
Kastellet skole;Oslo;52;53;52;;
Kristelig gymnasium AS grunnskole;Oslo;56;55;55;;
Lambertseter skole;Oslo;52;51;50;;
Lindeberg skole;Oslo;51;48;50;;
Linderud skole;Oslo;49;44;44;;
Ljabruskolen - steinerskole for Elever Med Spesielle Behov Sti;Oslo;;;;;
Lofsrud skole;Oslo;47;45;47;;
Lycee Francais Rene Cassin Doslo;Oslo;57;48;52;;
Lønnebakken skole;Oslo;*;;;;
Majorstuen skole;Oslo;55;54;53;;
Manglerud skole;Oslo;51;50;51;;
Marienlyst skole;Oslo;58;57;56;;
Midtstuen skole;Oslo;58;56;58;;
Morellbakken skole;Oslo;56;55;54;;
Nordberg skole;Oslo;55;56;57;;
Nordpolen skole;Oslo;55;51;50;;
Nordseter skole;Oslo;55;55;53;;
Nordstrand ungdomsskole;Oslo;54;54;55;;
Norlights International School Oslo AS;Oslo;62;46;49;;
Nyskolen i Oslo grunnskole;Oslo;*;*;*;;
Oppsal skole;Oslo;53;51;51;;
Oslo kommune Språksenteret;Oslo;*;;;;
Oslo montessoriskole;Oslo;57;59;55;;
Ris skole;Oslo;56;56;57;;
Rommen skole;Oslo;49;43;45;;
Rudolf steinerskolen i Oslo Sti;Oslo;49;50;44;;
Ruseløkka skole;Oslo;56;55;54;;
Ryenberget skole;Oslo;49;50;48;;
Sagene skole;Oslo;52;49;48;;
Skullerud skole;Oslo;51;48;48;;
Skøyenåsen skole;Oslo;54;55;54;;
Sofienberg skole;Oslo;52;48;48;;
St Sunniva skole avd Undervisning;Oslo;57;52;53;;
Stasjonsfjellet skole;Oslo;53;51;53;;
Steinerskolen på Nordstrand;Oslo;51;50;48;;
Stiftelsen montessoriskolen Lyse;Oslo;*;*;*;;
Teglverket skole;Oslo;53;49;48;;
Tokerud skole;Oslo;48;44;46;;
Ullevålsveien skole;Oslo;;;;;
Uranienborg skole;Oslo;55;54;54;;
Veitvet skole;Oslo;50;46;45;;
Vestre Aker skole;Oslo;;*;;;
Vetland skole grunnskole;Oslo;*;*;*;;
Voksentoppen skole;Oslo;;;*;;
Voldsløkka skole;Oslo;55;54;53;;
Vollebekk skole;Oslo;53;52;51;;
Wang Ung Oslo AS;Oslo;53;57;57;;
Øraker skole;Oslo;54;53;54;;
Østmarka skole;Oslo;53;51;52;;
Årvoll skole;Oslo;53;53;51;;
Vikeså skule;Bjerkreim;48;48;50;;
Bokn skule;Bokn;46;41;40;;
Gamleveien skole;Eigersund;*;*;*;;
Hellvik skole;Eigersund;*;*;*;;
Husabø ungdomsskole;Eigersund;*;*;*;;
Lagård ungdomsskole;Eigersund;49;46;48;;
Samfundets skole Egersund;Eigersund;*;*;*;;
Dirdal skole;Gjesdal;49;50;46;;
Gjesdal ungdomsskole;Gjesdal;*;*;*;;
Kongstun Kristne friskole;Gjesdal;*;*;*;;
Oltedal skole;Gjesdal;*;*;*;;
Danielsen ungdomsskole Haugalandet AS;Haugesund;48;49;47;;
Haraldsvang skole;Haugesund;51;49;49;;
Hauge skole;Haugesund;*;*;*;;
Haugesund Toppidrettsgymnas AS;Haugesund;51;52;52;;
Håvåsen skole;Haugesund;51;48;48;;
Røvær skole;Haugesund;*;*;*;;
Skåredalen skole;Haugesund;54;50;52;;
Steinerskolen i Haugesund;Haugesund;48;44;44;;
Hjelmeland skule;Hjelmeland;51;49;50;;
Nærbø ungdomsskule;Hå;49;46;47;;
Ogna skule;Hå;47;46;48;;
Tryggheim ungdomsskule;Hå;47;47;50;;
Varhaug ungdomsskule;Hå;50;49;53;;
Vigrestad storskule;Hå;48;43;46;;
Bø ungdomsskole;Karmøy;48;45;46;;
Danielsen ungdomsskole Karmøy AS;Karmøy;48;49;48;;
Haugesund International School Sti;Karmøy;53;48;53;;
Skudenes ungdomsskole;Karmøy;50;46;48;;
Stangeland ungdomsskole;Karmøy;51;46;47;;
Vormedal ungdomsskole;Karmøy;50;47;47;;
Åkra ungdomsskole;Karmøy;48;45;44;;
Bore ungdomsskule;Klepp;53;49;51;;
Klepp ungdomsskule;Klepp;47;45;49;;
Orstad skule;Klepp;53;50;53;;
Kvitsøy skole;Kvitsøy;*;*;*;;
Lund ungdomsskole;Lund;47;46;48;;
Goa skole;Randaberg;50;50;50;;
Grødem skole;Randaberg;54;49;51;;
Harestad skole;Randaberg;50;50;51;;
Bogafjell ungdomsskole;Sandnes;51;49;50;;
Figgjo skole;Sandnes;50;48;50;;
Forsand skule;Sandnes;49;*;*;;
Forus friskole - Bus;Sandnes;52;50;49;;
Giske ungdomsskole;Sandnes;52;49;50;;
Høle barne- og ungdomsskule;Sandnes;53;*;*;;
Høyland ungdomsskole;Sandnes;52;50;51;;
Lundehaugen ungdomsskole;Sandnes;50;48;50;;
Lurahammaren ungdomsskole;Sandnes;52;48;47;;
Riska ungdomsskole;Sandnes;51;50;49;;
Sandnes friskole AS;Sandnes;49;49;53;;
Sandnes International School AS;Sandnes;*;*;*;;
Skeiane ungdomsskole;Sandnes;51;50;50;;
Vatneli skole;Sandnes;*;*;*;;
Wang Ung Sandnes AS;Sandnes;50;51;52;;
Øygard ungdomsskole;Sandnes;51;47;48;;
Sauda ungdomsskule;Sauda;51;50;49;;
Sokndal skole;Sokndal;52;52;49;;
Dysjaland skule;Sola;50;46;47;;
Kjerrberget ungdomsskole;Sola;53;49;50;;
Sola ungdomsskole;Sola;53;51;51;;
Tananger ungdomsskole;Sola;49;48;46;;
Auglend skole;Stavanger;*;*;*;;
Austbø skole;Stavanger;50;47;46;;
Biss Gausel Sti;Stavanger;61;47;52;;
Biss Sentrum AS;Stavanger;63;48;55;;
Finnøy skule;Stavanger;50;*;*;;
Gautesete skole;Stavanger;52;49;50;;
Gosen skole;Stavanger;52;50;49;;
Hinna skole;Stavanger;52;50;49;;
Johannes læringssenter Flerspråklige Barn;Stavanger;*;;;;
Kannik skole;Stavanger;54;50;51;;
Kristen friskole AS;Stavanger;*;*;*;;
Kristianslyst skole;Stavanger;52;50;52;;
Lunde skole;Stavanger;51;47;45;;
Norlights montessoriskole Stavanger AS;Stavanger;*;*;*;;
Rennesøy skule;Stavanger;51;49;51;;
Revheim skole;Stavanger;50;48;50;;
Smiodden skole;Stavanger;50;46;48;;
St. Svithun skole;Stavanger;51;49;49;;
Stavanger Kristne grunnskole;Stavanger;*;*;*;;
Steinerskolen Stavanger grunnskole;Stavanger;51;47;45;;
Tastarustå skole;Stavanger;51;49;49;;
Tastaveden skole;Stavanger;51;48;49;;
Ullandhaug skole;Stavanger;53;48;50;;
Wang Ung Stavanger AS;Stavanger;54;55;57;;
Jørpeland ungdomsskole;Strand;48;46;48;;
Kfskolen - Jørpeland;Strand;47;48;48;;
Tau ungdomsskole;Strand;48;43;46;;
Tryggheim Strand AS;Strand;45;48;45;;
Sand skule avd skule;Suldal;47;49;50;;
Bryne ungdomsskule;Time;48;44;46;;
Frøyland ungdomsskule;Time;*;*;*;;
Jærtun Lutherske friskule;Time;*;*;*;;
Lye ungdomsskule;Time;*;*;*;;
Vardheia ungdomsskule;Time;51;49;48;;
Frakkagjerd ungdomsskole;Tysvær;48;48;47;;
Nedstrand barne- og ungdomsskule;Tysvær;53;53;52;;
Tysværvåg barne- og ungdomsskule;Tysvær;48;46;45;;
Utsira skole;Utsira;*;*;*;;
Skjold skule;Vindafjord;47;49;49;;
Vikedal skule;Vindafjord;49;50;50;;
Ølen skule;Vindafjord;49;46;49;;
Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku;Alle kommuner;50;47;48;;
Alta;Alta (2020 - 2023);47;46;46;;
Alta Kristne grunnskole SA;Alta (2020 - 2023);*;*;*;;
Alta ungdomsskole;Alta (2020 - 2023);47;46;46;;
Haldde montessoriskole SA;Alta (2020 - 2023);*;*;*;;
Kvalfjord skole;Alta (2020 - 2023);*;*;*;;
Rafsbotn skole;Alta (2020 - 2023);*;*;*;;
Sandfallet ungdomsskole;Alta (2020 - 2023);47;46;46;;
Talvik skole;Alta (2020 - 2023);*;*;*;;
Tverrelvdalen skole;Alta (2020 - 2023);48;47;49;;
Balsfjord;Balsfjord (2020 - 2023);49;45;46;;
Laksvatn oppvekstsenter avd skole;Balsfjord (2020 - 2023);*;*;*;;
Malangen skole;Balsfjord (2020 - 2023);*;*;*;;
Nordkjosbotn skole;Balsfjord (2020 - 2023);*;43;43;;
Storsteinnes skole;Balsfjord (2020 - 2023);51;48;47;;
Bardu;Bardu (2020 - 2023);49;47;49;;
Bardu ungdomsskole;Bardu (2020 - 2023);49;47;49;;
Berlevåg;Berlevåg (2020 - 2023);*;*;*;;
