EnhetNavn;Kommune;Engelsk;Lesing;Regning;lat;lng
Aurskog-Høland kommune - Aursmoen skole;Aurskog-Høland;53;50;48;59.92424249999999;11.4502345
Aurskog-Høland kommune - Bjørkelangen skole;Aurskog-Høland;50;48;49;59.8747487;11.559191
Aurskog-Høland kommune - Bråte skole;Aurskog-Høland;47;44;46;59.7211759;11.4531086
Bekkestua skole;Bærum;54;51;53;59.922891;10.588263
Bjørnegård skole;Bærum;52;51;53;59.8873891;10.4971798
Eineåsen skole;Bærum;51;48;48;59.9298138;10.4810727
Gjettum skole;Bærum;54;53;52;59.9071138;10.5317146
Hauger skole;Bærum;51;49;49;59.9103245;10.5062245
Hosletoppen skole;Bærum;53;54;52;59.9406028;10.5857283
Hundsund ungdomsskole;Bærum;54;52;52;59.8892031;10.6206117
Mølladammen ungdomsskole;Bærum;54;51;52;59.9498922;10.4980557
Norges Realfagsungdomsskole Sandvika AS;Bærum;65;63;68;59.89673920000001;10.5229357
Norges Toppidrettsgymnas ungdomsskole Bærum AS;Bærum;52;52;56;59.9254233;10.5909234
Oslo International School;Bærum;57;50;51;59.9196503;10.5832691
Ramstad skole;Bærum;54;51;52;59.906718;10.573971
Ringstabekk skole;Bærum;56;55;57;59.9183546;10.6009197
Steinerskolen i Bærum Grunnskoleundervisning;Bærum;52;52;51;59.930249;10.60661
Stiftelsen Bærum montessoriskole;Bærum;55;54;50;59.907659;10.5788424
Vøyenenga skole;Bærum;49;46;46;59.906992;10.476415
Østerås skole;Bærum;56;55;56;59.9387369;10.6070872
Feiring skole;Eidsvoll;*;*;*;60.4924065;11.1542598
Råholt ungdomsskole;Eidsvoll;51;46;48;60.2832209;11.1680261
Steinerskolen på Eidsvoll;Eidsvoll;*;*;*;60.286582;11.240897
Vilberg ungdomsskole;Eidsvoll;*;*;*;60.3345918;11.2599168
Kirkebygden barne- og ungdomsskole;Enebakk;50;47;46;59.7663725;11.1490756
Mjær ungdomsskole;Enebakk;50;46;46;59.7247133;11.0611319
Drøbak Montessori ungdomsskole AS;Frogn;53;53;50;59.67183619999999;10.6350769
Dyrløkkeåsen skole;Frogn;53;50;50;59.6674657;10.6556839
Seiersten ungdomsskole;Frogn;53;49;49;59.6682756;10.6382451
Stiftelsen Soon sjøskole;Frogn;;;;59.6758985;10.6070624
Gjerdrum ungdomsskole;Gjerdrum;52;49;49;60.0713415;11.0284311
Hurdal skole og kultursenter avd skole;Hurdal;*;*;*;60.43333430000001;11.0688343
Hurdal steinerskole;Hurdal;*;*;*;60.4085572;11.0510112
Jevnaker ungdomsskole;Jevnaker;49;45;46;60.239649;10.367355
Asak skole;Lillestrøm;51;47;51;59.9930604;11.108926
Bingsfoss ungdomsskole;Lillestrøm;52;48;45;59.9882686;11.2514635
Bråtejordet skole;Lillestrøm;50;46;47;59.9540216;10.9991492
Frogner skole;Lillestrøm;51;47;48;60.0254365;11.103104
Frydenlund skole og ressurssenter;Lillestrøm;;;;59.9507395;11.0139051
Kjeller skole;Lillestrøm;52;49;49;59.9742877;11.0399084
Oks friskole Sti;Lillestrøm;52;50;49;59.9814731;11.0146295
Sophie Radich skole;Lillestrøm;53;49;50;59.9668437;11.0376306
Stav skole;Lillestrøm;50;45;47;59.9639848;10.9992961
Tæruddalen skole;Lillestrøm;50;46;48;60.0129851;11.0181079
Østersund ungdomsskole;Lillestrøm;50;47;46;59.9208582;11.1673132
Harestua skole;Lunner;57;52;52;60.2110977;10.7130379
Lunner ungdomsskole;Lunner;49;46;45;60.2935013;10.6095654
Fjellsrud skole;Lørenskog;53;52;52;59.9365549;10.9766081
Hammer skole;Lørenskog;54;51;50;59.9234857;10.9826917
Kjenn skole;Lørenskog;52;51;50;59.9302549;10.9586744
Løkenåsen skole;Lørenskog;53;49;49;59.9227748;10.9665997
Lørenskog friskole;Lørenskog;54;53;53;59.931378;10.929107
Rudolf steinerskolen Lørenskog Sti;Lørenskog;52;50;48;59.9131554;10.9383158
Wang Romerike AS;Lørenskog;52;53;53;59.9466209;10.9519929
Nannestad ungdomsskole;Nannestad;50;47;47;60.2179712;11.0131186
Hoppensprett Akademiet Brårud AS;Nes;47;42;43;60.2088577;11.3323299
Romerike International School Sti;Nes;59;44;51;60.12736080000001;11.3380797
Runni ungdomsskole;Nes;50;46;46;60.128464;11.477604
Vormsund ungdomsskole;Nes;50;48;46;60.1587611;11.4279555
Alværn ungdomsskole;Nesodden;53;51;50;59.8212611;10.6329171
Bakkeløkka ungdomsskole;Nesodden;49;47;48;59.737204;10.602255
Rudolf steinerskolen stiftelsen avd Undervisning;Nesodden;46;54;49;59.80428189999999;10.6381967
Tangenåsen ungdomsskole;Nesodden;51;51;52;59.855385;10.662979
Hakadal ungdomsskole;Nittedal;53;48;48;60.1114011;10.8499531
Li skole;Nittedal;53;49;50;60.4645669;5.3512125
Nittedal ungdomsskole;Nittedal;53;52;51;60.0531749;10.8782673
Fløysbonn ungdomsskole;Nordre Follo;54;52;51;59.7961913;10.8142193
Flåtestad ungdomsskole;Nordre Follo;54;50;50;59.7708435;10.8032073
Follo barne- og ungdomsskole;Nordre Follo;;;;59.7659528;10.8440732
Haugjordet ungdomsskole;Nordre Follo;53;50;48;59.7643672;10.84455
Hellerasten ungdomsskole;Nordre Follo;53;50;50;59.8136433;10.8152139
Ingieråsen ungdomsskole;Nordre Follo;55;52;52;59.8105142;10.7937928
Kråkstad skole;Nordre Follo;53;49;49;59.6777853;10.8856734
Magasinparken ungdomsskole;Nordre Follo;54;51;51;59.7149602;10.8263664
Siggerud skole;Nordre Follo;50;48;47;59.7905422;10.8894795
Wang Ung Follo AS;Nordre Follo;53;52;52;59.799183;10.8235254
Marikollen ungdomsskole;Rælingen;51;47;47;59.9241206;11.0625124
Sandbekken ungdomsskole og oppvekstsenter;Rælingen;50;48;47;59.9335566;11.030821
Allergot ungdomsskole;Ullensaker;52;48;47;60.1392252;11.1781814
Gystadmarka ungdomsskole;Ullensaker;50;47;48;60.1510399;11.1896448
Hoppensprett Akademiet AS avd ungdomsskole;Ullensaker;49;48;48;60.070521;11.1313994
Nordby ungdomsskole;Ullensaker;49;45;44;60.149999;11.169513
Vesong ungdomsskole;Ullensaker;50;46;47;60.0703913;11.132029
Grevlingen skole;Vestby;50;48;47;59.5181769;10.7012636
Vestby ungdomsskole;Vestby;51;47;47;59.595838;10.7565944
Nordbytun ungdomsskole;Ås;*;*;49;59.725791;10.7639
Steinerskolen i Ås;Ås;*;*;;59.6865617;10.8116304
Ås ungdomsskole;Ås;52;52;50;59.6699583;10.7996889
Akademiet realfagsskole Drammen AS;Drammen;58;53;56;59.74860529999999;10.1719843
Akademiet ungdomsskole Drammen AS;Drammen;51;52;55;59.7691633;10.2523618
Børresen ungdomsskole;Drammen;52;49;50;59.7492941;10.1901068
Eknes ungdomsskole;Drammen;49;47;48;59.7596177;10.0080468
Galterud ungdomsskole;Drammen;50;46;46;59.7173375;10.2184238
Gulskogen skole;Drammen;54;49;48;59.73999;10.17048
Killingrud ungdomsskole;Drammen;51;47;49;59.7611658;10.0773221
Kjøsterud skole;Drammen;50;45;47;59.7566756;10.1310538
Marienlyst ungdomsskole;Drammen;53;49;49;59.7337153;10.2025616
Rosendal skole;Drammen;46;43;42;59.7501414;10.0259396
Svelvik ungdomsskole;Drammen;48;46;44;59.6055335;10.404165
Svensedammen ungdomsskole;Drammen;53;51;51;59.7149998;10.151131
Veiavangen ungdomsskole;Drammen;51;47;48;59.74766;9.9988538
Flesberg skole;Flesberg;53;50;50;59.8385947;9.5721763
Flå skole;Flå;*;*;*;63.196733;10.316501
Gol skule;Gol;49;46;46;60.7052273;8.9369401
Hemsedal skole;Hemsedal;49;46;49;60.862643;8.561334
Geilo barne- og ungdomsskole;Hol;50;47;52;60.53399;8.21917
Hole ungdomsskole;Hole;*;*;51;60.086243;10.283352
Tyrifjord barne- og ungdomsskole;Hole;*;*;54;60.068448;10.171658
Hvittingfoss barne- og ungdomsskole;Kongsberg;55;50;52;59.489087;10.00927
Skrim ungdomsskole;Kongsberg;49;48;49;59.626959;9.648856
Stiftelsen Kongsberg International School;Kongsberg;58;48;54;59.67596069999999;9.642636099999999
Tislegård ungdomsskole;Kongsberg;52;50;51;59.659071;9.656995
Vestsiden ungdomsskole;Kongsberg;50;46;48;59.668732;9.641777
Krødsherad skole;Krødsherad;54;50;56;60.1241455;9.7871805
Akademiet ungdomsskole Lier AS;Lier;53;50;48;59.7691633;10.2523618
Høvik skole;Lier;51;50;51;59.760162;10.2396001
Lierbyen skole;Lier;50;46;47;59.791915;10.258648
Sylling skole;Lier;53;50;48;59.89162;10.292531
Tranby skole;Lier;50;47;47;59.8107087;10.2680186
Nordre Modum ungdomsskole;Modum;48;47;46;59.9713553;9.9968694
Søndre Modum ungdomsskole;Modum;51;48;47;59.893745;9.93137
Nesbyen skole;Nesbyen;46;45;49;60.5680861;9.1027428
Rødberg skole;Nore og Uvdal;44;46;46;60.26882;8.944285
Discovery International School AS;Ringerike;*;*;*;60.2054315;10.3682193
Hallingby skole;Ringerike;*;47;*;60.2687919;10.1792931
Haugsbygd ungdomsskole;Ringerike;52;48;47;60.1756674;10.3231469
Hov ungdomsskole;Ringerike;50;50;49;60.182643;10.265927
Nes skole;Ringerike;*;*;*;60.565726;9.986816
Ringerike Montessori AS;Ringerike;54;49;43;60.13550770000001;10.1666881
Ringerike steinerskole Sti;Ringerike;*;*;*;60.20940689999999;10.3760064
Sokna skole;Ringerike;51;*;49;60.2426759;9.9310896
Steinsfjorden montessoriskole SA;Ringerike;*;*;*;60.1290624;10.3519346
Tyristrand skole;Ringerike;50;49;51;60.085273;10.102012
Veienmarka ungdomsskole;Ringerike;51;49;48;60.1713479;10.2270344
Veggli skole;Rollag;*;*;*;60.041426;9.150187
Sigdal ungdomsskole;Sigdal;48;47;45;60.04233;9.639341
Hokksund ungdomsskole;Øvre Eiker;50;46;47;59.7700097;9.907238
Skotselv skole;Øvre Eiker;51;49;48;59.8493134;9.8799913
Vestfossen ungdomsskole;Øvre Eiker;52;47;49;59.730474;9.867902
Ål ungdomsskule;Ål;48;48;49;60.627719;8.549843
Alta Kristne grunnskole SA;Alta;*;*;*;69.9677541;23.3515328
Alta ungdomsskole;Alta;51;47;48;69.9734016;23.2937491
Haldde montessoriskole SA;Alta;*;*;*;69.9313348;23.0178681
Rafsbotn skole;Alta;*;*;*;70.0187733;23.5296252
Sandfallet ungdomsskole;Alta;48;45;44;69.974312;23.3119131
Talvik skole;Alta;*;*;*;70.0419009;22.9433702
Tverrelvdalen skole;Alta;49;48;50;69.932999;23.432776
Berlevåg skole;Berlevåg;*;*;*;70.8610772;29.0918586
Båtsfjord skole;Båtsfjord;52;43;46;70.63308;29.717738
Deanu Sàmeskuvla;Deatnu - Tana;*;*;*;70.19649;28.1689365
Tanabru skole;Deatnu - Tana;*;*;*;70.197898;28.166543
Mehamn skole;Gamvik;*;*;*;71.03507;27.851265
Kautokeino skole;Guovdageaidnu - Kautokeino;*;*;*;69.013813;23.046197
Máze Skuvla/Masi skole Máze skole;Guovdageaidnu - Kautokeino;*;*;*;69.449084;23.672861
Breilia skole;Hammerfest - Hámmerfeasta;49;47;46;70.6664658;23.6998229
Fjordtun skole;Hammerfest - Hámmerfeasta;48;44;45;70.634536;23.6849732
Forsøl skole;Hammerfest - Hámmerfeasta;*;*;*;70.7214996;23.7964221
Kvalsund skole;Hammerfest - Hámmerfeasta;*;*;*;70.4985035;23.9736593
Breivikbotn skole;Hasvik;*;*;*;70.591564;22.302993
Karasjok grunnskole;Kárášjohka - Karasjok;51;*;47;69.4693965;25.5146275
Kjøllefjord skole;Lebesby;*;*;*;70.9449785;27.3576028
Lebesby oppvekstsenter Avdeling skole;Lebesby;*;*;*;70.5739033;26.9993206
Høgtun skole;Loppa;*;*;*;70.250454;22.352506
Havøysund skole;Måsøy;*;*;*;70.9988847;24.6573876
Honningsvåg skole;Nordkapp;51;44;44;70.97842;25.977887
Billefjord Sjøsamiske oppvekstsenter Avdeling skole;Porsanger - Porsángu - Porsanki;*;*;*;70.31648009999999;25.047947
Børselv skole;Porsanger - Porsángu - Porsanki;*;*;*;70.315217;25.566818
Lakselv ungdomsskole;Porsanger - Porsángu - Porsanki;46;49;44;70.049284;24.9682
Kirkenes skole;Sør-Varanger;50;47;49;69.723396;30.0582691
Pasvik skole;Sør-Varanger;*;*;*;69.454864;30.054626
Sandnes og Bjørnevatn skole;Sør-Varanger;*;*;*;69.6687274;29.972181
Unjargga Oahppogaldu Nesseby oppvekstsenter avd skole;Unjárga - Nesseby;*;*;*;70.17449599999999;28.5536708
Vadsø kommune Vestre Jakobselv oppvekstsenter avd skole;Vadsø;*;*;*;70.11798089999999;29.3359618
Vadsø ungdomsskole og voksenopplæring avd skole;Vadsø;*;*;*;70.0803919;29.7455966
Vardø kommune grunnskole;Vardø;51;48;49;70.3705875;31.1094377
Alvdal ungdomsskole;Alvdal;45;44;47;62.103169;10.638282
Dovre ungdomsskole;Dovre;49;49;46;62.0749603;9.1201741
Eidskog ungdomsskole;Eidskog;48;46;43;59.9841115;12.1258705
Elverum ungdomsskole;Elverum;50;48;48;60.8871822;11.557876
Engerdal barne- og ungdomsskole;Engerdal;*;*;*;61.8190077;11.9207648
Etnedal skule;Etnedal;50;48;50;60.9260411;9.6335265
Folldal skole;Folldal;44;45;46;62.1320915;9.9845768
Gausdal ungdomsskole;Gausdal;49;48;46;61.1994696;10.1453027
Biri ungdomsskole;Gjøvik;48;47;46;60.9531026;10.6068975
Bjørnsveen ungdomsskole;Gjøvik;51;50;48;60.81272;10.6728557
Kopperud skole;Gjøvik;51;50;51;60.769142;10.6759288
Snertingdal skole;Gjøvik;*;*;*;60.8752516;10.4038092
Steinerskolen Gjøvik-Toten;Gjøvik;*;*;*;60.7882821;10.6996869
Vardal ungdomsskole;Gjøvik;47;45;45;60.7880779;10.6482502
Bjoneroa skole;Gran;*;*;*;60.5162846;10.2958473
Brandbu ungdomsskole;Gran;50;49;46;60.4195066;10.5129988
Gran ungdomsskole;Gran;*;*;*;60.3563418;10.5818674
Grue barne- og ungdomsskole;Grue;46;46;42;60.450287;12.054574
Ajer ungdomsskole;Hamar;52;51;51;60.8056769;11.058086
Børstad ungdomsskole;Hamar;54;51;50;60.8044151;11.0873997
Ener ungdomsskole;Hamar;49;49;50;60.806769;11.12913
Hamar Montessori skole Sti;Hamar;49;43;42;60.8207101;11.0477278
Wang Hamar AS;Hamar;49;49;51;60.801689;11.0378088
Austmarka barne- og ungdomsskole;Kongsvinger;*;*;*;60.1007697;12.323332
Kongsvinger montessoriskole SA;Kongsvinger;*;*;*;60.17325930000001;12.0184654
Kongsvinger ungdomsskole;Kongsvinger;*;*;*;60.191262;12.0142557
Norges Toppidrettsgymnas ungdomsskole Kongsvinger AS;Kongsvinger;*;*;*;60.19151;12.0143512
Lesja skule;Lesja;50;48;46;62.1171537;8.8543079
Engesvea barne- og ungdomsskole;Lillehammer;*;*;*;61.0948726;10.4834214
Hammartun skole;Lillehammer;52;47;44;61.1125741;10.4630517
Norges Toppidrettsgymnas ungdomsskole Lillehammer AS;Lillehammer;52;55;56;61.1249118;10.472548
Smestad ungdomsskole;Lillehammer;49;49;47;61.1347143;10.4466155
Stiftelsen Lillehammer steinerskole;Lillehammer;*;*;*;61.0998604;10.4244938
Åretta ungdomsskole;Lillehammer;49;49;49;61.1006099;10.4767225
Lom ungdomsskule;Lom;*;*;*;61.838921;8.564292
Hedemarken friskole;Løten;51;53;50;60.8010225;11.3037854
Løten ungdomsskole;Løten;47;46;45;60.8203915;11.33838
Nord-Aurdal ungdomsskole;Nord-Aurdal;*;*;*;60.9884698;9.2403618
Valdres montessoriskule SA;Nord-Aurdal;*;*;*;60.998427;9.101026000000001
Vinstra ungdomsskole;Nord-Fron;50;48;46;61.5918693;9.7617425
Mo barne- og ungdomsskole;Nord-Odal;49;47;46;60.423664;11.642413
Nordre Land kommune 0-24 Torpa barne- og ungdomsskole;Nordre Land;51;49;50;60.9661071;10.1081095
Nordre Land kommune Dokka barne- og ungdomsskole;Nordre Land;50;47;45;60.83448789999999;10.0756769
Os skole;Os;49;47;47;62.496624;11.23802
Fagertun skole;Rendalen;48;44;45;61.720727;11.195858
Ringebu ungdomsskole;Ringebu;49;46;45;61.5266203;10.1455054
Brumunddal ungdomsskole;Ringsaker;49;45;43;60.8927518;10.9385501
Brøttum barne- og ungdomsskole;Ringsaker;51;49;49;61.0281513;10.5567884
Furnes ungdomsskole;Ringsaker;49;46;46;60.8507223;11.0408855
Moelv ungdomsskole;Ringsaker;49;49;45;60.9261273;10.6928242
Nes ungdomsskole;Ringsaker;50;47;45;60.800681;10.8436065
Heidal skule;Sel;*;*;*;61.7510542;9.3222085
Otta ungdomsskole;Sel;*;*;*;61.7755552;9.541708
Skjåk barne- og ungdomsskule;Skjåk;47;44;50;61.8836922;8.2628386
Ottestad ungdomsskole;Stange;50;48;49;60.7688406;11.1136498
Stange ungdomsskole;Stange;50;48;47;60.7153297;11.1995309
Steinerskolen på Hedemarken avd grunnskolen Ottestad;Stange;46;46;44;60.7774681;11.1027464
Stor-Elvdal ungdomsskole;Stor-Elvdal;51;49;49;61.566876;11.059712
Søndre Land ungdomsskole;Søndre Land;47;44;43;60.6842927;10.3545453
Hedalen barne- og ungdomsskole;Sør-Aurdal;*;*;*;60.6046541;9.7420634
Sør-Aurdal ungdomsskole;Sør-Aurdal;*;*;*;60.8247599;9.5530099
Sør-Fron ungdomsskule;Sør-Fron;47;47;47;61.5763409;9.8622559
Glommasvingen skole;Sør-Odal;45;45;42;60.257786;11.67013
Tolga skole;Tolga;49;47;49;62.4114022;10.9966047
Trysil ungdomsskole;Trysil;51;49;47;61.3153421;12.2677648
Kvikne skole;Tynset;*;*;*;62.5610682;10.3238832
Tynset ungdomsskole;Tynset;*;*;*;62.2718266;10.7766129
Vang barne- og ungdomsskule;Vang;50;50;49;61.130671;8.592836
Vestre Slidre skule;Vestre Slidre;48;48;48;61.0875496;8.9835312
Vestre Toten ungdomsskole;Vestre Toten;49;48;48;60.716713;10.607508
Vågå ungdomsskule;Vågå;50;49;48;61.8716877;9.0998685
Våler barne- og ungdomsskole;Våler (Innlandet);46;45;44;60.6737368;11.8298135
Lena ungdomsskole;Østre Toten;50;46;47;60.6788802;10.8010167
Skreia ungdomsskole;Østre Toten;48;48;48;60.6517858;10.92875
Toten montessoriskole;Østre Toten;;;;60.5976576;10.7344939
Øyer ungdomsskole;Øyer;46;44;44;61.2351318;10.4432029
Øystre Slidre ungdomsskule;Øystre Slidre;51;48;47;61.1324548;9.081785
Åmot Barne og ungdomsskole;Åmot;47;45;42;61.1402518;11.3679599
Åsnes ungdomsskole;Åsnes;48;46;47;60.6121494;12.0207838
Gossen barne- og ungdomsskole avd skole;Aukra;50;47;47;62.806707;6.8826449
Julsundet skole;Aukra;50;48;49;62.7724432;6.9931739
Aure barne- og ungdomsskole;Aure;*;*;*;63.268008;8.5344466
Tustna barne- og ungdomsskole;Aure;*;*;*;63.158431;7.963703
Averøy ungdomsskole;Averøy;48;46;46;63.0511244;7.6390648
Eidsdal skule;Fjord;*;*;*;62.2542451;7.1601384
Stordal skule;Fjord;*;*;*;62.382125;7.007992
Valldal skule;Fjord;*;*;*;62.301908;7.259656
Giske ungdomsskule;Giske;54;49;48;62.5022362;6.1323042
Batnfjord skule;Gjemnes;45;46;47;62.8926676;7.677178
Brattvåg ungdomsskule;Haram;50;46;45;62.5962988;6.4388161
Eidet skule;Haram;50;50;50;62.546373;6.59721
Haramsøy barne- og ungdomsskule;Haram;*;*;*;62.6441541;6.2605425
Hildre montessoriskule SA;Haram;*;*;*;62.6038155;6.3529263
Hareid ungdomsskule;Hareid;50;46;49;62.368023;6.017732
Herøy ungdomsskule;Herøy (Møre og Romsdal);49;*;*;62.3335409;5.647707
Møre barne- og ungdomsskule;Herøy (Møre og Romsdal);54;*;*;62.2784638;5.8073176
Eide ungdomsskole;Hustadvika;50;47;47;62.9193856;7.4468087
Fræna ungdomsskule;Hustadvika;51;47;48;62.854171;7.156407
Atlanten ungdomsskole;Kristiansund;51;47;47;63.1277339;7.7372986
Frei ungdomsskole;Kristiansund;49;47;45;63.0975263;7.8544374
Nordlandet ungdomsskole;Kristiansund;50;46;48;63.1125684;7.7624824
Bekkevoll ungdomsskole;Molde;51;50;50;62.740871;7.1407118
Bergmo ungdomsskole;Molde;53;52;51;62.7440635;7.2232231
Eidsvåg barne- og ungdomsskole;Molde;53;49;50;62.778045;8.074184
Eresfjord barne- og ungdomsskule;Molde;*;*;*;62.6617782;8.1148537
Midsund skule;Molde;53;48;51;62.6815325;6.6703845
Molde friskole;Molde;*;*;*;62.7373422;7.1218724
Skjevik barne- og ungdomsskole;Molde;44;45;47;62.7868336;7.532336
Tøndergård skole og ressurssenter;Molde;*;*;*;62.743326;7.208114
Vågsetra barne- og ungdomsskole;Molde;49;47;47;62.7139085;7.4253729
Måndalen barne- og ungdomsskule;Rauma;46;46;48;62.5309903;7.4358184
Åfarnes barne- og ungdomsskole;Rauma;52;50;49;62.6588821;7.5034956
Åndalsnes ungdomsskole;Rauma;51;48;50;62.5644729;7.6852263
Gursken oppvekstsenter avd skule;Sande;*;*;*;62.2170511;5.6530625
Kvamsøy barne- og ungdomsskule;Sande;*;*;*;62.2006971;5.4140455
Smøla ungdomsskole;Smøla;51;49;47;63.4600918;8.0095313
